iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,15,1.2100371664322083,0.5375987730436357,4.800402256639017e-13,644,84,0.000138793596069874,5.003454980504232,0.05
1,15,1.1600371664322082,0.49079819065726965,2.5950369886070162e-15,644,84,0.00039418976596596863,5.021414924494474,0.05
2,15,1.1100371664322082,0.4256024281446941,2.923334277513175e-12,644,84,0.0013344824883897797,5.024845073231832,0.05
3,15,1.0600371664322081,0.3274551377012045,3.0226768687275388e-15,644,84,0.0017296873734855321,5.045943868222511,0.05
4,15,1.03,0.23523124767165504,3.1259610172859653e-15,644,84,0.002018570106547185,5.062038279558613,0.03904831636187054
