trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,jacobian_rank,tangent_dim,best_channel,best_amplitude,best_killability,best_death_distance,max_abs_amplitude,accepted_finite
0,-1.0,2.5,7.835398588752348e-15,True,2.6778880910405128e-11,4.556594357302119,644,84,4,1.273164382181348,0.6272973553579291,2.0296026618108316,5.77634269610952,True
0,1.0,2.5,7.835398588752348e-15,True,2.4320283238594255e-11,4.177097100748597,644,84,8,1.5205429511540178,0.6877251646181854,2.210974716910643,5.143926914203517,True
