iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,9,1.3001723309378297,0.620929997771921,2.5215542944042776e-15,626,46,0.004865355048442863,3.7113996064432477,0.05
1,9,1.2501723309378296,0.5837171008268442,1.9285483928589964e-15,626,46,0.009127664719554599,3.6900870895526108,0.05
2,9,1.2251723309378297,0.5606603580644172,3.0911336816852234e-15,626,46,0.010918591419860109,3.68680541927927,0.03250000000000003
3,9,1.1926723309378298,0.5248647230208527,3.655904082879606e-12,626,46,0.013663218612921482,3.691506988161513,0.04224999999999997
4,9,1.17154733093783,0.497216762580725,5.397937967539891e-12,626,46,0.016017985641175507,3.6968420731655836,0.027462499999999935
5,9,1.14408483093783,0.45462438830263013,5.01380243263149e-12,626,46,0.019110733849414085,3.7109585737715802,0.03570124999999993
6,9,1.12623420593783,0.4218798273182099,4.354281629889635e-14,626,46,0.021413513900234663,3.7153914613903103,0.023205812500000013
7,9,1.10302839343783,0.37127989662272876,1.3459788600795518e-12,626,46,0.023821321553156916,3.713135854851858,0.030167556250000116
8,9,1.0728608371878299,0.28511182739677843,4.106473575255732e-15,626,46,0.024380560737208134,3.7194376164801723,0.039217823125000155
9,9,1.0532519256253297,0.2085946574231558,3.905556496628708e-15,626,46,0.021510361988593373,3.723673857577965,0.025491585031250142
10,9,1.041625962812665,0.1515096875309019,2.895006243932207e-15,626,46,0.018982675286172777,3.72612738819259,0.015113751656464258
11,9,1.03,0.09156151660770619,1.1033734107950353e-14,626,46,0.019605860305018614,3.731051985894493,0.015113751656464404
