generation,rank,basin_id,parent_id,source,soft_nullity,hard_nullity,susceptibility,susceptibility_channel,death_distance,best_channel,best_amplitude,best_killability,max_abs_amplitude,residual,expansion_count,last_expanded_generation,accepted,note,probe_residual,probe_channel
0,26,0,-1,initial,135.0000000000001,135,1.0098860217953356,22,2.7192774713507473,20,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,0,-1,True,frontier,,
0,26,0,-1,initial,135.0000000000001,135,1.0098860217953356,22,2.7192774713507473,20,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,0,-1,False,full_delete_probe,1.000008054187779,22
0,26,0,-1,initial,135.0000000000001,135,1.0098860217953356,22,2.7192774713507473,20,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,1,0,True,expanded:genericity+deletion+death,,
1,26,12,0,off_manifold_hop,69.33907970409518,68,0.034558557445582797,12,1.9688972177950488,0,1.3269394156206797,0.6739505768141152,3.0521973878347692,1.8659025431072384e-15,0,-1,True,pareto_kept_polished,,
0,26,0,-1,initial,135.0000000000001,135,1.0098860217953356,22,2.7192774713507464,25,2.0,0.7354894897895581,2.8284271247461903,6.280369834735101e-16,1,0,True,pareto_kept_polished,,
1,26,13,0,off_manifold_hop,71.00000000014052,71,0.03965901399106817,23,2.418098586835248,4,1.1597608204258216,0.4796168471955025,2.904141284889487,1.389383483553918e-14,0,-1,True,pareto_kept_polished,,
1,26,11,0,exact_hop,79.0000000457652,79,0.13412622034423372,24,2.4941064048533166,23,1.7738236471849869,0.7112060831620008,3.432215695444678,1.5366103196687789e-15,0,-1,True,pareto_kept_polished,,
1,26,12,0,off_manifold_hop,69.33907970409518,68,0.034558557445582797,12,1.9688972177950488,0,1.3269394156206797,0.6739505768141152,3.0521973878347692,1.8659025431072384e-15,0,-1,True,frontier,,
0,26,0,-1,initial,135.0000000000001,135,1.0098860217953356,22,2.7192774713507464,25,2.0,0.7354894897895581,2.8284271247461903,6.280369834735101e-16,1,0,True,frontier,,
1,26,13,0,off_manifold_hop,71.00000000014052,71,0.03965901399106817,23,2.418098586835248,4,1.1597608204258216,0.4796168471955025,2.904141284889487,1.389383483553918e-14,0,-1,True,frontier,,
1,26,11,0,exact_hop,79.0000000457652,79,0.13412622034423372,24,2.4941064048533166,23,1.7738236471849869,0.7112060831620008,3.432215695444678,1.5366103196687789e-15,0,-1,True,frontier,,
1,26,12,0,off_manifold_hop,69.33907970409518,68,0.034558557445582797,12,1.9688972177950488,0,1.3269394156206797,0.6739505768141152,3.0521973878347692,1.8659025431072384e-15,0,-1,True,full_delete_probe,0.009925526542573749,12
2,25,14,12,drop_26_to_25,71.00000000018167,71,0.22431862170375014,20,2.611477983893244,16,1.7011077240825183,0.6513965404167309,3.143607487925823,3.8924558293417735e-14,0,-1,True,frontier,,
2,25,14,12,drop_26_to_25,71.00000000018167,71,0.22431862170375014,20,2.611477983893244,16,1.7011077240825183,0.6513965404167309,3.143607487925823,3.8924558293417735e-14,0,-1,True,full_delete_probe,0.009895364049912399,20
2,25,14,12,drop_26_to_25,71.00000000018167,71,0.22431862170375014,20,2.611477983893244,16,1.7011077240825183,0.6513965404167309,3.143607487925823,3.8924558293417735e-14,1,2,True,expanded:genericity+deletion+death,,
3,25,26,14,exact_hop,70.99999999999557,71,0.10447788592727153,0,2.0810412872601827,5,1.3726658355267292,0.6596052869926128,4.377268249690805,2.5115545166370425e-15,0,-1,True,pareto_kept_polished,,
3,25,27,14,exact_hop,70.99999999999193,71,1.000021580689439,13,2.0498796042963545,5,1.3265593107994365,0.6471401091162101,4.46030407375443,2.579324447002896e-15,0,-1,True,pareto_kept_polished,,
2,25,14,12,drop_26_to_25,71.00000000018201,71,0.22431862170375014,20,2.6114779838934132,16,1.7011077240825183,0.6513965404166886,3.143607487925823,3.893586751412063e-14,1,2,True,pareto_kept_polished,,
3,25,29,14,off_manifold_hop,70.99999999999216,71,1.0000050077396512,14,2.1067769905524827,1,1.328332561990158,0.6305045896869299,3.320514863580968,2.3306572003578226e-15,0,-1,True,pareto_kept_polished,,
3,25,26,14,exact_hop,70.99999999999557,71,0.10447788592727153,0,2.0810412872601827,5,1.3726658355267292,0.6596052869926128,4.377268249690805,2.5115545166370425e-15,0,-1,True,frontier,,
3,25,27,14,exact_hop,70.99999999999193,71,1.000021580689439,13,2.0498796042963545,5,1.3265593107994365,0.6471401091162101,4.46030407375443,2.579324447002896e-15,0,-1,True,frontier,,
2,25,14,12,drop_26_to_25,71.00000000018201,71,0.22431862170375014,20,2.6114779838934132,16,1.7011077240825183,0.6513965404166886,3.143607487925823,3.893586751412063e-14,1,2,True,frontier,,
3,25,29,14,off_manifold_hop,70.99999999999216,71,1.0000050077396512,14,2.1067769905524827,1,1.328332561990158,0.6305045896869299,3.320514863580968,2.3306572003578226e-15,0,-1,True,frontier,,
3,25,26,14,exact_hop,70.99999999999557,71,0.10447788592727153,0,2.0810412872601827,5,1.3726658355267292,0.6596052869926128,4.377268249690805,2.5115545166370425e-15,0,-1,True,full_delete_probe,0.006998568354648687,0
4,24,31,26,drop_25_to_24,45.999999999993406,46,1.0000302657051292,13,2.6132805295850243,12,1.1366386810759639,0.43494705914961845,3.669138947817685,4.605560819269946e-15,0,-1,True,frontier,,
4,24,31,26,drop_25_to_24,45.999999999993406,46,1.0000302657051292,13,2.6132805295850243,12,1.1366386810759639,0.43494705914961845,3.669138947817685,4.605560819269946e-15,0,-1,False,full_delete_probe,1.0001145950545434,13
4,24,31,26,drop_25_to_24,45.999999999993406,46,1.0000302657051292,13,2.6132805295850243,12,1.1366386810759639,0.43494705914961845,3.669138947817685,4.605560819269946e-15,1,4,True,expanded:genericity+deletion+death,,
5,24,43,31,exact_hop,45.99999999999193,46,1.0004176379081073,12,2.198120093908251,13,1.6206143146964698,0.7372728720272159,3.5555376765158746,3.2734852216999195e-15,0,-1,True,pareto_kept_polished,,
5,24,44,31,exact_hop,45.99999999999284,46,0.230207178108995,9,2.0939112872678534,9,1.3001723309378297,0.6209299977719216,3.7113996064432477,2.542923332028111e-15,0,-1,True,pareto_kept_polished,,
