iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,0,1.7802725939677537,0.7116894920931915,2.6009120379601693e-15,626,46,0.016341031609270196,3.6666094412114423,0.05
1,0,1.7302725939677537,0.6967580294735669,2.5467854256042675e-11,626,46,0.017828638681257947,3.6784973470940723,0.05
2,0,1.6802725939677536,0.6788824602537117,5.307637929117386e-11,626,46,0.019470282827352647,3.691610621306391,0.05
3,0,1.6302725939677536,0.6574319259536462,2.4688238374330378e-15,626,46,0.021298946130968506,3.706256753192105,0.05
4,0,1.5802725939677535,0.6316747265913769,3.1340345960756072e-15,626,46,0.023351415810474827,3.7228501558569036,0.05
5,0,1.5302725939677535,0.6008089656551653,3.047039422636637e-15,626,46,0.025668828535457176,3.7419751170275304,0.05
6,0,1.4802725939677535,0.5640546984022162,2.63060433215902e-15,626,46,0.02829859388049648,3.7645005706107773,0.05
7,0,1.4302725939677534,0.5208595855948177,3.0031927133437077e-15,626,46,0.031173444047196967,3.791763444210624,0.05
8,0,1.3802725939677534,0.471273766786926,3.0256559212846914e-15,626,46,0.02637576241403601,3.825818645704937,0.05
9,0,1.3302725939677533,0.4164655834903157,2.7967625462411536e-15,626,46,0.02302828031399031,3.8696370697807585,0.05
10,0,1.2802725939677533,0.35895883349736907,2.962239921340836e-15,626,46,0.026598360234073127,3.926575002459542,0.05
11,0,1.2302725939677532,0.301520171796822,2.97840832281684e-15,626,46,0.03335871638176098,3.9995948878874725,0.05
12,0,1.1802725939677532,0.2445867316632556,3.643279567024571e-15,626,46,0.03846058083878001,4.095813636808393,0.05
13,0,1.1302725939677531,0.18456076744246136,4.338590026825186e-15,626,46,0.04145804745654564,4.233049489626893,0.05
14,0,1.080272593967753,0.11808519821118729,1.496574333596829e-12,626,46,0.04354051674481302,4.4641558091805935,0.05
15,0,1.030272593967753,0.05152749611997117,3.4674995028875806e-13,626,46,0.04417882513772846,5.055442324635934,0.05
