trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,1.3091523314174812e-15,True,3.53587763295779e-15,3.1874819857965977,True,46,45.99999999999966,-7.958078640513122e-13,2.4408006846305157,4.114496018283562
0,1.0,2.5,1.3091523314174812e-15,True,7.8942592123112e-11,2.154375538795051,True,46,45.99999956776412,4.3223474222031655e-07,2.231208456053492,4.632629796322725
1,-1.0,2.5,1.4452984190170692e-15,True,1.262362051232532e-13,2.680929135622349,True,46,46.00000000000637,-7.503331289626658e-12,2.2808457936709368,4.52070001150776
1,1.0,2.5,1.4452984190170692e-15,True,3.2419787246454233e-15,2.5979652403877465,True,46,45.999999999998636,2.2737367544323206e-13,2.271983967844175,4.248060171663979
2,-1.0,2.5,1.0778484776199118e-15,True,1.6380074687193952e-11,4.012869985743714,True,46,45.999999986433295,1.3565568224294111e-08,2.124462257243745,3.750289186116829
2,1.0,2.5,1.0778484776199118e-15,True,7.477951440945497e-11,3.8465100497300626,True,46,45.999999964259814,3.57390490535181e-08,2.116917343832364,4.068875993099815
3,-1.0,2.5,9.437572629561118e-16,True,9.760671367389949e-14,2.997345397279249,True,46,45.99999999999841,4.547473508864641e-13,2.3481718671310583,4.013919060603485
3,1.0,2.5,9.437572629561118e-16,True,9.654717139165514e-11,2.3809700309220463,True,46,45.99999983937482,1.606240402907133e-07,2.5261996653926477,4.554120932709817
4,-1.0,2.5,1.1733998653763219e-15,True,2.686185932250807e-14,2.650109903701376,True,46,45.999999999999545,-6.821210263296962e-13,2.053009147923983,4.411581795565127
4,1.0,2.5,1.1733998653763219e-15,True,3.0947624946292852e-15,3.362915137976709,True,46,46.00000000000125,-2.3874235921539366e-12,2.4018112800587277,3.897254383325691
