generation,rank,basin_id,parent_id,roles,expansion_count,soft_nullity,susceptibility,death_distance,source
0,26,0,-1,genericity+deletion+death,1,135.0000000000001,1.0098860217953356,2.7192774713507473,initial
2,25,14,12,genericity+deletion+death,1,71.00000000018167,0.22431862170375014,2.611477983893244,drop_26_to_25
4,24,31,26,genericity+deletion+death,1,45.999999999993406,1.0000302657051292,2.6132805295850243,drop_25_to_24
5,24,43,31,genericity,1,45.99999999999193,1.0004176379081073,2.198120093908251,exact_hop
5,24,44,31,deletion+death,1,45.99999999999284,0.230207178108995,2.0939112872678534,exact_hop
5,24,46,31,explore,1,45.999999999992156,0.8151637759252373,2.5014737659420683,off_manifold_hop
6,24,59,43,genericity,1,45.99999999999136,1.000631901482204,2.2252121509604454,exact_hop
6,24,44,31,deletion,2,45.999999999993065,0.230207178108995,2.0939112872678507,exact_hop
6,24,76,44,death,1,45.99999999999204,0.8258845428250664,2.069825726816356,exact_hop
6,24,63,43,explore,1,45.99999999999375,1.0000753906943851,2.285547141755636,off_manifold_hop
7,24,136,76,genericity+death,1,45.99999999999136,1.0002540961572637,2.0061784759050427,exact_hop
7,24,44,31,deletion,3,45.99999999999284,0.230207178108995,2.093911287267855,exact_hop
7,24,135,76,explore,1,45.999999999991815,1.0001558544586033,2.1319262268420416,exact_hop
