trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,9.402740812082638e-16,True,3.2397089580893635e-12,5.868868381311173,True,63,62.99999462580797,1.0000053741403008,2.0417061668195693,6.326692389569392
0,1.0,2.5,9.402740812082638e-16,True,4.581191168637714e-11,5.068106639602421,True,67,66.99999591364633,-2.999995913698058,2.162517017418605,5.714341719806531
1,-1.0,2.5,1.2232951355851288e-15,False,0.04042736147621983,9.445184408493597,,,,,,
1,1.0,2.5,1.2232951355851288e-15,False,0.46467827633989206,8.006869774737918,,,,,,
2,-1.0,2.5,1.4420259301032747e-15,True,2.298807089659109e-15,4.503094760122117,True,64,63.999999999986585,-3.83124643121846e-11,2.188439151734758,6.492331389574927
2,1.0,2.5,1.4420259301032747e-15,True,4.540472436473939e-14,4.974514460092988,True,77,76.9999999824305,-12.999999982482223,2.0366208569020796,5.732792009124454
3,-1.0,2.5,9.748235725888104e-16,True,2.6188085299562308e-15,5.2348224729425,True,64,64.00000000062255,-6.742766345269047e-10,2.1858801083282633,5.96425675206949
3,1.0,2.5,9.748235725888104e-16,True,3.855325971071316e-15,4.521477851550227,True,65,64.99999999998442,-1.0000000000361524,2.089391877145714,5.934699486864079
4,-1.0,2.5,1.264439646254947e-15,True,4.445138224095792e-12,5.541258336180322,True,65,64.99999992369067,-0.9999999237423935,1.9681764626999667,6.040284008985236
4,1.0,2.5,1.264439646254947e-15,True,3.3349095718764343e-15,3.334092246867755,True,67,66.99999999993042,-2.999999999982151,2.0059701455882286,6.2060749143370275
