trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,3.5144380209753655e-14,True,2.314424937172564e-11,2.6462340807127487,True,63,62.99999999938086,6.269829100347124e-10,2.0841126511473926,3.6266063236488155
0,1.0,2.5,3.5144380209753655e-14,True,2.0321076321084845e-11,1.6685387978012196,True,63,62.999999999911324,9.652012522565201e-11,2.2496151537392888,3.453368880796903
1,-1.0,2.5,2.8082065012563092e-14,True,3.498904000000766e-13,2.0485057106461335,True,63,63.00000000203249,-2.02464889298426e-09,2.176360045989019,3.6439630107201735
1,1.0,2.5,2.8082065012563092e-14,True,3.2346331471567257e-15,2.1884451414353627,True,63,63.000000000008185,-3.410605131648481e-13,2.125244749323406,3.4304183009951164
2,-1.0,2.5,3.243612258108022e-14,True,1.0530269162429355e-14,3.269621001988488,True,63,63.00000000001103,-3.183231456205249e-12,2.3873936860608955,3.6255224359460403
2,1.0,2.5,3.243612258108022e-14,True,1.6818929313359916e-11,2.4920334796820764,True,63,62.99999999998386,2.3987922759260982e-11,2.264769633965237,3.656220599967327
3,-1.0,2.5,3.174093434518559e-14,True,1.1379749692300636e-14,3.0515361480975276,True,63,63.000000000341856,-3.340119292261079e-10,2.19044127060915,3.43365671270748
3,1.0,2.5,3.174093434518559e-14,True,2.4695291771657106e-15,2.5089313826659474,True,63,63.000000000102546,-9.470113582210615e-11,2.1010905685228245,3.776530717333436
4,-1.0,2.5,3.519060555147366e-14,True,1.0099509650452653e-13,2.6574489015296248,True,63,63.000000000045816,-3.7971403799019754e-11,2.206662438585519,3.579704332431923
4,1.0,2.5,3.519060555147366e-14,True,2.4847435283883205e-15,2.593276545139427,True,63,63.00000000007992,-7.207745511550456e-11,2.271852064961979,3.5683012005241626
