iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,6,1.3068752671471364,0.6034891355293532,9.367070419344903e-14,637,63,0.040009903596522414,3.227165157161473,0.05
1,6,1.2818752671471363,0.5874783288387194,5.5819297137441985e-15,637,63,0.03965059634506541,3.2313469799534715,0.03250000000000003
2,6,1.2493752671471363,0.5636416882440538,3.150752977661584e-11,637,63,0.03898668029793167,3.2400944240665233,0.04224999999999997
3,6,1.2282502671471365,0.5459090600534812,6.6845666802614856e-15,637,63,0.03877676802695589,3.2442735720433373,0.027462499999999935
4,6,1.2007877671471365,0.5197034524204469,2.1307083531975204e-15,637,63,0.03835399769108197,3.2523744195333677,0.03570124999999993
5,6,1.1829371421471366,0.5003554785295418,9.794538473755156e-15,637,63,0.03824367985912103,3.2559798024545414,0.023205812500000013
6,6,1.1597313296471365,0.4719367292191703,8.952451133442547e-12,637,63,0.03801252682161059,3.2626246226459252,0.030167556250000116
7,6,1.1446475515221364,0.4510919843895982,3.2168947509079872e-15,637,63,0.03797301820396918,3.2653578266210563,0.019608911562500077
8,6,1.1250386399596364,0.4198803470411859,2.4056729462065917e-15,637,63,0.02892997293039735,3.2682328132419105,0.025491585031249996
9,6,1.1122928474440115,0.3973445543677558,4.779235154205062e-15,637,63,0.022617354736523987,3.269422099257199,0.01656953027031253
10,6,1.0957233171736989,0.3650544129583532,1.8437257832472817e-15,637,63,0.010181025259722445,3.272392982006807,0.021540389351406387
11,6,1.0849531224979958,0.3417004824964213,2.1858051972805233e-14,637,63,0.0046975715328787864,3.273643114159843,0.014001253078414122
12,6,1.0779524959587887,0.3252100677980297,2.248949967649104e-15,637,63,0.0005536501589493766,3.2741504130391075,0.0091008145009692
13,6,1.0688516814578195,0.3019073883527576,6.330584060292696e-15,637,63,0.0072579236838778375,3.274953733214682,0.01183105885125999
14,6,1.0629361520321896,0.285497710898751,2.2200869609630413e-15,637,63,0.010772764868121348,3.2752611502838573,0.007690188253319009
15,6,1.0552459637788707,0.26231463653520415,5.447895256918176e-15,637,63,0.01712372774850743,3.2756379624196814,0.009997244729314582
16,6,1.045248719049556,0.22825124704406857,2.163492519044597e-15,637,63,0.028600034798666314,3.2757263368739356,0.012996418148109012
17,6,1.0387505099755017,0.20332775256145796,1.1391989527490304e-11,637,63,0.033889761838396835,3.2749668564841534,0.008447671796270873
18,6,1.0345266740773662,0.18560410942284447,3.1906392777296495e-15,637,63,0.03749316533607025,3.2745133283414076,0.0054909866675761036
19,6,1.03,0.16492100514201866,1.9293660633984535e-12,637,63,0.03967852760573293,3.273632896623523,0.00588467630057603
