trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,1.892589575758895e-15,True,1.1100224807797543e-14,3.2089965475371356,True,48,48.000000000010004,-3.000000000010573,1.955336826714027,4.1591925958046945
0,1.0,2.5,1.892589575758895e-15,True,6.222749110433028e-14,2.8799244198183356,True,45,44.99999999999932,1.1368683772161603e-13,2.130321777306736,4.361709682542552
1,-1.0,2.5,1.0298021052065371e-15,True,4.8677234797991106e-15,2.7902574209562947,True,48,48.00000000004218,-3.0000000000427463,2.0208550492677477,4.195733221251871
1,1.0,2.5,1.0298021052065371e-15,True,4.699863011555769e-15,1.960914759897969,True,45,44.999999999999204,2.2737367544323206e-13,2.3388665087066616,4.570856682266038
2,-1.0,2.5,1.0870825480580497e-15,True,5.232817257932763e-15,2.0202171726211047,True,45,44.99999999999943,0.0,1.958756058236409,3.773488365312393
2,1.0,2.5,1.0870825480580497e-15,True,3.033687637386536e-15,1.88424544349077,True,45,44.99999999999966,-2.2737367544323206e-13,2.2200091324186646,4.473976148153974
3,-1.0,2.5,9.375589303349612e-16,True,1.9276383962356154e-11,3.698146872412422,True,45,44.99999996971155,3.0287878871604335e-08,2.399739090363748,4.161757214201738
3,1.0,2.5,9.375589303349612e-16,True,8.333597271382757e-14,2.916449158403027,True,45,44.99999999999841,1.0231815394945443e-12,2.2492530040182395,4.006294742896986
4,-1.0,2.5,1.5093795484115769e-15,True,5.097061174146162e-11,2.054295419891908,True,45,44.99999988351283,1.1648660347418627e-07,1.9257602287538598,3.9590574683588096
4,1.0,2.5,1.5093795484115769e-15,True,4.267391821449564e-15,1.7609138853233601,True,45,45.00000000000307,-3.637978807091713e-12,2.359154839515272,4.476946741408436
