iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,11,1.5575177318078182,0.6994307347318846,2.368417362276953e-15,663,65,0.002779858298337599,5.248613645185572,0.05
1,11,1.5075177318078181,0.6780619278721833,2.4851465553624342e-15,663,65,0.003046861100672785,5.252131663582856,0.05
2,11,1.457517731807818,0.6529357208548228,3.667744521179986e-15,663,65,0.002861307570846664,5.240830001880128,0.05
3,11,1.407517731807818,0.6231669441199865,2.7900169417349415e-15,663,65,0.0027714647484199458,5.245834211186262,0.05
4,11,1.382517731807818,0.6053682879728602,2.267458437545998e-15,663,65,0.002690290013275184,5.2428554918269,0.03250000000000003
5,11,1.350017731807818,0.5812582569115833,2.2053686672289447e-15,663,65,0.002531831543052402,5.237782143294989,0.04224999999999997
6,11,1.307767731807818,0.5454979401106859,2.4429597115335024e-15,663,65,0.0020134885508982293,5.225970660951328,0.05
7,11,1.2827677318078181,0.5218464195094211,4.851612292360236e-12,663,65,0.0019199885187876295,5.222119928735297,0.03250000000000003
8,11,1.2502677318078181,0.487803310392416,8.519675586584416e-13,663,65,0.002124424459412918,5.231095491442282,0.04224999999999997
9,11,1.2291427318078183,0.46350134729345494,2.5183653178887187e-15,663,65,0.0025799184208045406,5.234538448417716,0.027462499999999935
10,11,1.2154114818078183,0.44682417540636327,2.648535363708837e-12,663,65,0.003132829682363207,5.234709464352848,0.017850624999999964
11,11,1.1975608568078184,0.4237508262218963,1.8771778673191255e-15,663,65,0.0035567538609523257,5.241327404890993,0.023205812499999867
12,11,1.1743550443078186,0.39152309786697587,2.4256210365593658e-15,663,65,0.0033557343416384783,5.254066344884352,0.030167556249999828
13,11,1.1592712661828186,0.3694522798021981,2.5147126475904985e-11,663,65,0.003264832836265009,5.255542248767412,0.019608911562499932
14,11,1.1396623546203186,0.33836881314199296,2.28337486531715e-15,663,65,0.003052646839988533,5.266277358573293,0.025491585031249996
15,11,1.1269165621046935,0.3172734851336084,3.702287729796877e-13,663,65,0.002902977273797529,5.258769515771908,0.01656953027031253
16,11,1.1103470318343809,0.28800393551588993,2.4458124103540847e-15,663,65,0.002608122166399133,5.255104364782221,0.021540389351406387
17,11,1.0995768371586778,0.2683178262395731,1.4883781515581474e-13,663,65,0.002432356962306552,5.240524818796521,0.014001253078414122
18,11,1.0925762106194707,0.2551862887341755,2.2090839380448383e-15,663,65,0.00234875474297214,5.233943422507491,0.0091008145009692
19,11,1.0834753961185015,0.23770115212147444,1.459787082764638e-11,663,65,0.0021875968443284674,5.222071041743101,0.01183105885125999
20,11,1.0775598666928716,0.2259993721534562,2.3632783923686546e-15,663,65,0.002108921337468448,5.217383460781699,0.007690188253319009
21,11,1.0698696784395527,0.21033241466401936,9.796995266411276e-14,663,65,0.0019556442931647445,5.210492438525812,0.009997244729314582
22,11,1.0648710560748955,0.20001079748585698,2.2124042159592157e-15,663,65,0.0018908643482986622,5.20689854409144,0.006498209074054506
23,11,1.058372847000841,0.1861628517512524,4.3684953063628543e-14,663,65,0.0017924659493717364,5.202273339194052,0.008447671796270729
24,11,1.0499251752045704,0.16759379685322992,1.2638329003388493e-12,663,65,0.0015966128882988115,5.189511261746901,0.010981973335151917
25,11,1.0444341885369943,0.1553098581271523,4.045314879014479e-14,663,65,0.0015329617115452448,5.180871018620622,0.007138282667848761
26,11,1.0372959058691456,0.13869683178848985,7.488143889425734e-12,663,65,0.001436968181044614,5.161226793424405,0.009279767468203404
27,11,1.0336479529345728,0.12995188147411424,2.609384351808199e-15,663,65,0.0014273937311611942,5.152947270641886,0.004742338814944591
28,11,1.03,0.12090799224133064,9.557387595182072e-15,663,65,0.0014249597881713133,5.142492111358822,0.004742338814944591
