iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,13,1.300712433583475,0.5908537460834277,2.967419083892253e-15,663,65,0.0016356216303361469,6.374408511902063,0.05
1,13,1.2757124335834749,0.5716752029033353,2.7708730923067557e-15,663,65,0.0014560372792472153,6.392372674184521,0.03250000000000003
2,13,1.2432124335834749,0.5435762118775355,2.3695603629253236e-15,663,65,0.0016708166377703885,6.430164690927157,0.04224999999999997
3,13,1.222087433583475,0.5225203505969547,5.179499417138109e-15,663,65,0.0017207677367922225,6.452903855525587,0.027462499999999935
4,13,1.194624933583475,0.4914820780650525,3.113525913756503e-15,663,65,0.0017091123626612906,6.510696050149184,0.03570124999999993
5,13,1.1767743085834752,0.468797315476287,3.147963375969964e-15,663,65,0.0017773700648307162,6.536731885756123,0.023205812500000013
6,13,1.1651714023334752,0.45284290188432996,3.075732855633658e-15,663,65,0.0018616320824898864,6.553823816357693,0.015083778125000058
7,13,1.1500876242084752,0.43043998442876746,3.785626934664588e-15,663,65,0.0019482508930371576,6.575660634845789,0.019608911562499932
8,13,1.1304787126459752,0.39828803210823555,2.4952400875489574e-15,663,65,0.0019400600798941642,6.595213888698625,0.025491585031249996
9,13,1.1177329201303503,0.37508913226184265,7.318648271927859e-15,663,65,0.0020176387822763288,6.598426404468362,0.01656953027031253
10,13,1.109448154995194,0.3589446073177718,2.9718169543429932e-15,663,65,0.0020898219547218115,6.608621595517417,0.010770194675703193
11,13,1.0986779603194907,0.33655502141722293,3.114649878905076e-15,663,65,0.0021620173928859157,6.614198709163032,0.014001253078414266
12,13,1.0916773337802836,0.32105184555693517,2.8753870280386028e-15,663,65,0.002218812761624486,6.620679555421387,0.009100814500969346
13,13,1.0825765192793142,0.29970454609089225,6.123650219259429e-15,663,65,0.002265689682738384,6.630943245026721,0.01183105885126028
14,13,1.076660989853684,0.28497298179732045,3.454395867279909e-11,663,65,0.002299962471285804,6.638241113111726,0.007690188253319153
15,13,1.0728158957270244,0.27502599170679587,1.839543841494469e-12,663,65,0.0023240623156825244,6.64638565906582,0.004998622364657435
16,13,1.067817273362367,0.2616289561640531,3.1552171776158242e-15,663,65,0.002337449322406253,6.65486878338565,0.006498209074054651
17,13,1.0645681688253397,0.2526301108044146,3.094298956233678e-15,663,65,0.0023593279399629504,6.669677417171043,0.004223835898135508
18,13,1.0603443329272042,0.24054664085054214,2.655820132780518e-12,663,65,0.0023756886520748016,6.681074082850796,0.0054909866675761036
19,13,1.0548533462596281,0.2240521781796839,3.997986420660888e-15,663,65,0.002366657165146442,6.694155403448106,0.007138282667848906
20,13,1.0512842049257036,0.21296122233478937,2.981101852133793e-15,663,65,0.002368049593212125,6.70362601975024,0.004639883734101846
21,13,1.046644321191602,0.198116040957121,2.3350714007600703e-15,663,65,0.0023471258695130183,6.719858177879531,0.006031848854332256
22,13,1.0436283967644358,0.18813955569064492,2.177619431188204e-15,663,65,0.0023397142213903576,6.728327798245183,0.003920701755315981
23,13,1.0397076950091197,0.1747607844418258,2.6473797793269964e-15,663,65,0.002329569213861947,6.737343575093025,0.005096912281910804
24,13,1.0371592388681643,0.16594930749078937,3.4107586174612846e-11,663,65,0.0023234709233116153,6.745283529111587,0.00331299298324208
25,13,1.0338462458849222,0.1542691159478516,3.169164305281957e-15,663,65,0.0023143560116669543,6.759410137285067,0.004306890878214675
