iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,20,1.650547323758816,0.6371453296718392,1.633674936048728e-15,666,62,1.7235018446773714e-09,5.605428700564982,0.05
1,20,1.600547323758816,0.6159805955469537,4.741258533246521e-11,666,62,1.2580973470929068e-09,5.585598072440954,0.05
2,20,1.5505473237588159,0.5911424472419184,5.676500164465043e-12,653,75,1.8665626731689772e-09,5.590062510978398,0.05
3,20,1.5005473237588158,0.5650333354702929,1.7802842523380775e-12,653,75,1.6719344223098967e-06,5.585022644199687,0.05
4,20,1.4505473237588158,0.5365489563022031,2.1585203819063078e-15,653,75,1.9817203943071368e-06,5.572015628423838,0.05
5,20,1.4005473237588157,0.5055398146820955,1.796187438161762e-14,653,75,7.98898245286843e-06,5.561090647194171,0.05
6,20,1.3755473237588158,0.4887738173552106,1.7714034502227346e-15,653,75,9.413900944836658e-06,5.5539990897073315,0.03250000000000003
7,20,1.3430473237588159,0.4656747160030705,1.6422067683872917e-15,653,75,1.1531102808496939e-05,5.547374768756759,0.04224999999999997
8,20,1.321922323758816,0.4498327812686271,1.7787741563733937e-13,653,75,2.0374812930139805e-05,5.542067276945879,0.027462499999999935
9,20,1.294459823758816,0.4282221551817802,1.8756300211320017e-15,653,75,3.1218458114328446e-05,5.53517639495607,0.03570124999999993
10,20,1.2766091987588162,0.4134747974674794,2.1671207358886383e-15,653,75,3.087538608765158e-05,5.530186698426933,0.023205812500000013
11,20,1.253403386258816,0.3934351731891298,1.8159693490552108e-15,653,75,3.1784359441678433e-05,5.524366694464613,0.030167556250000116
12,20,1.223235830008816,0.36571731613851377,3.8456748641398205e-15,653,75,2.7417197063404957e-05,5.51833163568145,0.039217823125000155
13,20,1.2036269184463158,0.3465308622771695,9.345759389946352e-14,653,75,2.8597285869924416e-05,5.5136357269663145,0.025491585031250142
14,20,1.1781353334150657,0.32007058720495607,5.595945965047019e-15,653,75,3.197209413443255e-05,5.5081084521405606,0.03313906054062506
15,20,1.1615658031447533,0.30180898313765947,4.790062832740654e-13,653,75,3.935504148014637e-05,5.506668491450223,0.02154038935140624
16,20,1.140025413793347,0.27655661295755524,3.554601833338484e-15,653,75,3.9780976380351646e-05,5.505791607498805,0.028002506156828245
17,20,1.1260241607149328,0.25912289414059464,1.804828123655222e-15,653,75,4.0879537623143405e-05,5.507447037488543,0.0182016290019384
18,20,1.1078225317129944,0.23505132105126308,5.726687739438722e-11,653,75,4.259973114507947e-05,5.513880247394458,0.02366211770251998
19,20,1.0959914728617344,0.21827627978792388,3.70069396502871e-12,653,75,5.683091715368028e-05,5.517579767121283,0.015380376506638017
20,20,1.0806110963550963,0.19494542805671813,7.947940552203912e-15,653,75,6.649030251924722e-05,5.5263764218111735,0.01999448945862945
21,20,1.0706138516257817,0.17859026511626025,2.1050825172823247e-15,653,75,7.766118237465906e-05,5.531188885764945,0.012996418148109158
22,20,1.0576174334776725,0.15577278509478087,2.8169182319218025e-14,653,75,8.195500376319922e-05,5.546073974140176,0.016895343592542033
23,20,1.0491697616814015,0.13964725962500804,1.7225484137937897e-15,653,75,9.457271062515986e-05,5.557101001154721,0.010981973335152351
24,20,1.0381877883462491,0.1168616383589375,2.305166119665637e-15,653,75,0.00010252968243806162,5.581214721776945,0.0142765653356981
25,20,1.03,0.09805075047879941,6.211305664678666e-15,653,75,0.00011100565531152919,5.60504896143861,0.01064412485012385
