trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,3.441308252322666e-14,True,2.161106219805542e-15,5.031710676185159,True,75,74.99999999989461,1.0879830369958654e-10,2.2579586506818514,5.971771206011426
0,1.0,2.5,3.441308252322666e-14,True,2.7617935001521595e-15,2.6624547618345087,True,75,74.9999999998995,1.0390976967755705e-10,2.151145357934514,5.983676201229533
1,-1.0,2.5,2.1929796703964426e-14,True,1.946088402086316e-14,2.592458099434274,True,75,74.99999999989984,1.035687091643922e-10,2.1981033074783096,5.596738852627841
1,1.0,2.5,2.1929796703964426e-14,True,2.2832154632000196e-13,4.722254725751032,True,75,74.99999999982424,1.7917045624926686e-10,2.123430401302443,5.969199143344614
2,-1.0,2.5,3.1129712911703105e-14,True,2.0235304602236506e-15,2.2768173018386806,True,75,74.99999999990041,1.0300027497578412e-10,2.224270329367962,5.895660184432965
2,1.0,2.5,3.1129712911703105e-14,True,2.5905120820084402e-15,3.499979453567346,True,75,74.99999999990041,1.0300027497578412e-10,2.498097500356206,6.042992757451583
3,-1.0,2.5,3.983856853841907e-14,True,5.979458246312651e-15,3.968694685193458,True,74,73.99999999989802,1.0000000001053877,2.3464549687428358,5.719440509862291
3,1.0,2.5,3.983856853841907e-14,True,2.867221727082112e-15,4.8055544123548515,True,75,74.99999999989097,1.1243628250667825e-10,2.2260812218319668,5.594729723261946
4,-1.0,2.5,7.238526041223627e-14,True,2.0963705969768902e-15,1.816806147478237,True,75,74.99999999990575,9.765699360286817e-11,2.358462480714356,5.296677418558577
4,1.0,2.5,7.238526041223627e-14,True,6.013795091741229e-14,3.33183398285288,True,75,74.99999999988268,1.2073542166035622e-10,2.1616103895394736,6.482261541625875
