iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,6,1.3667100740073972,0.7498784089242313,7.83014353410371e-15,610,34,0.07414666838079134,7.041717681290825,0.05
1,6,1.3167100740073971,0.7081082413886122,3.90039305643511e-12,610,34,0.07376166664811773,7.046376579871261,0.05
2,6,1.266710074007397,0.6566568155534231,2.443314026529898e-11,610,34,0.07319068084185609,7.04941894234852,0.05
3,6,1.216710074007397,0.5927689095075587,5.1907312871838935e-11,610,34,0.0723899971956751,7.047183831085077,0.05
4,6,1.166710074007397,0.5125201180191589,4.4566774421506556e-13,610,34,0.07119259459662858,7.038080778962177,0.05
5,6,1.1417100740073969,0.4642519794624574,5.128030332563802e-15,610,34,0.07057254726800716,7.0368914801190545,0.03250000000000003
6,6,1.125460074007397,0.4291631606953906,4.8966454837062685e-15,610,34,0.07014675685504625,7.035190920327924,0.021124999999999984
7,6,1.104335074007397,0.37818113930291786,4.5189120826155105e-15,610,34,0.06953558400947021,7.035418767493473,0.02746250000000008
8,6,1.0906038240073967,0.3409150162739703,5.0419307074816635e-15,610,34,0.06912377177342263,7.033664321800579,0.01785062500000011
9,6,1.0727531990073966,0.2861150463384777,5.748052702976586e-15,610,34,0.06852828963605198,7.035022574069007,0.023205812500000155
10,6,1.0611502927573966,0.2451549782930252,4.749948237240695e-15,610,34,0.06813945190582392,7.033128791562505,0.015083778125000058
11,6,1.0536084036948965,0.21536320728710304,4.870099952192091e-15,610,34,0.0678925320036379,7.031523006530074,0.00980445578125011
12,6,1.0438039479136463,0.17198234895941528,5.028649447576932e-15,610,34,0.06755822666152903,7.028631828285495,0.012745792515625288
13,6,1.031058155398021,0.10546073313764576,2.1269438067885747e-11,610,34,0.06712071707306999,7.024677546020533,0.016569530270312962
