iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,7,1.9685106829679628,0.6046548432259621,5.971101920520436e-15,610,34,0.03276160475529445,7.302758057751132,0.05
1,7,1.9185106829679628,0.5852519410549638,8.523353492897257e-12,610,34,0.032003912821361676,7.31191417446764,0.05
2,7,1.8685106829679627,0.5649845979150304,1.373634129023791e-11,610,34,0.031308537501767084,7.321965386023677,0.05
3,7,1.8185106829679627,0.5438609498218162,2.2419155539036174e-11,610,34,0.030699769279060686,7.333019622351878,0.05
4,7,1.7685106829679627,0.5218901094999017,3.719011387194819e-11,610,34,0.030199985039011692,7.345200081614282,0.05
5,7,1.7185106829679626,0.4990779264405356,6.278867261343668e-11,610,34,0.029827299810211202,7.358647733255824,0.05
6,7,1.6685106829679626,0.4754214499614906,6.204045707889714e-15,610,34,0.029593435389614377,7.373524381146239,0.05
7,7,1.6185106829679625,0.45090221287693477,5.76084578752716e-15,610,34,0.029502272116887555,7.390016531780496,0.05
8,7,1.5685106829679625,0.4254785279315306,5.766169661306018e-15,610,34,0.02954940473253339,7.408340995947342,0.05
9,7,1.5185106829679624,0.39907695540498234,6.728842326535992e-15,610,34,0.02972265271148199,7.428753401302644,0.05
10,7,1.4685106829679624,0.3715828836718671,6.1392249825116624e-15,610,34,0.030002934257855954,7.451561996356795,0.05
11,7,1.4185106829679623,0.34282961938256556,5.2372583804787705e-15,610,34,0.03036424883034505,7.47714992504415,0.05
12,7,1.3685106829679623,0.3125843749659786,6.62728403612945e-15,610,34,0.030770655768944898,7.50601351293472,0.05
13,7,1.3185106829679623,0.28052773304053685,6.633472619968196e-15,610,34,0.03116652073682779,7.538840516883296,0.05
14,7,1.2685106829679622,0.24621970586212213,5.796785504459385e-15,610,34,0.031452049721314906,7.576691029318153,0.05
15,7,1.2185106829679622,0.2090420606944772,4.877663622992159e-15,610,34,0.03142383183889858,7.621428799782553,0.05
16,7,1.1685106829679621,0.16810439630488896,2.6346815391676124e-14,610,34,0.03061274428280175,7.676952538322398,0.05
17,7,1.118510682967962,0.12218068682155439,4.873323524340621e-12,610,34,0.02780885546230317,7.753606946718325,0.05
18,7,1.068510682967962,0.07096638888092408,2.8808715664509732e-11,610,34,0.019708780770041335,7.878439939182513,0.05
19,7,1.0492553414839811,0.05020242705531989,4.2907523129530965e-13,610,34,0.010565089399522599,7.955688703236275,0.025031943929175304
