iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,6,1.8023139160508244,0.7008428735984148,3.761589932562015e-14,612,32,9.024795117642163e-09,6.984119701833336,0.05
1,6,1.7523139160508243,0.6790477983551586,9.291859375448442e-15,610,34,0.0005068093919063957,6.982702645438745,0.05
2,6,1.7023139160508243,0.6540245783878174,5.004602986800409e-12,610,34,0.0012381652137294548,6.981748587806923,0.05
3,6,1.6523139160508242,0.6261656763764084,1.9572992425385297e-12,610,34,0.0016481641752858094,6.980572254303944,0.05
4,6,1.6023139160508242,0.5950691773381838,3.1617240090481392e-12,610,34,0.0018309858554875628,6.97914599767452,0.05
5,6,1.5523139160508241,0.5602742193497298,1.0811845378825362e-11,610,34,0.0022669139014826643,6.977413327308016,0.05
6,6,1.502313916050824,0.5212625354478678,7.242749854228323e-11,610,34,0.0030702868412121106,6.975277616233376,0.05
7,6,1.452313916050824,0.47748130067856864,5.374370354247116e-15,610,34,0.004145202672373042,6.972551268514259,0.05
8,6,1.402313916050824,0.42843743409935847,6.571740308984422e-15,610,34,0.005452197757260908,6.968796787382189,0.05
9,6,1.352313916050824,0.37396936486489,5.311799933007244e-15,610,34,0.007068211639427532,6.96304533195797,0.05
10,6,1.302313916050824,0.3149213167451894,5.358264524708614e-15,610,34,0.009228045031230418,6.952764797081997,0.05
11,6,1.2523139160508239,0.254721020983073,5.0662954738703886e-15,610,34,0.012360800939326153,6.930999316211794,0.05
12,6,1.2023139160508238,0.20169509972089059,1.5152471822469447e-14,610,34,0.01713458511928402,6.886280248815363,0.05
13,6,1.1523139160508238,0.16268499360537395,8.391408989686686e-15,610,34,0.023885520605057577,6.821026624500266,0.05
14,6,1.1023139160508237,0.128272081904314,1.5494525464658247e-12,610,34,0.03167890434843322,6.77034974140094,0.05
15,6,1.0523139160508237,0.0834524542570761,4.8372042684664534e-15,610,34,0.039687504202921865,6.831758947680843,0.05
16,6,1.03,0.0563091660217271,3.179661975100996e-11,610,34,0.041757562645073486,6.8874199366503355,0.029008090866070767
