stage,fraction,step,target_amplitude,tensor_residual,max_abs_amplitude
0,0.8,0,1.322596972413198,2.980919217229247,7.8357317545497995
0,0.8,50,1.322596972413198,0.13150863783650565,7.746827161253937
0,0.8,100,1.322596972413198,0.04575768597674534,7.7425143291231295
0,0.8,150,1.322596972413198,0.1146804866920717,7.750357690033001
0,0.8,200,1.322596972413198,0.0328336571218277,7.759289756754248
0,0.8,250,1.322596972413198,0.042885205832629,7.763799232730935
0,0.8,300,1.322596972413198,0.08035339121512647,7.7660031154823335
0,0.8,350,1.322596972413198,0.03605761543404408,7.769408557027089
0,0.8,400,1.322596972413198,0.051846146282947314,7.765940680253374
0,0.8,450,1.322596972413198,0.24906062229741513,7.771090975128442
0,0.8,500,1.322596972413198,0.1377184949976807,7.76265001029028
0,0.8,550,1.322596972413198,0.1340103370038097,7.764255398296413
0,0.8,600,1.322596972413198,0.13760774945512988,7.75206345394928
0,0.8,650,1.322596972413198,0.03693292085402399,7.750412528402087
0,0.8,699,1.322596972413198,0.05301631410230588,7.731161653632825
1,0.6,0,0.9919477293098985,0.31006088278665045,7.729246350296483
1,0.6,50,0.9919477293098985,0.1598548027837966,7.821680783986197
1,0.6,100,0.9919477293098985,0.2197907327623257,7.901984244366613
1,0.6,150,0.9919477293098985,0.09327302092127206,7.954733838963734
1,0.6,200,0.9919477293098985,0.090451288194016,7.9935974825624605
1,0.6,250,0.9919477293098985,0.07684407376714676,7.96439689324214
1,0.6,300,0.9919477293098985,0.07545245874901109,7.989305240992324
1,0.6,350,0.9919477293098985,0.09455145363457236,7.976520398651872
1,0.6,400,0.9919477293098985,0.17429012650487655,7.960256696915665
1,0.6,450,0.9919477293098985,0.08195921345962129,7.999548788599618
1,0.6,500,0.9919477293098985,0.0696463311622009,7.956340934435112
1,0.6,550,0.9919477293098985,0.14167336174265466,7.9878561696883885
1,0.6,600,0.9919477293098985,0.05428027885679506,7.968999960002069
1,0.6,650,0.9919477293098985,0.10154683794190819,7.985847817750507
1,0.6,699,0.9919477293098985,0.25297244145874065,7.947144855597527
2,0.4,0,0.661298486206599,0.4380692923099611,7.947030832607131
2,0.4,50,0.661298486206599,0.42052188280404695,7.948687139434652
2,0.4,100,0.661298486206599,0.34728773574850774,7.9196585247167866
2,0.4,150,0.661298486206599,0.40936105811706314,7.970139981351887
2,0.4,200,0.661298486206599,0.38195567257315316,7.978760893920733
2,0.4,250,0.661298486206599,0.32334103604098824,7.9754443450002634
2,0.4,300,0.661298486206599,0.2928904029413194,7.823410340712305
2,0.4,350,0.661298486206599,0.25693471022504366,7.855413864501179
2,0.4,400,0.661298486206599,0.23965185596231228,7.878973340746764
2,0.4,450,0.661298486206599,0.25062692870629316,7.891175881223339
2,0.4,500,0.661298486206599,0.2250360564448475,7.910224534493549
2,0.4,550,0.661298486206599,0.25899454196200405,7.925966254122005
2,0.4,600,0.661298486206599,0.2409739422827414,7.941850148939516
2,0.4,650,0.661298486206599,0.3988142755298899,7.966754469159248
