iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,10,1.3981991919939565,0.6585403589094165,3.129475880698405e-15,621,51,0.0711918708232469,4.141826543110575,0.05
1,10,1.3481991919939564,0.6378611925626412,3.3002905695138484e-15,621,51,0.0882922476837707,4.139387271212291,0.05
2,10,1.2981991919939564,0.6110806268899756,2.7319596614640276e-15,621,51,0.08663345416874589,4.136537606311422,0.05
3,10,1.2481991919939563,0.5771270086972428,3.14437183537321e-15,621,51,0.0851555257964676,4.1332377311588395,0.05
4,10,1.1981991919939563,0.5330155655762687,4.1741038322487354e-15,621,51,0.08396312897740078,4.1298492769465796,0.05
5,10,1.1731991919939562,0.5060715497654302,2.0808133267378002e-11,621,51,0.08369845449703879,4.129578424732984,0.03250000000000003
6,10,1.1406991919939562,0.46410274934020157,3.503291199160607e-15,621,51,0.08322815400639859,4.129622123159313,0.04224999999999997
7,10,1.0984491919939563,0.3951316981482149,2.944285112323205e-15,621,51,0.08202824546086511,4.131091980913195,0.05
8,10,1.0484491919939563,0.2766243633260148,8.337748094121516e-13,621,51,0.07715708097925551,4.139706470135875,0.05
9,10,1.0392245959969781,0.2465803400686992,3.784738060793471e-14,621,51,0.07695202094919426,4.152278200077066,0.011991974796071548
10,10,1.03,0.21240793298772612,2.437125475655216e-13,621,51,0.07666757751407792,4.169800422217546,0.011991974796071548
