trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,7.016196730227998e-15,True,3.773075746464772e-15,2.182689511169811,True,51,51.00000000000341,-1.1368683772161603e-12,2.5929257045816425,4.729613524141306
0,1.0,2.5,7.016196730227998e-15,True,3.820997375586156e-15,3.0258676036094414,True,48,48.000000000226464,2.9999999997758096,2.7202993306949557,4.440637388526783
1,-1.0,2.5,6.529969973891643e-15,True,3.4713661929067084e-15,1.9613402415727472,True,51,51.000000000376986,-3.7471181713044643e-10,2.2470574014589286,4.350314540457909
1,1.0,2.5,6.529969973891643e-15,True,8.94564618928641e-14,1.7077306132411927,True,51,51.00000000000318,-9.094947017729282e-13,2.110095425335933,4.7506017885755965
2,-1.0,2.5,5.6192733978453626e-15,True,6.3392808088073685e-12,2.4182702080408847,True,51,51.000000028090085,-2.808781118801562e-08,2.33730258462847,4.258918416985588
2,1.0,2.5,5.6192733978453626e-15,True,3.2644787522482555e-15,2.3088412087080754,True,51,51.000000000002615,-3.410605131648481e-13,2.341423487357381,4.784497471989568
3,-1.0,2.5,5.709951652389413e-15,True,4.667989969866658e-15,2.5370121721163756,True,51,51.000000000003524,-1.2505552149377763e-12,2.168006964228168,4.216150582945002
3,1.0,2.5,5.709951652389413e-15,True,3.781488962650952e-15,2.947046104026441,True,51,51.00000000001228,-1.000444171950221e-11,2.1910821834872425,4.576668943713033
4,-1.0,2.5,7.258885090111983e-15,True,6.019269798684674e-12,2.131537852575234,True,51,50.9999999998912,1.1107204045401886e-10,2.2769489594685077,4.2930582160734785
4,1.0,2.5,7.258885090111983e-15,True,9.202913998994827e-13,1.5256573004236897,True,51,51.000000000000114,2.1600499167107046e-12,2.5130889590194943,4.607642368645066
