generation,rank,basin_id,parent_id,source,soft_nullity,hard_nullity,susceptibility,susceptibility_channel,death_distance,best_channel,best_amplitude,best_killability,max_abs_amplitude,residual,expansion_count,last_expanded_generation,accepted,note,probe_residual,probe_channel
0,26,0,-1,initial,134.9999999999999,135,1.0078601255405515,23,2.7192774713507473,23,2.0,0.7354894897895577,2.8284271247461903,6.280369834735101e-16,0,-1,True,frontier,,
0,26,0,-1,initial,134.9999999999999,135,1.0078601255405515,23,2.7192774713507473,23,2.0,0.7354894897895577,2.8284271247461903,6.280369834735101e-16,0,-1,True,full_delete_probe,0.005220344373497421,23
1,25,1,0,drop_26_to_25,63.99999999997806,64,0.9961761007676969,24,2.62668688079265,24,1.9058405769125262,0.7255682399180388,4.801407636227885,2.9326479682778492e-15,0,-1,True,frontier,,
1,25,1,0,drop_26_to_25,63.99999999997806,64,0.9961761007676969,24,2.62668688079265,24,1.9058405769125262,0.7255682399180388,4.801407636227885,2.9326479682778492e-15,1,1,True,expanded:genericity+deletion+death,,
2,25,13,1,exact_hop,63.99999999996601,64,0.9857770853505751,14,2.3547730267510367,11,1.4405958262628402,0.6117769355675358,5.132881936055409,3.663344183537235e-15,0,-1,True,pareto_kept_polished,,
2,25,14,1,exact_hop,63.9999999999643,64,1.0001086061839912,8,1.9735699673181892,11,1.5696633353976843,0.7953421269024687,5.266248537104466,2.5283148033508127e-15,0,-1,True,pareto_kept_polished,,
2,25,17,1,off_manifold_hop,63.999999999961005,64,1.0000189480622372,9,2.1788690135380926,9,1.2837256099275909,0.5891706210659495,4.5129049667285335,3.311142656002382e-15,0,-1,True,pareto_kept_polished,,
2,25,15,1,exact_hop,63.99999999993315,64,1.000093081448335,15,2.1439510396310784,9,1.2754903538862654,0.5949251313620232,4.884540309561609,4.371924311104965e-14,0,-1,True,pareto_kept_polished,,
2,25,13,1,exact_hop,63.99999999996601,64,0.9857770853505751,14,2.3547730267510367,11,1.4405958262628402,0.6117769355675358,5.132881936055409,3.663344183537235e-15,0,-1,True,frontier,,
2,25,14,1,exact_hop,63.9999999999643,64,1.0001086061839912,8,1.9735699673181892,11,1.5696633353976843,0.7953421269024687,5.266248537104466,2.5283148033508127e-15,0,-1,True,frontier,,
2,25,17,1,off_manifold_hop,63.999999999961005,64,1.0000189480622372,9,2.1788690135380926,9,1.2837256099275909,0.5891706210659495,4.5129049667285335,3.311142656002382e-15,0,-1,True,frontier,,
2,25,15,1,exact_hop,63.99999999993315,64,1.000093081448335,15,2.1439510396310784,9,1.2754903538862654,0.5949251313620232,4.884540309561609,4.371924311104965e-14,0,-1,True,frontier,,
2,25,13,1,exact_hop,63.99999999996601,64,0.9857770853505751,14,2.3547730267510367,11,1.4405958262628402,0.6117769355675358,5.132881936055409,3.663344183537235e-15,0,-1,False,full_delete_probe,1.0001800462139436,14
2,25,15,1,exact_hop,63.99999999993315,64,1.000093081448335,15,2.1439510396310784,9,1.2754903538862654,0.5949251313620232,4.884540309561609,4.371924311104965e-14,1,2,True,expanded:genericity,,
2,25,13,1,exact_hop,63.99999999996601,64,0.9857770853505751,14,2.3547730267510367,11,1.4405958262628402,0.6117769355675358,5.132881936055409,3.663344183537235e-15,1,2,True,expanded:deletion,,
2,25,14,1,exact_hop,63.9999999999643,64,1.0001086061839912,8,1.9735699673181892,11,1.5696633353976843,0.7953421269024687,5.266248537104466,2.5283148033508127e-15,1,2,True,expanded:death,,
3,25,45,13,exact_hop,63.99999999996271,64,0.9935673426443993,5,2.0837532103060195,15,1.362122880483523,0.6536872378871978,5.074916764147106,2.8327785058748753e-15,0,-1,True,pareto_kept_polished,,
3,25,46,13,exact_hop,63.99999999996453,64,0.6516970695980357,13,1.9497097552978258,18,1.4951414144847015,0.7668533280002555,5.412102384323024,9.670661213491228e-15,0,-1,True,pareto_kept_polished,,
3,25,30,15,exact_hop,64.99999999996055,65,1.0000321389773477,8,1.9420094746485304,11,1.4351435169943696,0.738999235446112,5.294023657261391,3.0778976611287738e-15,0,-1,True,pareto_kept_polished,,
3,25,32,15,off_manifold_hop,63.99999999996828,64,1.0000801266760642,13,2.2830160537160933,11,1.2280502652542766,0.5379069775945571,4.251824561982005,3.3426365239281396e-15,0,-1,True,pareto_kept_polished,,
3,25,45,13,exact_hop,63.99999999996271,64,0.9935673426443993,5,2.0837532103060195,15,1.362122880483523,0.6536872378871978,5.074916764147106,2.8327785058748753e-15,0,-1,True,frontier,,
3,25,46,13,exact_hop,63.99999999996453,64,0.6516970695980357,13,1.9497097552978258,18,1.4951414144847015,0.7668533280002555,5.412102384323024,9.670661213491228e-15,0,-1,True,frontier,,
3,25,30,15,exact_hop,64.99999999996055,65,1.0000321389773477,8,1.9420094746485304,11,1.4351435169943696,0.738999235446112,5.294023657261391,3.0778976611287738e-15,0,-1,True,frontier,,
3,25,32,15,off_manifold_hop,63.99999999996828,64,1.0000801266760642,13,2.2830160537160933,11,1.2280502652542766,0.5379069775945571,4.251824561982005,3.3426365239281396e-15,0,-1,True,frontier,,
3,25,45,13,exact_hop,63.99999999996271,64,0.9935673426443993,5,2.0837532103060195,15,1.362122880483523,0.6536872378871978,5.074916764147106,2.8327785058748753e-15,1,3,True,expanded:genericity,,
3,25,46,13,exact_hop,63.99999999996453,64,0.6516970695980357,13,1.9497097552978258,18,1.4951414144847015,0.7668533280002555,5.412102384323024,9.670661213491228e-15,1,3,True,expanded:deletion,,
3,25,30,15,exact_hop,64.99999999996055,65,1.0000321389773477,8,1.9420094746485304,11,1.4351435169943696,0.738999235446112,5.294023657261391,3.0778976611287738e-15,1,3,True,expanded:death,,
3,25,32,15,off_manifold_hop,63.99999999996828,64,1.0000801266760642,13,2.2830160537160933,11,1.2280502652542766,0.5379069775945571,4.251824561982005,3.3426365239281396e-15,1,3,True,expanded:explore,,
4,25,91,46,exact_hop,63.999999999965894,64,1.000216658284758,14,2.132263673972745,14,1.3768613760739363,0.6457275396473952,6.22101494298029,3.770364768023392e-15,0,-1,True,pareto_kept_polished,,
4,25,76,45,exact_hop,63.999999999957936,64,0.20391496342322188,11,1.933912939054244,11,1.37556155099851,0.7112841137880856,5.315048765176195,3.9879729200717274e-15,0,-1,True,pareto_kept_polished,,
