generation,rank,basin_id,parent_id,roles,expansion_count,soft_nullity,susceptibility,death_distance,source
1,25,1,0,genericity+deletion+death,1,63.99999999997806,0.9961761007676969,2.62668688079265,drop_26_to_25
2,25,15,1,genericity,1,63.99999999993315,1.000093081448335,2.1439510396310784,exact_hop
2,25,13,1,deletion,1,63.99999999996601,0.9857770853505751,2.3547730267510367,exact_hop
2,25,14,1,death,1,63.9999999999643,1.0001086061839912,1.9735699673181892,exact_hop
3,25,45,13,genericity,1,63.99999999996271,0.9935673426443993,2.0837532103060195,exact_hop
3,25,46,13,deletion,1,63.99999999996453,0.6516970695980357,1.9497097552978258,exact_hop
3,25,30,15,death,1,64.99999999996055,1.0000321389773477,1.9420094746485304,exact_hop
3,25,32,15,explore,1,63.99999999996828,1.0000801266760642,2.2830160537160933,off_manifold_hop
4,25,76,45,genericity+deletion,1,63.999999999957936,0.20391496342322188,1.933912939054244,exact_hop
4,25,121,32,death,1,63.9999999999668,1.00006861242147,1.8699076307683344,exact_hop
4,25,91,46,explore,1,63.999999999965894,1.000216658284758,2.132263673972745,exact_hop
6,24,170,153,genericity+deletion+death,1,50.99999999998715,1.0001733475206909,2.202968122384357,drop_25_to_24
7,24,182,170,genericity,1,50.00000000002342,1.000076175070083,2.2103673836673474,exact_hop
7,24,184,170,deletion,1,50.99999999999977,0.9921365823185393,2.139935625731128,exact_hop
7,24,183,170,death,1,51.00000000000034,1.0000370951618123,2.111263701200834,exact_hop
8,24,198,182,genericity+death,1,49.99999999999977,1.0003122881008426,1.9603650096164236,exact_hop
8,24,217,184,deletion,1,51.000000000000114,0.5842420260217991,2.3463340254962834,off_manifold_hop
8,24,186,170,explore,1,50.99999999999977,1.0000605205627806,2.1231791993879625,off_manifold_hop
9,24,244,198,genericity+death,1,50.00000000000068,1.0006248487484957,1.9285315527242095,exact_hop
9,24,261,217,deletion,1,50.99999999999977,0.2645771083585596,2.3608682471551687,off_manifold_hop
9,24,243,198,explore,1,50.00000000005707,1.0006703844272269,2.0678242870754913,exact_hop
9,24,186,170,explore,2,50.99999999999977,1.0000605205627806,2.1231791993879625,off_manifold_hop
10,24,333,186,genericity,1,48.000000000021714,1.001190850353334,2.72029933069496,exact_hop
10,24,261,217,deletion,2,50.99999999999977,0.2645771083585596,2.3608682471551705,off_manifold_hop
10,24,244,198,death,2,50.00000000000068,1.0006248487484957,1.9285315527242088,exact_hop
