trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,1.1910310432968512e-15,True,3.639592551840594e-15,3.6177249510745657,True,51,50.99999999999886,3.410605131648481e-13,2.232877332899957,4.712303598362005
0,1.0,2.5,1.1910310432968512e-15,True,1.7406103216303195e-14,2.0565132476790784,True,51,50.99999999999909,1.1368683772161603e-13,2.255626698036674,4.821705692171096
1,-1.0,2.5,8.417361289749635e-16,True,3.900382920482566e-15,4.3237702163983025,True,51,50.999999999999204,0.0,2.3004379669082198,4.734090736765946
1,1.0,2.5,8.417361289749635e-16,True,3.597535159605304e-15,3.9350555271538,True,51,50.99999999999909,1.1368683772161603e-13,2.494946367263616,4.651054333866535
2,-1.0,2.5,9.019395282904673e-16,True,2.674598980000697e-13,2.418604562178448,True,50,50.00000000006639,0.9999999999328111,2.315136265671485,5.072597605801776
2,1.0,2.5,9.019395282904673e-16,True,3.728610061390325e-15,2.9225635219211785,True,51,50.999999999999545,-3.410605131648481e-13,2.4061513471132123,4.8345538344557015
3,-1.0,2.5,1.0463878752525248e-15,True,9.400112756566254e-15,2.6714401372850736,True,51,51.00000000000034,-1.1368683772161603e-12,2.232229763745642,5.172149217391258
3,1.0,2.5,1.0463878752525248e-15,False,4.786679732296607e-05,7.0113590096397935,,,,,,
4,-1.0,2.5,8.450531443221886e-16,True,5.7368069784444987e-11,3.5365235726773347,True,51,50.99999986189209,1.3810711152473232e-07,2.1836094873158407,4.84320020906111
4,1.0,2.5,8.450531443221886e-16,True,3.2778599665323177e-15,3.6386662153218867,True,51,51.0,-7.958078640513122e-13,2.2877056184854205,4.702398565595168
