trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,8.848678462796587e-16,True,3.567124613849524e-11,3.174525546507816,True,51,50.99999997012765,2.9872126106056385e-08,2.6002448924071766,4.815014611824575
0,1.0,2.5,8.848678462796587e-16,True,1.4997297660806904e-12,4.112772274229618,True,51,50.99999999993156,6.821210263296962e-11,2.360895146911073,4.829776793607377
1,-1.0,2.5,9.494910175885382e-16,True,2.749816532499344e-12,10.326477767156916,True,51,50.99999999957606,4.2371084418846294e-10,2.21429869462726,4.577034878451418
1,1.0,2.5,9.494910175885382e-16,True,3.372101994763647e-15,4.252298145534601,True,51,50.99999999999977,0.0,2.335449687201419,4.548613022266933
2,-1.0,2.5,7.619194055727877e-16,False,0.606994499144939,4.7871500151822115,,,,,,
2,1.0,2.5,7.619194055727877e-16,True,3.1830219352376047e-13,9.455223346060908,True,51,50.999999999995,4.774847184307873e-12,2.5271177582926563,4.416461163473473
3,-1.0,2.5,8.517238294228658e-16,True,3.489576533063089e-15,4.6943767999933925,True,51,51.000000000001364,-1.5916157281026244e-12,2.5805684501599493,5.166316432582608
3,1.0,2.5,8.517238294228658e-16,True,3.597541251341989e-15,2.1731042305120782,True,51,50.99999999999966,1.1368683772161603e-13,2.2472027653473288,4.2832138935879485
4,-1.0,2.5,1.003453856774198e-15,True,3.979634678469908e-12,3.0831003214990367,True,51,50.99999999980378,1.9599610823206604e-10,2.6497863678243645,4.545225709428006
4,1.0,2.5,1.003453856774198e-15,True,3.3462130483650474e-14,3.208528509792382,True,51,50.99999999999977,0.0,2.5843969679565384,4.763285194079822
