iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,24,1.9058405769125262,0.7255682399180388,2.9326479682778492e-15,636,64,0.0009574023339945181,4.801407636227885,0.05
1,24,1.8558405769125261,0.7093288800867691,4.1609384761848047e-13,636,64,0.000981532179496922,4.797743171297121,0.05
2,24,1.805840576912526,0.6914075798987318,2.262043404419578e-15,636,64,0.0010640970731631218,4.794940993049357,0.05
3,24,1.755840576912526,0.671139273883786,2.67321399674066e-13,636,64,0.0011326841290805409,4.793033156449308,0.05
4,24,1.730840576912526,0.6601450497778198,5.794389746345282e-15,636,64,0.0011573272522548712,4.7918391070886885,0.03250000000000003
5,24,1.698340576912526,0.6449361084186798,4.4430297227750053e-14,636,64,0.0011934699177196567,4.790926979253454,0.04224999999999997
6,24,1.656090576912526,0.6239859117627311,2.7745682557259244e-15,636,64,0.0013370542023577968,4.7909054933791895,0.05
7,24,1.6310905769125261,0.6103892673121977,1.0621599622783308e-14,636,64,0.0013670184602024697,4.790832930627541,0.03250000000000003
8,24,1.5985905769125262,0.5916477827054181,3.359862012870766e-14,636,64,0.0015579300586899747,4.791582131754984,0.04224999999999997
9,24,1.5774655769125263,0.5787999419109102,5.517954248296917e-15,636,64,0.0015760340336131292,4.792076578312583,0.027462499999999935
10,24,1.5500030769125264,0.5613142603706921,2.117684781327427e-15,636,64,0.0015996999101187967,4.79347501511027,0.03570124999999993
11,24,1.5321524519125265,0.5494338679413228,4.0571143156651346e-15,636,64,0.0015502211482220575,4.7943717635992975,0.023205812500000013
12,24,1.5089466394125264,0.5333941951747622,2.6516922495214362e-15,636,64,0.00089907949199481,4.796183602617427,0.030167556250000116
13,24,1.4787790831625263,0.5117251815097229,2.743790264823438e-15,636,64,9.043069873436162e-05,4.799717158504169,0.039217823125000155
14,24,1.459170171600026,0.49687587765693497,1.2864723955147677e-14,636,64,0.0007387056784723088,4.802083416506712,0.025491585031250142
15,24,1.433678586568776,0.47698269778706154,2.6188597991290563e-12,636,64,0.0015345696578403854,4.806215548155763,0.03313906054062506
16,24,1.4171090562984636,0.46350369226240806,1.0152625706962821e-14,636,64,0.0015327318890398618,4.80898145688531,0.02154038935140624
17,24,1.3955686669470573,0.44544522457501445,2.0553762826366873e-11,636,64,0.0015128240593959555,4.81351225806299,0.028002506156828245
18,24,1.3815674138686431,0.43340085504571413,4.814585186206077e-15,636,64,0.0015107028583871247,4.816525565846862,0.0182016290019384
19,24,1.3633657848667047,0.41737805428750097,2.8285670565339115e-15,636,64,0.0014990489010241871,4.821262113716562,0.02366211770251998
20,24,1.3515347260154447,0.40674119420076466,3.672484611700508e-15,636,64,0.0014965798389519039,4.824405990615909,0.015380376506638017
21,24,1.3361543495088066,0.3926584061662585,2.370808587916077e-15,636,64,0.0014916915899309542,4.829186905553871,0.01999448945862945
22,24,1.326157104779492,0.3833494665897331,3.160878914260466e-15,636,64,0.001489857555687312,4.832358413834403,0.012996418148109158
23,24,1.3131606866313827,0.3710703345817393,3.0633597533339816e-15,636,64,0.0014883819825735173,4.8370596047881245,0.016895343592542033
24,24,1.2962653430388407,0.3547830961284053,3.615353180663478e-15,636,64,0.0014875605586757955,4.844249929936357,0.021963946670304702
25,24,1.2852833697036883,0.34403749211347995,5.240082405174305e-15,636,64,0.0014893490847708792,4.8490743372164244,0.0142765653356981
26,24,1.2710068043679903,0.32986524038789955,2.9340083170930417e-15,636,64,0.0014947345052391762,4.856289837489187,0.018559534936407385
27,24,1.2617270368997866,0.3205304244047515,6.127341732816708e-15,636,64,0.001500649989795032,4.86112415389454,0.0120636977086648
28,24,1.2496633391911218,0.3082555983833103,3.4883964697005467e-15,636,64,0.0015121357913913459,4.868211300950153,0.015682807021264213
29,24,1.2339805321698576,0.2920356313388054,2.7417474114652927e-15,636,64,0.0015727249294583742,4.878949509361373,0.020387649127643504
30,24,1.2237867076060358,0.2813776553937335,2.737879509758064e-15,636,64,0.0015926796249442752,4.886235568626967,0.01325197193296832
31,24,1.2105347356730676,0.26736685167808616,2.191551328813948e-15,636,64,0.0016258126551360426,4.897069718472844,0.0172275635128587
32,24,1.2019209539166382,0.25816742114487845,5.168162497580891e-12,636,64,0.0016529046939831758,4.904407376338209,0.011197916283358157
33,24,1.19072303763328,0.24610335984946205,2.804660762838578e-15,636,64,0.0016948956520001428,4.915137123108615,0.01455729116836566
34,24,1.1834443920490973,0.2381995432421781,1.4666625630485031e-12,636,64,0.001727407040479766,4.922383910313133,0.009462239259437621
35,24,1.1739821527896597,0.2278537658721998,2.9274688829482773e-15,636,64,0.0017754697119394427,4.932827400322125,0.01230091103726898
36,24,1.1616812417523907,0.21444082134637707,2.9927091682212124e-15,636,64,0.0018840375484531718,4.948404352672251,0.01599118434844962
37,24,1.1536856495781658,0.20554851222421136,2.193255757410787e-15,636,64,0.0019383124233544775,4.959058724053687,0.010394269826492308
38,24,1.1432913797516735,0.1939298536551866,2.219878883113426e-15,636,64,0.0020232168329688176,4.974682441686727,0.013512550774439958
39,24,1.1365351043644534,0.18631817864256708,3.2314416685899017e-15,636,64,0.002080696385665412,4.985331560420696,0.008783158003386016
