generation,rank,basin_id,parent_id,source,soft_nullity,hard_nullity,susceptibility,susceptibility_channel,death_distance,best_channel,best_amplitude,best_killability,max_abs_amplitude,residual,expansion_count,last_expanded_generation,accepted,note,probe_residual,probe_channel
0,23,0,-1,initial,35.99999999999477,36,1.0018539279314,12,2.692178115436985,12,1.9750060309264903,0.7336089761675795,3.5719321936926973,2.6824480577351555e-15,0,-1,True,frontier,,
0,23,0,-1,initial,35.99999999999477,36,1.0018539279314,12,2.692178115436985,12,1.9750060309264903,0.7336089761675795,3.5719321936926973,2.6824480577351555e-15,0,-1,False,full_delete_probe,1.0030080694741654,12
0,23,0,-1,initial,35.99999999999477,36,1.0018539279314,12,2.692178115436985,12,1.9750060309264903,0.7336089761675795,3.5719321936926973,2.6824480577351555e-15,1,0,True,expanded:genericity+deletion+death,,
1,23,12,0,exact_hop,35.99999999999363,36,1.001378470847624,13,2.6673949004243207,0,1.8809814985566689,0.7051754872356726,4.636954172720429,4.759854435040729e-15,0,-1,True,pareto_kept_polished,,
1,23,16,0,off_manifold_hop,35.99999999999409,36,0.7239976842632756,18,2.734217884959475,17,1.8430494921903386,0.6740682600054221,4.116082820029434,3.479557223252794e-15,0,-1,True,pareto_kept_polished,,
1,23,15,0,off_manifold_hop,35.999999999993975,36,1.0003292094991079,13,2.0448401726424352,13,1.2806777536664125,0.6262972386792766,4.011386430001736,2.7985896326796107e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,35.999999999995,36,1.0018539279314,12,2.6921781154105506,12,1.9750060309264903,0.7336089761747828,3.5719321936926973,2.952780940960866e-15,1,0,True,pareto_kept_polished,,
1,23,12,0,exact_hop,35.99999999999363,36,1.001378470847624,13,2.6673949004243207,0,1.8809814985566689,0.7051754872356726,4.636954172720429,4.759854435040729e-15,0,-1,True,frontier,,
1,23,16,0,off_manifold_hop,35.99999999999409,36,0.7239976842632756,18,2.734217884959475,17,1.8430494921903386,0.6740682600054221,4.116082820029434,3.479557223252794e-15,0,-1,True,frontier,,
1,23,15,0,off_manifold_hop,35.999999999993975,36,1.0003292094991079,13,2.0448401726424352,13,1.2806777536664125,0.6262972386792766,4.011386430001736,2.7985896326796107e-15,0,-1,True,frontier,,
0,23,0,-1,initial,35.999999999995,36,1.0018539279314,12,2.6921781154105506,12,1.9750060309264903,0.7336089761747828,3.5719321936926973,2.952780940960866e-15,1,0,True,frontier,,
1,23,12,0,exact_hop,35.99999999999363,36,1.001378470847624,13,2.6673949004243207,0,1.8809814985566689,0.7051754872356726,4.636954172720429,4.759854435040729e-15,1,1,True,expanded:genericity,,
1,23,16,0,off_manifold_hop,35.99999999999409,36,0.7239976842632756,18,2.734217884959475,17,1.8430494921903386,0.6740682600054221,4.116082820029434,3.479557223252794e-15,1,1,True,expanded:deletion,,
1,23,15,0,off_manifold_hop,35.999999999993975,36,1.0003292094991079,13,2.0448401726424352,13,1.2806777536664125,0.6262972386792766,4.011386430001736,2.7985896326796107e-15,1,1,True,expanded:death,,
2,23,47,16,off_manifold_hop,33.443946818475865,32,1.006953949897056,11,2.783802154230742,17,1.9669395762016115,0.7065658646798277,4.232352581242643,5.88035318013227e-14,0,-1,True,pareto_kept_polished,,
2,23,60,15,exact_hop,35.99999999999375,36,0.6580842084781869,19,1.9814100715435976,13,1.2896763916691805,0.6508881781672136,4.106543043643032,3.553016509951075e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,35.999999999995225,36,1.0018539279314,12,2.692178115410548,12,1.9750060309264903,0.7336089761747835,3.5719321936926973,2.768121675968123e-15,1,0,True,pareto_kept_polished,,
2,23,61,15,exact_hop,35.99999999999363,36,1.0007281689023029,13,2.0366498790103846,13,1.3326977330562637,0.6543577994386675,3.9330394846144823,8.216453630660914e-15,0,-1,True,pareto_kept_polished,,
2,23,47,16,off_manifold_hop,33.443946818475865,32,1.006953949897056,11,2.783802154230742,17,1.9669395762016115,0.7065658646798277,4.232352581242643,5.88035318013227e-14,0,-1,True,frontier,,
2,23,60,15,exact_hop,35.99999999999375,36,0.6580842084781869,19,1.9814100715435976,13,1.2896763916691805,0.6508881781672136,4.106543043643032,3.553016509951075e-15,0,-1,True,frontier,,
0,23,0,-1,initial,35.999999999995225,36,1.0018539279314,12,2.692178115410548,12,1.9750060309264903,0.7336089761747835,3.5719321936926973,2.768121675968123e-15,1,0,True,frontier,,
2,23,61,15,exact_hop,35.99999999999363,36,1.0007281689023029,13,2.0366498790103846,13,1.3326977330562637,0.6543577994386675,3.9330394846144823,8.216453630660914e-15,0,-1,True,frontier,,
