iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,13,1.6015060656843623,0.7230689275665719,2.5897078771372573e-14,609,35,0.03590246929674088,3.514962517719091,0.05
1,13,1.5515060656843622,0.7028562451569405,2.8154647648869197e-15,609,35,0.026291315013864478,3.517552066548558,0.05
2,13,1.5015060656843622,0.6784151564713228,3.313011185035529e-11,609,35,0.015775762569840427,3.520574609134081,0.05
3,13,1.4515060656843621,0.6486838399035301,3.2700793735517805e-15,609,35,0.005301744582098594,3.523956736761124,0.05
4,13,1.401506065684362,0.6123310998000376,3.1786981132071248e-15,609,35,0.010669676266162421,3.5276581065935546,0.05
5,13,1.351506065684362,0.567718326116176,3.046964607408763e-15,609,35,0.02486691691704746,3.531672330140417,0.05
6,13,1.301506065684362,0.5129099578248499,3.4671967962585087e-15,609,35,0.033568537939613216,3.53683560017321,0.05
7,13,1.251506065684362,0.4458159709562271,5.043573339399869e-15,609,35,0.032071997894731676,3.545115432663457,0.05
8,13,1.201506065684362,0.3646257200759935,1.9136115023124523e-14,609,35,0.030293854434056047,3.5594373081695228,0.05
9,13,1.1515060656843619,0.26886137418432976,5.411032302782927e-14,609,35,0.0276189240612559,3.5830599581320373,0.05
10,13,1.1015060656843618,0.16322291984139708,3.0362750383660788e-15,609,35,0.01921065945779569,3.6357525464885416,0.05
11,13,1.0515060656843618,0.08133114773259151,2.426268135285517e-11,609,35,0.010249098107296349,3.74316101309806,0.05
12,13,1.03,0.05375684339737532,9.081769384909847e-14,609,35,0.01673622384750092,3.7589809987020533,0.02795788538967028
