trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,1.3019197815955543e-12,True,2.572710846229297e-12,3.285947983104979,True,36,36.000000000646764,-4.793037078343332e-10,1.958129877358268,6.297898168615761
0,1.0,2.5,1.3019197815955543e-12,True,4.1397879257029364e-11,2.4834697373714496,True,36,36.00000000093735,-7.698872650507838e-10,2.2181470723408325,6.25794163299982
1,-1.0,2.5,1.4898566355541967e-12,True,1.20214510584129e-11,2.3725044137534774,True,36,36.000000000693944,-5.264837454888038e-10,2.07656464346322,6.740194274451382
1,1.0,2.5,1.4898566355541967e-12,True,5.125593579189483e-15,2.811302594172272,True,36,36.000000000460204,-2.927436071331613e-10,2.0436726249458217,6.801437919058733
2,-1.0,2.5,1.4540098003642295e-12,True,1.3036885558682037e-11,3.2367534351726803,True,36,36.000000000501814,-3.3435298973927274e-10,2.3398030771767275,5.7919684564096405
2,1.0,2.5,1.4540098003642295e-12,True,6.029380424316623e-15,2.784183504915597,True,36,36.00000000073533,-5.678657544194721e-10,2.0442146639432717,6.305834326890152
3,-1.0,2.5,1.3397310771042633e-12,True,7.179958990220909e-12,4.144910942603675,True,36,36.00000000054263,-3.751665644813329e-10,2.245393822111822,6.54277017219331
3,1.0,2.5,1.3397310771042633e-12,True,4.629808530274691e-15,4.172435442644841,True,36,36.000000005735046,-5.567585503740702e-09,2.152441477275044,6.530999780172198
4,-1.0,2.5,1.7649232752356408e-12,True,9.093816606970931e-11,2.0616949255395993,True,36,36.000000000028194,1.3926637620897964e-10,2.01139043468077,6.179219241726231
4,1.0,2.5,1.7649232752356408e-12,True,4.8168789851116495e-15,2.9597209195876006,True,36,36.000000000618684,-4.51223058917094e-10,2.0893463390740497,6.190845283321371
