iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,13,1.6015060656843623,0.7230689275665719,2.589694145949467e-14,609,35,0.035902469296740847,3.514962517719091,0.05
1,13,1.5515060656843622,0.7028562440604393,2.9467397425993774e-15,609,35,0.026291316792057897,3.517552066894568,0.05
2,13,1.5015060656843622,0.6784151556208928,3.3124042413831996e-11,609,35,0.015775763859786452,3.520574610036697,0.05
3,13,1.4515060656843621,0.6486838393889562,3.0702160890385453e-15,609,35,0.005301745092835609,3.523956738372082,0.05
4,13,1.401506065684362,0.6123310992906005,2.792293199453974e-15,609,35,0.010669675657668774,3.5276581083956278,0.05
5,13,1.351506065684362,0.5677183254682802,3.3905572339283787e-15,609,35,0.02486691625749401,3.5316723320691747,0.05
6,13,1.301506065684362,0.5129099573648669,3.555944511044984e-15,609,35,0.03356853809415589,3.5368356038551796,0.05
7,13,1.251506065684362,0.44581597187720673,4.881651632777298e-15,609,35,0.03207200310998191,3.545115444287253,0.05
8,13,1.201506065684362,0.36462573140155163,2.851271336662462e-14,609,35,0.03029386038851127,3.5594373104389336,0.05
9,13,1.1515060656843619,0.2688613824186197,5.6757815659287445e-14,609,35,0.027618932696667337,3.583059971554267,0.05
10,13,1.1015060656843618,0.16322292320517484,3.098000501856998e-15,609,35,0.019210663980187958,3.635752559093468,0.05
11,13,1.0515060656843618,0.08133114648629161,2.4347058415589237e-11,609,35,0.010249108898287377,3.743161109699044,0.05
12,13,1.03,0.05375684950457673,1.0336918417608239e-13,609,35,0.016736236883096625,3.7589812487552674,0.02795788538967028
