trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,1.583603529453925e-12,True,2.9246721996292223e-12,2.957423115399262,True,36,36.00000000073953,-5.720721674151719e-10,1.856647421948254,5.566332444197207
0,1.0,2.5,1.583603529453925e-12,True,3.7177415291820466e-13,2.250026021446673,True,36,36.000000000561386,-3.9392489270539954e-10,2.4241450483371407,6.080293802834685
1,-1.0,2.5,1.6423143405042895e-12,True,8.850840612292401e-12,1.923163519793788,True,36,36.00000000048658,-3.191189534845762e-10,2.024251484758251,6.30931707705408
1,1.0,2.5,1.6423143405042895e-12,True,4.523482411503302e-15,1.9834706127224901,True,36,36.00000004609626,-4.5928800318506546e-08,1.9040233374524231,6.0498062148521665
2,-1.0,2.5,1.6212842906120425e-12,True,4.3975656526797985e-15,2.2981634253666137,True,36,36.00000000040416,-2.3669599613640457e-10,1.9423679268520098,6.401589333342752
2,1.0,2.5,1.6212842906120425e-12,True,4.202858243146709e-12,1.9981543526238572,True,36,36.00000000079615,-6.286882126005366e-10,2.197002205260634,6.480624567905015
3,-1.0,2.5,1.871953280216338e-12,True,6.229958329466653e-15,2.132106808014234,True,36,36.000000000538876,-3.7141489883651957e-10,1.8773526770775797,6.229947718994083
3,1.0,2.5,1.871953280216338e-12,True,1.0940976021053229e-11,3.5936406101699205,True,36,36.000000000421664,-2.5420376914553344e-10,1.9368925779793356,6.370191064706784
4,-1.0,2.5,1.40290468480794e-12,True,5.07919030051602e-15,3.358680480187065,True,36,36.000000000900855,-7.33393790142145e-10,2.3353803419119123,7.055268348380245
4,1.0,2.5,1.40290468480794e-12,True,4.293868793635743e-15,5.343109920266988,True,36,36.000000000520686,-3.53225004801061e-10,1.8803127573355969,6.105247930383855
