trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,jacobian_rank,tangent_dim,best_channel,best_amplitude,best_killability,best_death_distance,max_abs_amplitude,accepted_finite
0,-1.0,2.5,0.02932787364449425,False,0.004632449851621879,5.287961619170892,-1,-1,-1,nan,0.0,inf,nan,False
0,1.0,2.5,0.02932787364449425,True,2.6328273197507105e-12,4.365457945372584,644,84,15,1.2100371664322083,0.5375987730436357,2.2508183186162003,5.003454980504232,True
1,-1.0,2.5,0.03429152183477696,True,5.264286924972197e-12,5.7370013810065705,644,84,13,1.136518768180944,0.45706893885937694,2.486536869070879,5.422479959783247,True
1,1.0,2.5,0.03429152183477696,True,2.3062656374546645e-15,4.790740235454181,641,87,20,2.11543590865674,0.7724760042243498,2.7385134257741357,5.362918830047102,True
