iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,19,1.7025494444778964,0.6037482155284477,6.55216483672026e-15,612,32,2.6372411288701943e-09,3.8561058881173764,0.05
1,19,1.6525494444778963,0.5722785272495441,3.1971914980619734e-11,613,31,1.4106184662729632e-08,3.861719061853865,0.05
2,19,1.6275494444778964,0.5803092195573134,3.214009429410121e-15,608,36,2.0658082504455824e-05,3.863346571595244,0.03250000000000003
3,19,1.5950494444778964,0.5611837355979059,2.4163730205365874e-12,608,36,0.0011922730091100371,3.8638020439709453,0.04224999999999997
4,19,1.5527994444778965,0.534139987292794,3.3235302678009957e-12,608,36,0.0025355541493747536,3.8644642207879745,0.05
5,19,1.5027994444778965,0.49885421794965157,7.505329544015444e-12,608,36,0.004219462499869742,3.8654932320179096,0.05
6,19,1.4527994444778964,0.4599732043858193,9.204210084277935e-12,608,36,0.006009060383003746,3.86709582715524,0.05
7,19,1.4027994444778964,0.41756319214364196,1.5927401886835798e-11,608,36,0.0079260638287441,3.869564377037348,0.05
8,19,1.3527994444778964,0.3718289317385085,3.444443366232078e-11,608,36,0.010006857085937368,3.873344768114097,0.05
9,19,1.3027994444778963,0.32314114391295157,3.5623578063525085e-15,608,36,0.012309809808922743,3.879139845805064,0.05
10,19,1.2527994444778963,0.2720823113013504,3.2262583282282338e-15,608,36,0.014929819209487044,3.888116463342645,0.05
11,19,1.2027994444778962,0.21955073547511259,2.9975734637959763e-15,608,36,0.01802903711636173,3.902326258602466,0.05
12,19,1.1527994444778962,0.16703465413867555,4.273417404034372e-15,608,36,0.021900853545474424,3.9259028173883137,0.05
13,19,1.1027994444778961,0.11700335409395106,4.2025502095093037e-14,608,36,0.027045058071812154,4.020628116390236,0.05
14,19,1.052799444477896,0.06827418578468987,3.3113915849699483e-12,608,36,0.03381175356685256,4.330054464673152,0.05
15,19,1.03,0.043496909844769976,7.260777732627971e-13,608,36,0.039160655936111885,4.56840805791079,0.029639277821264878
