generation,rank,basin_id,parent_id,source,soft_nullity,hard_nullity,susceptibility,susceptibility_channel,death_distance,best_channel,best_amplitude,best_killability,max_abs_amplitude,residual,expansion_count,last_expanded_generation,accepted,note,probe_residual,probe_channel
0,23,0,-1,initial,32.2859786218188,32,1.008852926924446,19,2.8199660522042076,19,1.7025494444778964,0.6037482058151409,3.8561058881173764,6.448671095774163e-15,0,-1,True,frontier,,
0,23,0,-1,initial,32.2859786218188,32,1.008852926924446,19,2.8199660522042076,19,1.7025494444778964,0.6037482058151409,3.8561058881173764,6.448671095774163e-15,0,-1,False,full_delete_probe,1.0030831333360242,19
0,23,0,-1,initial,32.2859786218188,32,1.008852926924446,19,2.8199660522042076,19,1.7025494444778964,0.6037482058151409,3.8561058881173764,6.448671095774163e-15,1,0,True,expanded:genericity+deletion+death,,
0,23,0,-1,initial,32.285978682256996,32,1.008852926924446,19,2.8199660446637447,19,1.7025494444778964,0.6037482074295366,3.8561058881173764,6.442682085550242e-15,1,0,True,pareto_kept_polished,,
1,23,16,0,off_manifold_hop,35.99999999990314,36,1.0040026927264958,10,2.685812467923776,19,1.8132087863422195,0.6751062510868048,4.149243560735362,1.3530758624185241e-14,0,-1,True,pareto_kept_polished,,
1,23,15,0,off_manifold_hop,36.99999999991405,37,1.0040597672228164,2,2.5153869385242746,2,1.8635949708586779,0.7408780503376592,4.15828139602228,3.1453247349127227e-15,0,-1,True,pareto_kept_polished,,
1,23,12,0,exact_hop,35.99999999991542,36,1.0041169120376081,13,2.607676459847118,10,1.4608556366742316,0.5602135307690274,4.6649749757177155,3.3104509790159372e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,32.285978682256996,32,1.008852926924446,19,2.8199660446637447,19,1.7025494444778964,0.6037482074295366,3.8561058881173764,6.442682085550242e-15,1,0,True,frontier,,
1,23,16,0,off_manifold_hop,35.99999999990314,36,1.0040026927264958,10,2.685812467923776,19,1.8132087863422195,0.6751062510868048,4.149243560735362,1.3530758624185241e-14,0,-1,True,frontier,,
1,23,15,0,off_manifold_hop,36.99999999991405,37,1.0040597672228164,2,2.5153869385242746,2,1.8635949708586779,0.7408780503376592,4.15828139602228,3.1453247349127227e-15,0,-1,True,frontier,,
1,23,12,0,exact_hop,35.99999999991542,36,1.0041169120376081,13,2.607676459847118,10,1.4608556366742316,0.5602135307690274,4.6649749757177155,3.3104509790159372e-15,0,-1,True,frontier,,
0,23,0,-1,initial,32.285978682256996,32,1.008852926924446,19,2.8199660446637447,19,1.7025494444778964,0.6037482074295366,3.8561058881173764,6.442682085550242e-15,2,1,True,expanded:genericity,,
1,23,16,0,off_manifold_hop,35.99999999990314,36,1.0040026927264958,10,2.685812467923776,19,1.8132087863422195,0.6751062510868048,4.149243560735362,1.3530758624185241e-14,1,1,True,expanded:deletion,,
1,23,15,0,off_manifold_hop,36.99999999991405,37,1.0040597672228164,2,2.5153869385242746,2,1.8635949708586779,0.7408780503376592,4.15828139602228,3.1453247349127227e-15,1,1,True,expanded:death,,
2,23,31,0,off_manifold_hop,34.69930019089384,35,1.0032572486686622,10,2.681569244244448,19,1.693016990050335,0.6313530756977916,4.131804156605413,4.189607551095821e-15,0,-1,True,pareto_kept_polished,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.2893165266310388e-15,0,-1,True,pareto_kept_polished,,
2,23,58,15,exact_hop,36.99999999990712,37,1.0015737132351745,2,2.373972522857234,2,1.2833214560182165,0.5405797428833142,5.0057903621153885,3.864408186580118e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,32.28597856571719,32,1.008852926924446,19,2.819966079828267,19,1.7025494444778964,0.6037481999008938,3.8561058881173764,6.276163311492074e-15,2,1,True,pareto_kept_polished,,
2,23,31,0,off_manifold_hop,34.69930019089384,35,1.0032572486686622,10,2.681569244244448,19,1.693016990050335,0.6313530756977916,4.131804156605413,4.189607551095821e-15,0,-1,True,frontier,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.2893165266310388e-15,0,-1,True,frontier,,
2,23,58,15,exact_hop,36.99999999990712,37,1.0015737132351745,2,2.373972522857234,2,1.2833214560182165,0.5405797428833142,5.0057903621153885,3.864408186580118e-15,0,-1,True,frontier,,
0,23,0,-1,initial,32.28597856571719,32,1.008852926924446,19,2.819966079828267,19,1.7025494444778964,0.6037481999008938,3.8561058881173764,6.276163311492074e-15,2,1,True,frontier,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.2893165266310388e-15,0,-1,False,full_delete_probe,0.26734639463147053,19
0,23,0,-1,initial,32.28597856571719,32,1.008852926924446,19,2.819966079828267,19,1.7025494444778964,0.6037481999008938,3.8561058881173764,6.276163311492074e-15,3,2,True,expanded:genericity,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.2893165266310388e-15,1,2,True,expanded:deletion,,
2,23,58,15,exact_hop,36.99999999990712,37,1.0015737132351745,2,2.373972522857234,2,1.2833214560182165,0.5405797428833142,5.0057903621153885,3.864408186580118e-15,1,2,True,expanded:death,,
3,23,76,0,off_manifold_hop,30.66036239866071,30,0.7927290233291829,3,2.925282893769979,1,1.767507979055129,0.6042177947368503,4.27677149996111,5.936580323468142e-15,0,-1,True,pareto_kept_polished,,
3,23,105,58,exact_hop,36.99999999990507,37,1.0006968741386315,2,1.954403834472427,2,1.3706805403531293,0.7013292320535851,5.796407957794264,4.6882350293659025e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,32.285978656131874,32,1.008852926924446,19,2.819966048121454,19,1.7025494444778964,0.603748206689249,3.8561058881173764,6.457363203035794e-15,3,2,True,pareto_kept_polished,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.246987111559147e-15,1,2,True,pareto_kept_polished,,
3,23,76,0,off_manifold_hop,30.66036239866071,30,0.7927290233291829,3,2.925282893769979,1,1.767507979055129,0.6042177947368503,4.27677149996111,5.936580323468142e-15,0,-1,True,frontier,,
3,23,105,58,exact_hop,36.99999999990507,37,1.0006968741386315,2,1.954403834472427,2,1.3706805403531293,0.7013292320535851,5.796407957794264,4.6882350293659025e-15,0,-1,True,frontier,,
0,23,0,-1,initial,32.285978656131874,32,1.008852926924446,19,2.819966048121454,19,1.7025494444778964,0.603748206689249,3.8561058881173764,6.457363203035794e-15,3,2,True,frontier,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.246987111559147e-15,1,2,True,frontier,,
3,23,76,0,off_manifold_hop,30.66036239866071,30,0.7927290233291829,3,2.925282893769979,1,1.767507979055129,0.6042177947368503,4.27677149996111,5.936580323468142e-15,1,3,True,expanded:genericity+deletion,,
3,23,105,58,exact_hop,36.99999999990507,37,1.0006968741386315,2,1.954403834472427,2,1.3706805403531293,0.7013292320535851,5.796407957794264,4.6882350293659025e-15,1,3,True,expanded:death,,
2,23,32,0,off_manifold_hop,34.999999999925194,35,0.9498209958775282,19,2.551722487475727,10,1.3703756035351968,0.5370394352290365,4.4508766912370445,3.246987111559147e-15,2,3,True,expanded:explore,,
0,23,0,-1,initial,32.285978656131874,32,1.008852926924446,19,2.819966048121454,19,1.7025494444778964,0.603748206689249,3.8561058881173764,6.457363203035794e-15,4,3,True,expanded:explore,,
4,23,121,76,off_manifold_hop,29.29062332564081,29,0.5521196236510008,3,2.933927736626843,21,1.9716058575318358,0.6720021876880324,4.845349853921729,5.930376643056287e-14,0,-1,True,pareto_kept_polished,,
3,23,105,58,exact_hop,36.99999999990416,37,1.0006968741386315,2,1.9544038344724286,2,1.3706805403531293,0.7013292320535846,5.796407957794264,4.45442587737741e-15,1,3,True,pareto_kept_polished,,
0,23,0,-1,initial,32.28597861875653,32,1.008852926924446,19,2.8199660654183853,19,1.7025494444778964,0.6037482029860161,3.8561058881173764,6.290702982485306e-15,4,3,True,pareto_kept_polished,,
3,23,76,0,off_manifold_hop,30.660362458210216,30,0.7927290233291829,3,2.9252828785086566,1,1.767507979055129,0.6042177978890797,4.27677149996111,5.96311605878073e-15,1,3,True,pareto_kept_polished,,
4,23,121,76,off_manifold_hop,29.29062332564081,29,0.5521196236510008,3,2.933927736626843,21,1.9716058575318358,0.6720021876880324,4.845349853921729,5.930376643056287e-14,0,-1,True,frontier,,
3,23,105,58,exact_hop,36.99999999990416,37,1.0006968741386315,2,1.9544038344724286,2,1.3706805403531293,0.7013292320535846,5.796407957794264,4.45442587737741e-15,1,3,True,frontier,,
0,23,0,-1,initial,32.28597861875653,32,1.008852926924446,19,2.8199660654183853,19,1.7025494444778964,0.6037482029860161,3.8561058881173764,6.290702982485306e-15,4,3,True,frontier,,
3,23,76,0,off_manifold_hop,30.660362458210216,30,0.7927290233291829,3,2.9252828785086566,1,1.767507979055129,0.6042177978890797,4.27677149996111,5.96311605878073e-15,1,3,True,frontier,,
4,23,121,76,off_manifold_hop,29.29062332564081,29,0.5521196236510008,3,2.933927736626843,21,1.9716058575318358,0.6720021876880324,4.845349853921729,5.930376643056287e-14,0,-1,False,full_delete_probe,0.29455308216025705,3
4,23,121,76,off_manifold_hop,29.29062332564081,29,0.5521196236510008,3,2.933927736626843,21,1.9716058575318358,0.6720021876880324,4.845349853921729,5.930376643056287e-14,1,4,True,expanded:genericity+deletion,,
3,23,105,58,exact_hop,36.99999999990416,37,1.0006968741386315,2,1.9544038344724286,2,1.3706805403531293,0.7013292320535846,5.796407957794264,4.45442587737741e-15,2,4,True,expanded:death,,
3,23,76,0,off_manifold_hop,30.660362458210216,30,0.7927290233291829,3,2.9252828785086566,1,1.767507979055129,0.6042177978890797,4.27677149996111,5.96311605878073e-15,2,4,True,expanded:explore,,
5,23,210,76,exact_hop,29.78053324450866,29,1.010327610779549,19,3.350959860524007,17,2.53750840123343,0.7572482234498107,5.12732037843535,3.5153644249226095e-14,0,-1,True,pareto_kept_polished,,
4,23,121,76,off_manifold_hop,29.290623339637705,29,0.5521196236510008,3,2.933927738192746,21,1.9716058575318358,0.6720021873293697,4.845349853921729,5.929151882019065e-14,1,4,True,pareto_kept_polished,,
5,23,196,105,exact_hop,36.999999999888246,37,1.0013780249147082,2,1.9452593433855543,2,1.3540187203839917,0.6960607720446366,6.324879864346075,3.9875088386159674e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,32.28597861727803,32,1.008852926924446,19,2.819966039104268,19,1.7025494444778964,0.6037482086198077,3.8561058881173764,6.521671328230863e-15,4,3,True,pareto_kept_polished,,
5,23,210,76,exact_hop,29.78053324450866,29,1.010327610779549,19,3.350959860524007,17,2.53750840123343,0.7572482234498107,5.12732037843535,3.5153644249226095e-14,0,-1,True,frontier,,
4,23,121,76,off_manifold_hop,29.290623339637705,29,0.5521196236510008,3,2.933927738192746,21,1.9716058575318358,0.6720021873293697,4.845349853921729,5.929151882019065e-14,1,4,True,frontier,,
5,23,196,105,exact_hop,36.999999999888246,37,1.0013780249147082,2,1.9452593433855543,2,1.3540187203839917,0.6960607720446366,6.324879864346075,3.9875088386159674e-15,0,-1,True,frontier,,
0,23,0,-1,initial,32.28597861727803,32,1.008852926924446,19,2.819966039104268,19,1.7025494444778964,0.6037482086198077,3.8561058881173764,6.521671328230863e-15,4,3,True,frontier,,
4,23,121,76,off_manifold_hop,29.290623339637705,29,0.5521196236510008,3,2.933927738192746,21,1.9716058575318358,0.6720021873293697,4.845349853921729,5.929151882019065e-14,2,5,True,expanded:genericity+deletion,,
5,23,196,105,exact_hop,36.999999999888246,37,1.0013780249147082,2,1.9452593433855543,2,1.3540187203839917,0.6960607720446366,6.324879864346075,3.9875088386159674e-15,1,5,True,expanded:death,,
5,23,210,76,exact_hop,29.78053324450866,29,1.010327610779549,19,3.350959860524007,17,2.53750840123343,0.7572482234498107,5.12732037843535,3.5153644249226095e-14,1,5,True,expanded:explore,,
4,23,121,76,off_manifold_hop,29.290623358149332,29,0.5521196236510008,3,2.933927745340603,21,1.9716058575318358,0.6720021856921871,4.845349853921729,5.929215994007926e-14,2,5,True,pareto_kept_polished,,
6,23,240,196,exact_hop,36.99999999988643,37,1.0009897764447617,2,1.9387039926753455,2,1.3162747605933454,0.6789457109318329,6.2606065779329985,4.337082512819225e-15,0,-1,True,pareto_kept_polished,,
0,23,0,-1,initial,32.28597856887927,32,1.008852926924446,19,2.8199660897282604,19,1.7025494444778964,0.6037481977813282,3.8561058881173764,6.309545021060254e-15,4,3,True,pareto_kept_polished,,
6,23,227,121,off_manifold_hop,34.999999999919964,35,0.645204256673736,1,2.459332600309055,13,1.377592626166592,0.5601489713076935,4.7027733619045,3.70652998389382e-15,0,-1,True,pareto_kept_polished,,
4,23,121,76,off_manifold_hop,29.290623358149332,29,0.5521196236510008,3,2.933927745340603,21,1.9716058575318358,0.6720021856921871,4.845349853921729,5.929215994007926e-14,2,5,True,frontier,,
6,23,240,196,exact_hop,36.99999999988643,37,1.0009897764447617,2,1.9387039926753455,2,1.3162747605933454,0.6789457109318329,6.2606065779329985,4.337082512819225e-15,0,-1,True,frontier,,
0,23,0,-1,initial,32.28597856887927,32,1.008852926924446,19,2.8199660897282604,19,1.7025494444778964,0.6037481977813282,3.8561058881173764,6.309545021060254e-15,4,3,True,frontier,,
6,23,227,121,off_manifold_hop,34.999999999919964,35,0.645204256673736,1,2.459332600309055,13,1.377592626166592,0.5601489713076935,4.7027733619045,3.70652998389382e-15,0,-1,True,frontier,,
4,23,121,76,off_manifold_hop,29.290623358149332,29,0.5521196236510008,3,2.933927745340603,21,1.9716058575318358,0.6720021856921871,4.845349853921729,5.929215994007926e-14,2,5,False,full_delete_probe,0.2577634552211241,3
