stage,fraction,step,target_amplitude,tensor_residual,max_abs_amplitude
0,0.8,0,1.540340433508899,1.2459274969519045,4.470876242712696
0,0.8,50,1.540340433508899,0.0637904135310041,4.312465700159644
0,0.8,100,1.540340433508899,0.014877923211951402,4.326485555780619
0,0.8,150,1.540340433508899,0.009630965450301952,4.331607230152395
0,0.8,200,1.540340433508899,0.005670400656349323,4.334149511340569
0,0.8,250,1.540340433508899,0.007175319059608977,4.335671233755781
0,0.8,300,1.540340433508899,0.006128158566660082,4.336601010786206
0,0.8,350,1.540340433508899,0.011128083315636462,4.3371922973132495
0,0.8,400,1.540340433508899,0.01963976839721696,4.337399836084071
0,0.8,450,1.540340433508899,0.029070135268577855,4.337100850274457
0,0.8,500,1.540340433508899,0.014677006187056755,4.335566470167314
0,0.8,550,1.540340433508899,0.021760757491999606,4.3341162824368995
0,0.8,600,1.540340433508899,0.029300877846956938,4.33010515284933
0,0.8,650,1.540340433508899,0.06241896984599036,4.3287069621100684
0,0.8,699,1.540340433508899,0.007025836596994425,4.326433025714258
1,0.6,0,1.1552553251316742,0.31030583508834964,4.326410706535412
1,0.6,50,1.1552553251316742,0.053729567721169366,4.288726517875464
1,0.6,100,1.1552553251316742,0.04659866843313192,4.308443674973065
1,0.6,150,1.1552553251316742,0.05442680520240011,4.3127925694493365
1,0.6,200,1.1552553251316742,0.03475937304002027,4.3089381824519055
1,0.6,250,1.1552553251316742,0.039931724286856145,4.306468981216474
1,0.6,300,1.1552553251316742,0.07199980372043736,4.297231761500253
1,0.6,350,1.1552553251316742,0.05280209730823021,4.294915660506663
1,0.6,400,1.1552553251316742,0.04305605326076263,4.2941895855307
1,0.6,450,1.1552553251316742,0.01591705450594561,4.283176520675692
1,0.6,500,1.1552553251316742,0.018522757209106306,4.275948559561696
1,0.6,550,1.1552553251316742,0.031474453994426006,4.264144889104639
1,0.6,600,1.1552553251316742,0.04764873772772863,4.250981548195524
1,0.6,650,1.1552553251316742,0.02173423362807628,4.2540316369630276
1,0.6,699,1.1552553251316742,0.01194364198569314,4.247896459911707
2,0.4,0,0.7701702167544495,0.36418190359608066,4.247847617368455
2,0.4,50,0.7701702167544495,0.25554214506632966,4.329278382986064
2,0.4,100,0.7701702167544495,0.2496758429691377,4.676205411645556
2,0.4,150,0.7701702167544495,0.25513224733199436,4.859854823944785
2,0.4,200,0.7701702167544495,0.2357929512659991,4.977525288717111
2,0.4,250,0.7701702167544495,0.240771211358093,5.059434851762012
2,0.4,300,0.7701702167544495,0.24361234329286663,5.131143446283975
2,0.4,350,0.7701702167544495,0.24052177227050753,5.177256059239794
2,0.4,400,0.7701702167544495,0.23735897021068317,5.223448281688352
2,0.4,450,0.7701702167544495,0.2645878184013251,5.253225890167684
2,0.4,500,0.7701702167544495,0.23499553639092421,5.277744155375863
2,0.4,550,0.7701702167544495,0.23787518176212247,5.3064978086678325
2,0.4,600,0.7701702167544495,0.23137915795942926,5.321848346392726
2,0.4,650,0.7701702167544495,0.2394557920395786,5.329154021537479
2,0.4,699,0.7701702167544495,0.23546080799834201,5.338766817876752
3,0.2,0,0.38508510837722476,0.61705317673684,5.339694977363792
3,0.2,50,0.38508510837722476,0.6189146873560156,5.360560968734898
3,0.2,100,0.38508510837722476,0.6297712380556975,5.383746043981496
3,0.2,150,0.38508510837722476,0.6197146915036567,5.400322305621773
3,0.2,200,0.38508510837722476,0.6151905887339947,5.4047563267613405
3,0.2,250,0.38508510837722476,0.6156408282173356,5.392253015298728
3,0.2,300,0.38508510837722476,0.6507550189058326,5.422171536355994
3,0.2,350,0.38508510837722476,0.6151481047495677,5.416365642256391
3,0.2,400,0.38508510837722476,0.6169094141978191,5.422675802029238
3,0.2,450,0.38508510837722476,0.6196249618593896,5.443047113524811
3,0.2,500,0.38508510837722476,0.6171400060787147,5.44327565329148
3,0.2,550,0.38508510837722476,0.6239975056406748,5.450095230445317
3,0.2,600,0.38508510837722476,0.6176226479624841,5.4496031419592565
3,0.2,650,0.38508510837722476,0.6163098877772593,5.429461994128399
3,0.2,699,0.38508510837722476,0.6289670910654678,5.4551275394671705
4,0.0,0,0.0,1.0052737750237273,5.455110037272755
4,0.0,50,0.0,1.0005579194277827,5.46956711928664
4,0.0,100,0.0,0.7177112634985914,5.178022269675993
4,0.0,150,0.0,0.5046365860581319,5.669387453902465
4,0.0,200,0.0,0.49155828671294144,6.12681530639918
4,0.0,250,0.0,0.4099277151303705,6.504261716535606
4,0.0,300,0.0,0.40385165373031845,6.805678394021744
4,0.0,350,0.0,0.3618681972984103,7.073857112385694
4,0.0,400,0.0,0.3676584550202211,7.294289606297258
4,0.0,450,0.0,0.3416122848989826,7.508532788895235
4,0.0,500,0.0,0.3489376101105853,7.69409836154104
4,0.0,550,0.0,0.3715740886279602,7.865691005872371
4,0.0,600,0.0,0.3163001542816925,7.97857359700591
4,0.0,650,0.0,0.3232767892467497,7.713412251297951
4,0.0,700,0.0,0.34770020338864016,7.8696388453654516
4,0.0,750,0.0,0.33343300400766085,7.9788030615529495
4,0.0,800,0.0,0.3056665274037854,7.966678376010749
4,0.0,850,0.0,0.34476089197122023,7.999070913000521
4,0.0,900,0.0,0.3751763740351668,7.983475271366194
4,0.0,950,0.0,0.28727436626252406,7.911590051796064
4,0.0,1000,0.0,0.29389362544825226,7.988450991341521
4,0.0,1050,0.0,0.29670321052731474,7.995238131712895
4,0.0,1100,0.0,0.2932050367942419,7.954595938992996
4,0.0,1150,0.0,0.287844917815475,7.940596396812863
4,0.0,1200,0.0,0.28285131339702685,7.96217960889103
4,0.0,1250,0.0,0.2951701541921305,7.989091753881771
4,0.0,1300,0.0,0.2857669581150527,7.880993272805756
4,0.0,1350,0.0,0.30543277155485493,7.9653058510001955
4,0.0,1400,0.0,0.3027412823776413,7.930367280582677
4,0.0,1450,0.0,0.3214188792911834,7.979680593466982
4,0.0,1500,0.0,0.32334858162256574,7.9925755235595854
4,0.0,1550,0.0,0.2962168212905944,7.895558649601789
4,0.0,1600,0.0,0.2914566825987019,7.9772380508934395
4,0.0,1650,0.0,0.28468379234121155,8.000277851804901
4,0.0,1700,0.0,0.30348248399876127,7.991920510468272
4,0.0,1750,0.0,0.3505561226337701,7.968139882952415
4,0.0,1800,0.0,0.27952394421571236,7.990396352343369
4,0.0,1850,0.0,0.28080187431745246,7.9713898970741
4,0.0,1900,0.0,0.325530309067101,7.959664743866147
4,0.0,1950,0.0,0.28663573108784035,7.897327001407226
4,0.0,2000,0.0,0.29130638961895333,7.9625012999565286
4,0.0,2050,0.0,0.32247206628708036,7.975380424942706
4,0.0,2100,0.0,0.2869522461029924,7.982670122126887
4,0.0,2150,0.0,0.2887549836188008,7.997497838821594
4,0.0,2200,0.0,0.27842252711151794,7.947523692952361
4,0.0,2250,0.0,0.3023335245236964,7.975245717305595
4,0.0,2300,0.0,0.3054251377646017,7.9982041645815976
4,0.0,2350,0.0,0.33410366279548237,7.954354994858765
4,0.0,2400,0.0,0.2844349806685073,7.981825311610957
4,0.0,2450,0.0,0.2854643774321222,7.9683222419165425
4,0.0,2499,0.0,0.26734639463147053,7.97295512238787
