stage,fraction,step,target_amplitude,tensor_residual,max_abs_amplitude
0,0.8,0,0.9181750511232345,1.104192669134355,3.6609019801712557
0,0.8,50,0.9181750511232345,0.1004111185528982,3.5885535195449467
0,0.8,100,0.9181750511232345,0.0827893532624748,3.6080170423670923
0,0.8,150,0.9181750511232345,0.082088945833432,3.606818137622137
0,0.8,200,0.9181750511232345,0.08191578024357984,3.60698467362467
0,0.8,250,0.9181750511232345,0.08189308255997456,3.6066072370128435
0,0.8,300,0.9181750511232345,0.08183936472323107,3.6066369340363145
0,0.8,350,0.9181750511232345,0.08212030662091303,3.6049775705896874
0,0.8,400,0.9181750511232345,0.08568855028545559,3.6038112555715087
0,0.8,450,0.9181750511232345,0.08200423308677195,3.601525726644232
0,0.8,500,0.9181750511232345,0.08334343276298446,3.5975581515536437
0,0.8,550,0.9181750511232345,0.08896048764344933,3.592020512419241
0,0.8,600,0.9181750511232345,0.0863811436608094,3.5897525769200094
0,0.8,650,0.9181750511232345,0.08283501204537976,3.5834730374012924
0,0.8,699,0.9181750511232345,0.08818356329218563,3.575742400698853
1,0.6,0,0.6886312883424258,0.31299760316555747,3.575515572047378
1,0.6,50,0.6886312883424258,0.31493185172941046,3.568766350815405
1,0.6,100,0.6886312883424258,0.3169765328108586,3.5662907972646285
1,0.6,150,0.6886312883424258,0.31147943945934353,3.560575284478332
1,0.6,200,0.6886312883424258,0.31319009221673183,3.551120644002996
1,0.6,250,0.6886312883424258,0.32664960214830263,3.5471901640056474
1,0.6,300,0.6886312883424258,0.3137255310742376,3.5396214762108724
1,0.6,350,0.6886312883424258,0.31155486369706603,3.5334730248630635
1,0.6,400,0.6886312883424258,0.3123573876297768,3.5300397065878193
1,0.6,450,0.6886312883424258,0.3118428185332186,3.5228764132081216
1,0.6,500,0.6886312883424258,0.3118063115365176,3.5149374147391916
1,0.6,550,0.6886312883424258,0.3154927808085521,3.50678002493972
1,0.6,600,0.6886312883424258,0.31449546048341104,3.5028001062927006
1,0.6,650,0.6886312883424258,0.3242051043333258,3.4965796178478006
1,0.6,699,0.6886312883424258,0.3128429917655738,3.4927779061665123
2,0.4,0,0.45908752556161725,0.5420717245390745,3.4929595094546735
2,0.4,50,0.45908752556161725,0.541046041751871,3.4854612601494193
2,0.4,100,0.45908752556161725,0.5410872510496408,3.478926122795742
2,0.4,150,0.45908752556161725,0.5412013037894008,3.470441401439078
2,0.4,200,0.45908752556161725,0.5425591785606965,3.460998073487154
2,0.4,250,0.45908752556161725,0.5452086376878106,3.4566949694505817
2,0.4,300,0.45908752556161725,0.5410707324926083,3.4530047890998863
2,0.4,350,0.45908752556161725,0.5409969382005517,3.4465533044044245
2,0.4,400,0.45908752556161725,0.5429906548126671,3.4427749027835004
2,0.4,450,0.45908752556161725,0.5429889700763166,3.431959886741845
2,0.4,500,0.45908752556161725,0.542690735859402,3.428448939990162
2,0.4,550,0.45908752556161725,0.5414803505485979,3.4232366945334465
2,0.4,600,0.45908752556161725,0.5416011460505126,3.4159904141051545
2,0.4,650,0.45908752556161725,0.5421441241872387,3.4034500723359846
2,0.4,699,0.45908752556161725,0.5457514632928091,3.404802293349196
3,0.2,0,0.22954376278080862,0.7742218882460796,3.4028198782931045
3,0.2,50,0.22954376278080862,0.770521660362111,3.3988294400214802
3,0.2,100,0.22954376278080862,0.7706726153634719,3.3929303588065447
3,0.2,150,0.22954376278080862,0.7770592076463474,3.386138766504712
3,0.2,200,0.22954376278080862,0.7705028930133728,3.3798921353961817
3,0.2,250,0.22954376278080862,0.771645125348542,3.366690735739468
3,0.2,300,0.22954376278080862,0.7715114218771971,3.3653048023086813
3,0.2,350,0.22954376278080862,0.7714959866924741,3.3630788205622
3,0.2,400,0.22954376278080862,0.7706126057922853,3.3591011724121698
3,0.2,450,0.22954376278080862,0.7707392701349544,3.350633290588347
3,0.2,500,0.22954376278080862,0.7708633698704807,3.3470796594549075
3,0.2,550,0.22954376278080862,0.7716344008733443,3.3432241116021806
3,0.2,600,0.22954376278080862,0.770590076273462,3.339911803932722
3,0.2,650,0.22954376278080862,0.770987071820184,3.3316675753416614
3,0.2,699,0.22954376278080862,0.7710901427361974,3.3265387383851945
4,0.0,0,0.0,1.0005173115259784,3.3274719307133807
4,0.0,50,0.0,1.000200108561019,3.3224678959627694
4,0.0,100,0.0,1.0003297685438508,3.3196439332282934
4,0.0,150,0.0,1.000166022658963,3.3153071861424306
4,0.0,200,0.0,1.0000755804031098,3.306044925953821
4,0.0,250,0.0,1.0001187605487547,3.2985807211342433
4,0.0,300,0.0,1.0002980315500818,3.2911314710731467
4,0.0,350,0.0,1.0001335838291991,3.2940170449056034
4,0.0,400,0.0,1.0001646561545858,3.286156125534673
4,0.0,450,0.0,1.0002112317523806,3.2833117160720264
4,0.0,500,0.0,1.0000941329173858,3.281931534004646
4,0.0,550,0.0,1.000411091641862,3.2723663838915065
4,0.0,600,0.0,1.0001835045215555,3.2701690938377572
4,0.0,650,0.0,1.0003380034752134,3.2677091615678417
4,0.0,700,0.0,1.000748649821876,3.2646945776402356
4,0.0,750,0.0,1.001552864534947,3.257779419286474
4,0.0,800,0.0,1.0000677783128402,3.2562394262149112
4,0.0,850,0.0,1.0002608519420877,3.249961073618325
4,0.0,900,0.0,1.0002320912499794,3.243626073290199
4,0.0,950,0.0,1.0004389139592884,3.2392831503406785
4,0.0,1000,0.0,1.0007010004613455,3.2358770283483755
4,0.0,1050,0.0,1.000267467045632,3.2326454025979365
4,0.0,1100,0.0,1.0007943542822482,3.2272070133003283
4,0.0,1150,0.0,1.0006674116402525,3.2279635997520675
4,0.0,1200,0.0,1.000207102715512,3.2266918641368956
4,0.0,1250,0.0,1.0000863748018394,3.220101848356094
4,0.0,1300,0.0,1.0005103906907082,3.2161287949373984
4,0.0,1350,0.0,1.0002434326300012,3.2155175540949603
4,0.0,1400,0.0,1.0003122372830504,3.2116198209575844
4,0.0,1450,0.0,1.000457273384632,3.208694472866534
4,0.0,1500,0.0,1.0002107022907165,3.205010015197316
4,0.0,1550,0.0,1.0003594444170287,3.2032422627211723
4,0.0,1600,0.0,1.000198168319092,3.19850393330506
4,0.0,1650,0.0,1.0002879179070479,3.196772668788498
4,0.0,1700,0.0,1.0011795841400337,3.192177105998258
4,0.0,1750,0.0,1.0010013747849622,3.1852920513703626
4,0.0,1800,0.0,1.0000317207672496,3.1858224995465996
4,0.0,1850,0.0,1.0021043515270023,3.1764807897469765
4,0.0,1900,0.0,1.0000230861790762,3.182392655155554
4,0.0,1950,0.0,1.0007020716793973,3.170834291544185
4,0.0,2000,0.0,1.0009476444117014,3.1771553504994894
4,0.0,2050,0.0,1.0000505540016171,3.1783139818889943
4,0.0,2100,0.0,1.0001202331244818,3.174743794431066
4,0.0,2150,0.0,1.0005105746594778,3.158394394611917
4,0.0,2200,0.0,1.0011559861246793,3.1646541167604125
4,0.0,2250,0.0,1.0010257656261605,3.165831194856324
4,0.0,2300,0.0,1.0001060808461233,3.1684666039255
4,0.0,2350,0.0,1.0003591941442447,3.1636817128443506
4,0.0,2400,0.0,1.0003876692415747,3.162216245168462
4,0.0,2450,0.0,1.000213860241426,3.16064933741671
4,0.0,2499,0.0,1.0006262691094148,3.158665181280009
