generation,rank,basin_id,parent_id,source,soft_nullity,hard_nullity,susceptibility,susceptibility_channel,death_distance,best_channel,best_amplitude,best_killability,max_abs_amplitude,residual,expansion_count,last_expanded_generation,accepted,note,probe_residual,probe_channel
0,26,0,-1,initial,135.0,135,1.0064115748311744,24,2.7192774713507477,24,2.0,0.7354894897895576,2.8284271247461903,6.280369834735101e-16,0,-1,True,frontier,,
0,26,0,-1,initial,135.0,135,1.0064115748311744,24,2.7192774713507477,24,2.0,0.7354894897895576,2.8284271247461903,6.280369834735101e-16,0,-1,True,full_delete_probe,0.004799695085201595,24
1,25,1,0,drop_26_to_25,64.99999999978661,65,1.0000308125829502,6,2.4397028124511797,6,1.3494299537004517,0.5531124310770761,4.943993944468496,2.5915127395899076e-15,0,-1,True,frontier,,
1,25,1,0,drop_26_to_25,64.99999999978661,65,1.0000308125829502,6,2.4397028124511797,6,1.3494299537004517,0.5531124310770761,4.943993944468496,2.5915127395899076e-15,1,1,True,expanded:genericity+deletion+death,,
2,25,3,1,wall:amplitude_wall,64.99999999364809,65,1.0015583653565265,16,2.6703138038470433,0,1.6434712583687252,0.615459971783475,5.041111792931625,2.529157071042363e-15,0,-1,True,pareto_kept_polished,,
2,25,5,1,off_manifold_hop,64.9999999998904,65,1.0000052461991373,9,2.083232521335196,9,1.2995407322072923,0.623809737462424,4.624270782647565,2.715199052628447e-15,0,-1,True,pareto_kept_polished,,
2,25,4,1,off_manifold_hop,64.999999999887,65,1.0000276216930049,9,2.149589680047287,9,1.2846765945556307,0.5976380545925258,4.1465870229474655,2.7380793306141048e-15,0,-1,True,pareto_kept_polished,,
1,25,1,0,drop_26_to_25,64.99999999978877,65,1.0000308125829502,6,2.4397028124511833,6,1.3494299537004517,0.5531124310770752,4.943993944468496,2.5915127395899076e-15,1,1,True,pareto_kept_polished,,
2,25,3,1,wall:amplitude_wall,64.99999999364809,65,1.0015583653565265,16,2.6703138038470433,0,1.6434712583687252,0.615459971783475,5.041111792931625,2.529157071042363e-15,0,-1,True,frontier,,
2,25,5,1,off_manifold_hop,64.9999999998904,65,1.0000052461991373,9,2.083232521335196,9,1.2995407322072923,0.623809737462424,4.624270782647565,2.715199052628447e-15,0,-1,True,frontier,,
2,25,4,1,off_manifold_hop,64.999999999887,65,1.0000276216930049,9,2.149589680047287,9,1.2846765945556307,0.5976380545925258,4.1465870229474655,2.7380793306141048e-15,0,-1,True,frontier,,
1,25,1,0,drop_26_to_25,64.99999999978877,65,1.0000308125829502,6,2.4397028124511833,6,1.3494299537004517,0.5531124310770752,4.943993944468496,2.5915127395899076e-15,1,1,True,frontier,,
2,25,5,1,off_manifold_hop,64.9999999998904,65,1.0000052461991373,9,2.083232521335196,9,1.2995407322072923,0.623809737462424,4.624270782647565,2.715199052628447e-15,0,-1,False,full_delete_probe,1.000235125412453,9
2,25,3,1,wall:amplitude_wall,64.99999999364809,65,1.0015583653565265,16,2.6703138038470433,0,1.6434712583687252,0.615459971783475,5.041111792931625,2.529157071042363e-15,1,2,True,expanded:genericity,,
2,25,5,1,off_manifold_hop,64.9999999998904,65,1.0000052461991373,9,2.083232521335196,9,1.2995407322072923,0.623809737462424,4.624270782647565,2.715199052628447e-15,1,2,True,expanded:deletion+death,,
2,25,4,1,off_manifold_hop,64.999999999887,65,1.0000276216930049,9,2.149589680047287,9,1.2846765945556307,0.5976380545925258,4.1465870229474655,2.7380793306141048e-15,1,2,True,expanded:explore,,
3,25,20,3,off_manifold_hop,63.99999999980696,64,1.0000446073967815,14,2.2027945601858776,14,1.309817490016958,0.5946162722984172,5.28611442990416,3.680924318459604e-14,0,-1,True,pareto_kept_polished,,
2,25,5,1,off_manifold_hop,64.99999999988336,65,1.0000052461991373,9,2.0832325213351957,9,1.2995407322072923,0.6238097374624241,4.624270782647565,2.87449289322586e-15,1,2,True,pareto_kept_polished,,
3,25,18,3,exact_hop,64.9999999998829,65,1.0000396055601422,13,2.0253125833320023,2,1.342823503753706,0.6630203726599676,4.985153296241948,3.2797543417884207e-15,0,-1,True,pareto_kept_polished,,
3,25,51,4,off_manifold_hop,64.99999999987767,65,1.0000106275536713,9,2.190595921991194,2,1.2219243132474626,0.5578045229522592,3.6144705848330867,2.6240388783697244e-15,0,-1,True,pareto_kept_polished,,
3,25,20,3,off_manifold_hop,63.99999999980696,64,1.0000446073967815,14,2.2027945601858776,14,1.309817490016958,0.5946162722984172,5.28611442990416,3.680924318459604e-14,0,-1,True,frontier,,
2,25,5,1,off_manifold_hop,64.99999999988336,65,1.0000052461991373,9,2.0832325213351957,9,1.2995407322072923,0.6238097374624241,4.624270782647565,2.87449289322586e-15,1,2,True,frontier,,
3,25,18,3,exact_hop,64.9999999998829,65,1.0000396055601422,13,2.0253125833320023,2,1.342823503753706,0.6630203726599676,4.985153296241948,3.2797543417884207e-15,0,-1,True,frontier,,
3,25,51,4,off_manifold_hop,64.99999999987767,65,1.0000106275536713,9,2.190595921991194,2,1.2219243132474626,0.5578045229522592,3.6144705848330867,2.6240388783697244e-15,0,-1,True,frontier,,
3,25,20,3,off_manifold_hop,63.99999999980696,64,1.0000446073967815,14,2.2027945601858776,14,1.309817490016958,0.5946162722984172,5.28611442990416,3.680924318459604e-14,1,3,True,expanded:genericity,,
2,25,5,1,off_manifold_hop,64.99999999988336,65,1.0000052461991373,9,2.0832325213351957,9,1.2995407322072923,0.6238097374624241,4.624270782647565,2.87449289322586e-15,2,3,True,expanded:deletion,,
3,25,18,3,exact_hop,64.9999999998829,65,1.0000396055601422,13,2.0253125833320023,2,1.342823503753706,0.6630203726599676,4.985153296241948,3.2797543417884207e-15,1,3,True,expanded:death,,
3,25,51,4,off_manifold_hop,64.99999999987767,65,1.0000106275536713,9,2.190595921991194,2,1.2219243132474626,0.5578045229522592,3.6144705848330867,2.6240388783697244e-15,1,3,True,expanded:explore,,
4,25,63,20,exact_hop,63.99999999988336,64,1.0001675552944467,12,2.0204891288459432,10,1.3649997774087965,0.6755788773723583,4.983659322303206,3.1756306159897867e-15,0,-1,True,pareto_kept_polished,,
4,25,111,51,wall:amplitude_wall,64.99999999988074,65,0.10317342095657243,18,2.4439104174515145,9,1.1539997177382433,0.47219395174951734,3.6809004084671195,2.732217870421546e-15,0,-1,True,pareto_kept_polished,,
4,25,64,20,exact_hop,63.999999999856755,64,1.0000842264317287,12,1.9654512476111519,10,1.439605392249696,0.7324554063599495,4.990593513412769,1.994919362455876e-14,0,-1,True,pareto_kept_polished,,
3,25,51,4,off_manifold_hop,64.99999999987938,65,1.0000106275536713,9,2.1905959219911932,2,1.2219243132474626,0.5578045229522595,3.6144705848330867,2.6317840814900817e-15,1,3,True,pareto_kept_polished,,
4,25,63,20,exact_hop,63.99999999988336,64,1.0001675552944467,12,2.0204891288459432,10,1.3649997774087965,0.6755788773723583,4.983659322303206,3.1756306159897867e-15,0,-1,True,frontier,,
4,25,111,51,wall:amplitude_wall,64.99999999988074,65,0.10317342095657243,18,2.4439104174515145,9,1.1539997177382433,0.47219395174951734,3.6809004084671195,2.732217870421546e-15,0,-1,True,frontier,,
4,25,64,20,exact_hop,63.999999999856755,64,1.0000842264317287,12,1.9654512476111519,10,1.439605392249696,0.7324554063599495,4.990593513412769,1.994919362455876e-14,0,-1,True,frontier,,
3,25,51,4,off_manifold_hop,64.99999999987938,65,1.0000106275536713,9,2.1905959219911932,2,1.2219243132474626,0.5578045229522595,3.6144705848330867,2.6317840814900817e-15,1,3,True,frontier,,
4,25,111,51,wall:amplitude_wall,64.99999999988074,65,0.10317342095657243,18,2.4439104174515145,9,1.1539997177382433,0.47219395174951734,3.6809004084671195,2.732217870421546e-15,0,-1,False,full_delete_probe,1.0004354233106836,18
4,25,64,20,exact_hop,63.999999999856755,64,1.0000842264317287,12,1.9654512476111519,10,1.439605392249696,0.7324554063599495,4.990593513412769,1.994919362455876e-14,1,4,True,expanded:genericity+death,,
4,25,111,51,wall:amplitude_wall,64.99999999988074,65,0.10317342095657243,18,2.4439104174515145,9,1.1539997177382433,0.47219395174951734,3.6809004084671195,2.732217870421546e-15,1,4,True,expanded:deletion,,
4,25,63,20,exact_hop,63.99999999988336,64,1.0001675552944467,12,2.0204891288459432,10,1.3649997774087965,0.6755788773723583,4.983659322303206,3.1756306159897867e-15,1,4,True,expanded:explore,,
5,25,124,64,wall:amplitude_wall,63.99999999987756,64,0.9135244854336851,14,2.111399219503072,13,1.3753250472844585,0.6513808637326994,5.0524732632694835,2.7003347274100203e-15,0,-1,True,pareto_kept_polished,,
4,25,111,51,wall:amplitude_wall,64.99999999987995,65,0.10317342095657243,18,2.443910417451517,9,1.1539997177382433,0.4721939517495169,3.6809004084671195,2.649488363572777e-15,1,4,True,pareto_kept_polished,,
5,25,125,64,exact_hop,64.99999999985539,65,1.000068365616445,17,1.8955373023542212,5,1.3429585026653112,0.7084843442528841,5.133450137110876,3.014674975548037e-15,0,-1,True,pareto_kept_polished,,
3,25,51,4,off_manifold_hop,64.99999999988256,65,1.0000106275536713,9,2.190595921991193,2,1.2219243132474626,0.5578045229522596,3.6144705848330867,2.624512932633133e-15,1,3,True,pareto_kept_polished,,
5,25,124,64,wall:amplitude_wall,63.99999999987756,64,0.9135244854336851,14,2.111399219503072,13,1.3753250472844585,0.6513808637326994,5.0524732632694835,2.7003347274100203e-15,0,-1,True,frontier,,
4,25,111,51,wall:amplitude_wall,64.99999999987995,65,0.10317342095657243,18,2.443910417451517,9,1.1539997177382433,0.4721939517495169,3.6809004084671195,2.649488363572777e-15,1,4,True,frontier,,
5,25,125,64,exact_hop,64.99999999985539,65,1.000068365616445,17,1.8955373023542212,5,1.3429585026653112,0.7084843442528841,5.133450137110876,3.014674975548037e-15,0,-1,True,frontier,,
3,25,51,4,off_manifold_hop,64.99999999988256,65,1.0000106275536713,9,2.190595921991193,2,1.2219243132474626,0.5578045229522596,3.6144705848330867,2.624512932633133e-15,1,3,True,frontier,,
