iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,5,1.3429585026653112,0.7084843442528842,2.862420919024953e-15,635,65,0.00032847902715030627,5.133450137110876,0.05
1,5,1.2929585026653112,0.672783265791844,3.3440560062272326e-15,635,65,0.0005409152680426545,5.138442763893695,0.05
2,5,1.2429585026653112,0.628097110674162,3.104989984481445e-15,635,65,0.0017389941766553397,5.145973808546562,0.05
3,5,1.1929585026653111,0.57093862397687,3.588963119861876e-15,635,65,0.0032890722659946166,5.1571312584132345,0.05
4,5,1.1679585026653112,0.536608096020925,2.6149624993609735e-15,635,65,0.004271363828008151,5.164117647365459,0.03250000000000003
5,5,1.1354585026653112,0.4834311872010584,3.2376348754501962e-15,635,65,0.0052339461023407615,5.170709802367812,0.04224999999999997
6,5,1.1143335026653114,0.4428285469913316,2.9243928802012e-15,635,65,0.006255429348069604,5.177982474116842,0.027462499999999935
7,5,1.1006022526653114,0.41323236186868023,2.7232330239298306e-15,635,65,0.007246332547154709,5.185091998364987,0.017850624999999964
8,5,1.0827516276653115,0.36951727072339446,4.176159108028611e-15,635,65,0.00825905466209289,5.192142911255979,0.023205812499999867
9,5,1.0711487214153115,0.33756675136801245,4.688904629461312e-15,635,65,0.009115286819587455,5.198341754331623,0.015083778124999914
10,5,1.0636068323528116,0.31497872182589454,2.6159043616370853e-15,635,65,0.009804723331761522,5.203304000969505,0.009804455781249966
11,5,1.0538023765715616,0.2826952436821266,3.2378440157147118e-15,635,65,0.010396008510022451,5.207470741715356,0.012745792515624998
12,5,1.0474294803137492,0.2598420639565989,3.2669285464233436e-15,635,65,0.01071702998992178,5.210306210339689,0.008284765135156191
13,5,1.039144715178593,0.22698098596827995,2.9782404586607374e-15,635,65,0.005103439750615667,5.214496524816605,0.010770194675702905
14,5,1.0345723575892967,0.2073648865623521,2.850870328763445e-15,635,65,0.004981960580212708,5.216665748786153,0.005944064866085486
15,5,1.03,0.18630135825599328,3.0497005727841226e-15,635,65,0.004680414129727297,5.218659979539622,0.00594406486608563
