stage,fraction,step,target_amplitude,tensor_residual,max_abs_amplitude
0,0.8,0,1.1965824680873838,1.9372245670919048,5.742999469567158
0,0.8,50,1.1965824680873838,0.09474642280091317,5.657818582000236
0,0.8,100,1.1965824680873838,0.020151378266810255,5.667141763019186
0,0.8,150,1.1965824680873838,0.011649956318554843,5.668075850022516
0,0.8,200,1.1965824680873838,0.008507854212738171,5.667977458656504
0,0.8,250,1.1965824680873838,0.007509041457605579,5.668374489640579
0,0.8,300,1.1965824680873838,0.01036746844492496,5.668993019240063
0,0.8,350,1.1965824680873838,0.016180210240042608,5.669705067704936
0,0.8,400,1.1965824680873838,0.02736869846342565,5.669854777316335
0,0.8,450,1.1965824680873838,0.032926805709223336,5.6687055105592385
0,0.8,500,1.1965824680873838,0.014580420441832088,5.666966821383928
0,0.8,550,1.1965824680873838,0.035988068290864816,5.6647167310483875
0,0.8,600,1.1965824680873838,0.06240471606440229,5.6598316886816695
0,0.8,650,1.1965824680873838,0.009951635259152637,5.658278487260297
0,0.8,699,1.1965824680873838,0.024426072494598047,5.649102352721231
1,0.6,0,0.8974368510655377,0.29329333864262047,5.648135203227772
1,0.6,50,0.8974368510655377,0.1650795594775959,5.6359861299028
1,0.6,100,0.8974368510655377,0.1603320158759199,5.623839725743283
1,0.6,150,0.8974368510655377,0.21772579669810058,5.614027663411545
1,0.6,200,0.8974368510655377,0.11884009849931317,5.603885536270179
1,0.6,250,0.8974368510655377,0.22224077891549493,5.607347678521012
1,0.6,300,0.8974368510655377,0.11398173764447729,5.593334232300652
1,0.6,350,0.8974368510655377,0.11451479834171012,5.5813661934496865
1,0.6,400,0.8974368510655377,0.12676941541336711,5.57133755937058
1,0.6,450,0.8974368510655377,0.20826323058684393,5.568450563526535
1,0.6,500,0.8974368510655377,0.10710337324861491,5.568304409887795
1,0.6,550,0.8974368510655377,0.1146762538164202,5.550320255776864
1,0.6,600,0.8974368510655377,0.2159271508894837,5.5911857999273025
1,0.6,650,0.8974368510655377,0.10617578086103571,5.605252949329604
1,0.6,699,0.8974368510655377,0.11120237372992238,5.601052851097354
2,0.4,0,0.5982912340436919,0.4043407328581397,5.600762517507081
2,0.4,50,0.5982912340436919,0.5215478982913098,5.6493454558388185
2,0.4,100,0.5982912340436919,0.40277192675361917,5.626134514359278
2,0.4,150,0.5982912340436919,0.4062206404627229,5.666226080996787
2,0.4,200,0.5982912340436919,0.40277229831989125,5.631384649009764
2,0.4,250,0.5982912340436919,0.4038177965664676,5.663925762026802
2,0.4,300,0.5982912340436919,0.40211612287654785,5.669865195727398
2,0.4,350,0.5982912340436919,0.4078484320495513,5.673164578717194
2,0.4,400,0.5982912340436919,0.42521689118070416,5.6707885110878715
2,0.4,450,0.5982912340436919,0.40176096447290793,5.661330023394381
2,0.4,500,0.5982912340436919,0.40005914371066453,5.642959349176682
2,0.4,550,0.5982912340436919,0.3997133278188013,5.6404586300970845
2,0.4,600,0.5982912340436919,0.33527500127656773,5.6143680400123674
2,0.4,650,0.5982912340436919,0.2689262504816395,5.6390819851287874
2,0.4,699,0.5982912340436919,0.21135083418258066,5.809762409871097
3,0.2,0,0.29914561702184594,0.44366236039557927,5.813176109749926
3,0.2,50,0.29914561702184594,0.3446757522082289,5.9951017159538145
3,0.2,100,0.29914561702184594,0.3412825051742461,6.191781284244527
3,0.2,150,0.29914561702184594,0.3070502588817083,6.36209245057385
3,0.2,200,0.29914561702184594,0.29215570052548057,6.495868926380854
3,0.2,250,0.29914561702184594,0.2829732253805096,6.633823870560568
3,0.2,300,0.29914561702184594,0.2703884122984623,6.765582481077417
3,0.2,350,0.29914561702184594,0.2656726408066463,6.856199589366155
3,0.2,400,0.29914561702184594,0.3174171326115853,6.980036118688374
3,0.2,450,0.29914561702184594,0.38609056418035304,7.085004699686188
3,0.2,500,0.29914561702184594,0.3668125967783155,7.18459533886631
3,0.2,550,0.29914561702184594,0.35070522883366495,7.263365646832775
3,0.2,600,0.29914561702184594,0.33201263888748656,7.35528046706164
3,0.2,650,0.29914561702184594,0.3008133528709814,7.436572130370729
3,0.2,699,0.29914561702184594,0.2231068272457797,7.494023007210806
4,0.0,0,0.0,0.4470482102946773,7.495476327496775
4,0.0,50,0.0,0.3675881377697306,7.606446570296243
4,0.0,100,0.0,0.41480417400990566,7.800598935506899
4,0.0,150,0.0,0.38361248341476645,7.936612317873661
4,0.0,200,0.0,0.3597157235789717,7.82553870051194
4,0.0,250,0.0,0.3405660368403444,7.965766939512515
4,0.0,300,0.0,0.3283875534048689,7.944772293805691
4,0.0,350,0.0,0.32637251523938754,7.989083263870695
4,0.0,400,0.0,0.3212546565916647,7.945048859811783
4,0.0,450,0.0,0.3218956542122639,7.943887768367746
4,0.0,500,0.0,0.3384538032514894,8.000577224632762
4,0.0,550,0.0,0.4628179649582444,7.967605366035184
4,0.0,600,0.0,0.3159056745323926,7.809056887380244
4,0.0,650,0.0,0.32258108318020423,7.960767855323257
4,0.0,700,0.0,0.31625600003052157,7.985772459899356
4,0.0,750,0.0,0.3245338510155316,7.986955707874426
4,0.0,800,0.0,0.3292139667513117,7.949458429501195
4,0.0,850,0.0,0.3145449040991425,7.990513955196348
4,0.0,900,0.0,0.36544808857485633,7.969369098519592
4,0.0,950,0.0,0.46744967684148336,7.981978642297414
4,0.0,1000,0.0,0.30420192260244483,7.98704837861424
4,0.0,1050,0.0,0.3043328729475186,7.972259103932096
4,0.0,1100,0.0,0.3066121206171881,7.966097263471475
4,0.0,1150,0.0,0.3226098619527205,7.978683854439726
4,0.0,1200,0.0,0.35045703015052776,7.984446168181901
4,0.0,1250,0.0,0.34384358158348766,7.895462550633136
4,0.0,1300,0.0,0.3043794720767973,7.968544660311361
4,0.0,1350,0.0,0.34039943532289724,7.926583406405282
4,0.0,1400,0.0,0.38446333947565087,7.969345481986697
4,0.0,1450,0.0,0.30291031145516933,7.937418327497382
4,0.0,1500,0.0,0.30912038118901214,7.9679382904419
4,0.0,1550,0.0,0.3184696439818817,8.00190967657461
4,0.0,1600,0.0,0.3127804365434102,7.952040443340574
4,0.0,1650,0.0,0.321850802907863,7.998877589286574
4,0.0,1700,0.0,0.2938368697771914,7.983806533756596
4,0.0,1750,0.0,0.3024156718673076,7.984710313126175
4,0.0,1800,0.0,0.304399537128132,7.998280765066107
4,0.0,1850,0.0,0.314946455659514,7.972715887892695
4,0.0,1900,0.0,0.2975447047279406,7.956116156741029
4,0.0,1950,0.0,0.2960935316139557,7.94971063753935
4,0.0,2000,0.0,0.30116670137303336,7.993793279735386
4,0.0,2050,0.0,0.32885461765139634,8.001627530890207
4,0.0,2100,0.0,0.3106836025814439,7.984321527129761
4,0.0,2150,0.0,0.36727132441945115,7.957892766587329
