generation,rank,basin_id,parent_id,roles,expansion_count,soft_nullity,susceptibility,death_distance,source
24,23,567,78,explore,4,35.99999999999977,1.003145672548604,2.6762674536886215,off_manifold_hop
25,23,985,951,genericity,1,34.999999999999545,1.000579074087304,2.3840015748991137,exact_hop
25,23,970,200,deletion,2,35.99999999999966,0.6035945595265015,2.481578119986593,off_manifold_hop
25,23,844,673,death,6,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
26,23,1029,985,genericity,1,34.999999999999545,1.0129090344258112,3.6969418756820813,wall:amplitude_wall
26,23,970,200,deletion,3,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
26,23,844,673,death,7,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
27,23,1062,1029,genericity,1,34.99999999999932,1.001777905244182,2.2429086535488696,off_manifold_hop
27,23,970,200,deletion,4,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
27,23,844,673,death,8,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
27,23,567,78,explore,5,35.99999999999977,1.003145672548604,2.6762674536886215,off_manifold_hop
28,23,1062,1029,genericity,2,34.99999999999932,1.001777905244182,2.2429086535488696,off_manifold_hop
28,23,970,200,deletion,5,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
28,23,844,673,death,9,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
29,23,1134,1062,genericity,1,34.99999999999943,1.0011514158436952,2.1703078381489873,exact_hop
29,23,970,200,deletion,6,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
29,23,844,673,death,10,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
30,23,1169,1134,genericity,1,34.999999999999545,1.002945294585145,2.410359528728482,exact_hop
30,23,970,200,deletion,7,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
30,23,844,673,death,11,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
30,23,567,78,explore,6,35.99999999999977,1.003145672548604,2.6762674536886215,off_manifold_hop
31,23,1197,1169,genericity,1,34.999999999999545,1.0149098369799034,3.2698103809660832,wall:amplitude_wall
31,23,970,200,deletion,8,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
31,23,844,673,death,12,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
32,23,1240,1197,genericity,1,34.999999999999204,1.0033537480245065,2.719281442657497,off_manifold_hop
32,23,970,200,deletion,9,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
32,23,844,673,death,13,35.999999999999545,1.0013549706976042,1.832451701534958,exact_hop
33,23,1268,1240,genericity,1,34.99999999999943,1.0025308792919392,1.873550068519754,exact_hop
33,23,970,200,deletion,10,35.99999999999966,0.6035945595265015,2.4815781199865943,off_manifold_hop
