iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,22,1.7351317115534728,0.6336017095465188,3.1276083929785848e-15,609,35,0.07332231905305218,3.5933851038236875,0.05
1,22,1.6851317115534727,0.614670851309708,3.608838705757399e-13,609,35,0.07359617392095044,3.5901821202530178,0.05
2,22,1.6351317115534727,0.5933039056400712,5.029728555254692e-13,609,35,0.07387408164516222,3.5870426331295797,0.05
3,22,1.5851317115534727,0.5692310451735699,7.398016668935641e-13,609,35,0.07415710909473434,3.5838879865965505,0.05
4,22,1.5351317115534726,0.5421672647827178,1.1634970213119219e-12,609,35,0.0744448194042636,3.580629650210015,0.05
5,22,1.4851317115534726,0.5118100237473383,2.0226516199809675e-12,609,35,0.07473448542974849,3.5772212717954095,0.05
6,22,1.4351317115534725,0.4778329283334997,3.696626521888641e-12,609,35,0.07502062725936799,3.5736359509194173,0.05
7,22,1.3851317115534725,0.43987383139309755,8.824570556000486e-12,609,35,0.07529486607995621,3.5698182166670964,0.05
8,22,1.3351317115534724,0.3975126165130497,2.8685537568084053e-11,609,35,0.0755449840501239,3.5657222401693134,0.05
9,22,1.2851317115534724,0.3502340627918411,3.3091842786590563e-15,609,35,0.07575242512430967,3.596188015299048,0.05
10,22,1.2351317115534723,0.297382995237226,3.614353058686923e-15,609,35,0.07588755642317944,3.677486802142761,0.05
11,22,1.1851317115534723,0.23817939860817727,3.2090571838533885e-15,609,35,0.07589681099891,3.781126953057969,0.05
12,22,1.1351317115534723,0.1722482458076008,4.23079818988623e-15,609,35,0.07565536002229035,3.923747309107562,0.05
13,22,1.0851317115534722,0.10408615634188852,4.268945199635854e-12,609,35,0.07469231476154614,4.150470835133005,0.05
14,22,1.0351317115534722,0.06145939740724402,4.066489086564721e-15,609,35,0.07035506299320052,4.611347772637042,0.05
15,22,1.03,0.049999478306464055,3.2324604958799846e-15,609,35,0.06950291504649178,4.636472666676585,0.006671225019513782
