trial,sign,stage,step,radius,shell_weight,obstruction,constraint_residual,distance_from_home,max_abs_amplitude,accepted,landing,sus_channel,sus_residual,sus_max_abs_amplitude,best_channel,best_amplitude,best_killability,best_death_distance,delete_susceptibility,susceptibility_channel,novelty_from_home,novelty_from_archive,tangent_dim,home_tangent_dim,genericity_tau,home_soft_nullity,candidate_soft_nullity,soft_nullity_gain,correction_norm,branch_score
0,-1.0,0,0,3.125,8.0,2.0910616947306385e-15,1.3754487844723249,3.0946712152472826,5.076363718149058,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,50,3.125,8.0,2.0910616947306385e-15,0.09956314625381962,3.1238868231863193,5.059878061109545,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,100,3.125,8.0,2.0910616947306385e-15,0.035330476034034046,3.1245059170558243,5.038305521731927,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,150,3.125,8.0,2.0910616947306385e-15,0.020261427252637024,3.12481605349794,5.026292324699406,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,200,3.125,8.0,2.0910616947306385e-15,0.014878758879954306,3.1249035007602872,5.019749581698333,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,250,3.125,8.0,2.0910616947306385e-15,0.013479958762173111,3.124942784885851,5.0246682001388905,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,300,3.125,8.0,2.0910616947306385e-15,0.010873936494547492,3.1249629413656326,5.032394846220685,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,0,349,3.125,8.0,2.0910616947306385e-15,0.01023625977622619,3.1249716223428106,5.038570868159083,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,0,3.125,3.0,2.0910616947306385e-15,0.011067486452187891,3.124950200786021,5.0386793741717435,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,50,3.125,3.0,2.0910616947306385e-15,0.008720186392562994,3.124923387159812,5.042874697236215,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,100,3.125,3.0,2.0910616947306385e-15,0.04475946241851248,3.124998300696401,5.0463333368755885,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,150,3.125,3.0,2.0910616947306385e-15,0.05135784213103229,3.1249865730789037,5.0478711444907685,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,200,3.125,3.0,2.0910616947306385e-15,0.021427969816792087,3.1250076819666357,5.047913531768148,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,250,3.125,3.0,2.0910616947306385e-15,0.016794484437351247,3.12498287585968,5.046848560957311,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,300,3.125,3.0,2.0910616947306385e-15,0.02328312233489083,3.1249405372709345,5.045458754402757,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,1,349,3.125,3.0,2.0910616947306385e-15,0.03948050064668421,3.1250250935139694,5.043502792268235,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,0,3.125,1.0,2.0910616947306385e-15,0.030889283834708216,3.12500137710807,5.043853139097873,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,50,3.125,1.0,2.0910616947306385e-15,0.056165221364032986,3.1246749645606955,5.041564839616303,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,100,3.125,1.0,2.0910616947306385e-15,0.04840756858593348,3.1248601758927,5.037480587391342,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,150,3.125,1.0,2.0910616947306385e-15,0.07985110329855744,3.124967881256796,5.035325673407837,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,200,3.125,1.0,2.0910616947306385e-15,0.0267332402012714,3.124962343487761,5.029103539520972,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,250,3.125,1.0,2.0910616947306385e-15,0.11062993373565198,3.125342711337528,5.026160744197232,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,300,3.125,1.0,2.0910616947306385e-15,0.10093982592135675,3.125146033074873,5.020591345261458,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,2,349,3.125,1.0,2.0910616947306385e-15,0.021746809520846993,3.1249388416982864,5.014899553276568,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,0,3.125,0.3,2.0910616947306385e-15,0.02427074574281393,3.1250747763069437,5.014925945650797,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,50,3.125,0.3,2.0910616947306385e-15,0.013533233043596805,3.124890901606706,5.008725848456259,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,100,3.125,0.3,2.0910616947306385e-15,0.0372577889103514,3.125541838510673,5.0028904659354225,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,150,3.125,0.3,2.0910616947306385e-15,0.025644780822349892,3.1247497475192696,4.993105338971534,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,200,3.125,0.3,2.0910616947306385e-15,0.07758754778381831,3.126152667440095,4.989329396275985,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,250,3.125,0.3,2.0910616947306385e-15,0.006385870441552086,3.124995501101382,4.982075025578911,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,300,3.125,0.3,2.0910616947306385e-15,0.034204152280067596,3.124868896556122,4.973437532397242,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,3,349,3.125,0.3,2.0910616947306385e-15,0.07907444500143482,3.1252948007468873,4.9671371938929845,False,relax,,,,,,,,,,,,,,,,,,,
0,-1.0,-2,0,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,2.405414748518098,5.000116243619659,,,,,,,,,,,,,,,,
0,-1.0,-2,25,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,1.06273417470451,4.929032852724098,,,,,,,,,,,,,,,,
0,-1.0,-2,50,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,1.0065092143711147,4.915358691140261,,,,,,,,,,,,,,,,
0,-1.0,-2,75,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,1.001483922572314,4.909721772321816,,,,,,,,,,,,,,,,
0,-1.0,-2,100,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,1.0005476579369084,4.9074902140747065,,,,,,,,,,,,,,,,
0,-1.0,-2,125,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,1.0002852067716639,4.905257598809937,,,,,,,,,,,,,,,,
0,-1.0,-2,139,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,12,1.0002160189004774,4.903929418707678,,,,,,,,,,,,,,,,
0,-1.0,-2,0,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,2.393697840739319,5.001864440042735,,,,,,,,,,,,,,,,
0,-1.0,-2,25,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,1.0595017309773356,4.831838448455348,,,,,,,,,,,,,,,,
0,-1.0,-2,50,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,1.0058330343885415,4.796649146377375,,,,,,,,,,,,,,,,
0,-1.0,-2,75,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,1.0013088097824596,4.795621657532258,,,,,,,,,,,,,,,,
0,-1.0,-2,100,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,1.0006347764260317,4.802543149629683,,,,,,,,,,,,,,,,
0,-1.0,-2,125,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,1.0004257194235622,4.808054055043893,,,,,,,,,,,,,,,,
0,-1.0,-2,139,3.125,0.0,2.0910616947306385e-15,,,,,susceptibility_probe,11,1.0003564069368838,4.810492567490191,,,,,,,,,,,,,,,,
