generation,rank,basin_id,parent_id,roles,expansion_count,soft_nullity,susceptibility,death_distance,source
0,23,0,-1,genericity+deletion+death,1,34.999999999999886,1.007184442253934,2.738521196218581,initial
1,23,0,-1,genericity,2,34.99999999999977,1.007184442253934,2.7385211962185845,initial
1,23,14,0,deletion,1,34.99999999999977,1.0006164230091237,2.9210905312669597,exact_hop
1,23,13,0,death,1,34.99999999999977,1.0026100000643046,2.1955686993554644,exact_hop
2,23,0,-1,genericity,3,34.99999999999977,1.007184442253934,2.738521196218587,initial
2,23,32,0,deletion,1,35.0,0.916738298910729,2.227347650658912,off_manifold_hop
2,23,29,0,death,1,34.99999999999977,1.0008610433971101,1.97010199662488,exact_hop
3,23,107,29,genericity+deletion,1,34.999999999999545,0.7515507215753943,2.5297066445409024,exact_hop
3,23,106,29,death,1,35.00000000000091,1.0002445605711725,1.8242980131028432,exact_hop
3,23,74,0,explore,1,34.99999999999977,1.0012306746681177,2.234881099850393,exact_hop
3,23,78,0,explore,1,34.99999999999977,1.0010620149515337,2.3008193540557267,off_manifold_hop
4,23,169,78,genericity,1,34.000000000006594,1.0011390286231678,2.256226623333924,off_manifold_hop
4,23,107,29,deletion,2,34.999999999999545,0.7515507215753943,2.5297066445408976,exact_hop
4,23,106,29,death,2,35.00000000000091,1.0002445605711725,1.8242980131028423,exact_hop
5,23,181,169,genericity,1,33.99999999999977,1.0008974105166755,2.0682372417419534,exact_hop
5,23,107,29,deletion,3,34.999999999999545,0.7515507215753943,2.529706644540904,exact_hop
5,23,106,29,death,3,35.00000000000091,1.0002445605711725,1.8242980131028408,exact_hop
6,23,228,181,genericity+deletion,1,33.999999999999886,0.6233778812468029,2.4266923227249313,off_manifold_hop
6,23,106,29,death,4,35.00000000000091,1.0002445605711725,1.8242980131028446,exact_hop
6,23,226,181,explore,1,34.000000000000114,0.9996467805570545,2.051295489047178,exact_hop
6,23,78,0,explore,2,34.99999999999977,1.0010620149515337,2.300819354055727,off_manifold_hop
7,23,228,181,genericity+deletion,2,33.99999999999977,0.6233778812468029,2.4266923227249273,off_manifold_hop
7,23,106,29,death,5,35.00000000000091,1.0002445605711725,1.8242980131028426,exact_hop
7,23,270,228,explore,1,34.00000000007083,0.6536339272349926,2.923215065811111,wall:amplitude_wall
8,23,356,270,genericity,1,33.99999999999977,1.0021536744271815,2.2494139883618476,exact_hop
8,23,331,228,deletion,1,35.00000000000057,0.6080886546589332,2.4245536769170437,off_manifold_hop
8,23,106,29,death,6,35.00000000000091,1.0002445605711725,1.824298013102841,exact_hop
9,23,369,356,genericity,1,34.0,1.0068140762093853,2.966402876050978,exact_hop
9,23,331,228,deletion,2,35.000000000000455,0.6080886546589332,2.4245536769170433,off_manifold_hop
9,23,106,29,death,7,35.000000000000796,1.0002445605711725,1.8242980131028446,exact_hop
9,23,78,0,explore,3,34.99999999999977,1.0010620149515337,2.300819354055723,off_manifold_hop
10,23,415,369,genericity,1,33.999999999999886,1.0005425582347838,2.175581216901622,exact_hop
10,23,331,228,deletion,3,35.000000000000455,0.6080886546589332,2.424553676917047,off_manifold_hop
10,23,106,29,death,8,35.00000000000091,1.0002445605711725,1.824298013102845,exact_hop
11,23,476,415,genericity,1,34.00000000000091,1.0005665120947371,2.178602241046273,exact_hop
11,23,331,228,deletion,4,35.00000000000057,0.6080886546589332,2.424553676917047,off_manifold_hop
11,23,106,29,death,9,35.000000000000796,1.0002445605711725,1.8242980131028446,exact_hop
12,23,522,476,genericity,1,33.000000000043656,1.0009549767458754,2.625935126557647,exact_hop
12,23,331,228,deletion,5,35.000000000000455,0.6080886546589332,2.424553676917047,off_manifold_hop
12,23,106,29,death,10,35.00000000000091,1.0002445605711725,1.824298013102845,exact_hop
12,23,78,0,explore,4,34.99999999999977,1.0010620149515337,2.300819354055723,off_manifold_hop
