trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,7.665985795491307e-15,True,5.371195405297377e-11,3.3008715855024335,True,35,34.99999999853071,1.4684928828501143e-09,2.020417315245137,5.940861043273793
0,1.0,2.5,7.665985795491307e-15,False,0.55478614900193,4.999589290390719,,,,,,
1,-1.0,2.5,5.7304277097038615e-15,True,1.0217596075011157e-14,3.5061607907180883,True,35,35.00000000000273,-3.524291969370097e-12,2.5363186822979054,5.648722289432211
1,1.0,2.5,5.7304277097038615e-15,False,0.3673331361033522,11.426105920276873,,,,,,
2,-1.0,2.5,5.826201655089298e-15,True,6.813917982348824e-14,4.630999975122227,True,35,35.00000000000091,-1.7053025658242404e-12,2.3504909365763074,5.463290548276425
2,1.0,2.5,5.826201655089298e-15,True,1.8521236080589958e-12,9.55868550310315,True,35,34.999999999975785,2.3419488570652902e-11,2.4790545357972817,6.149038904576078
3,-1.0,2.5,5.732329480577325e-15,False,0.2480438601859884,8.871132256451352,,,,,,
3,1.0,2.5,5.732329480577325e-15,False,0.6976162382489262,3.406210093597658,,,,,,
4,-1.0,2.5,6.068801150400865e-15,False,0.3164107496617253,10.954727906574853,,,,,,
4,1.0,2.5,6.068801150400865e-15,True,2.7769559231434266e-12,4.427048944154664,True,35,34.99999999994748,5.1727511163335294e-11,2.0496557668894253,6.093146515232237
