state_id,parent_id,generation,tau,source,frozen_zero_count,smooth_support,structural_support,structural_additions,hard_support,hard_additions,u_support,v_support,output_support,max_abs_amplitude,residual,note,additions_rel_1em03,support_rel_1em03,additions_rel_1em04,support_rel_1em04,additions_rel_1em06,support_rel_1em06,additions_rel_1em08,support_rel_1em08,additions_rel_1em12,support_rel_1em12,step,tangent_dim,tangent_grad_norm,correction_iters,correction_norm,noise_mix
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,accepted_child:snapped_1_zeros,132,187,132,187,132,187,132,187,132,187,0.2,18,15.241387671466576,3,0.010009675539142933,0.12
7,2,2,0.1,projected_sparsity,429,518.9236929864576,192,137,192,137,69,67,56,4.875310321641964,3.3538871629641554e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,15.341287420063512,3,0.010295622110975611,0.0
8,2,2,0.1,projected_sparsity_noise,429,518.8738896452091,192,137,192,137,69,67,56,4.876841522031142,2.670676851212951e-15,accepted_child,135,190,136,191,137,192,137,192,137,192,0.2,18,15.341287420063512,3,0.010507568598673253,0.06
9,2,2,0.1,projected_sparsity_noise,429,519.0250692464185,192,137,192,137,69,67,56,4.8644793935676445,3.3396365314207422e-15,accepted_child,133,188,136,191,137,192,137,192,137,192,0.2,18,15.341287420063512,3,0.010025777122262042,0.12
10,3,2,0.1,projected_sparsity,429,518.9736867445661,192,137,192,137,69,67,56,4.868742638056005,2.6303644924032348e-15,accepted_child,135,190,136,191,137,192,137,192,137,192,0.2,18,15.845033650346833,3,0.009990726311353402,0.0
11,3,2,0.1,projected_sparsity_noise,429,519.0324821550928,192,137,192,137,69,67,56,4.868032947836047,3.241583140340541e-15,accepted_child,134,189,134,189,137,192,137,192,137,192,0.2,18,15.845033650346833,3,0.010091050727218278,0.06
12,3,2,0.1,projected_sparsity_noise,429,519.0156801969591,192,137,192,137,69,67,56,4.8761323672065835,2.9149599122563934e-15,accepted_child,132,187,136,191,137,192,137,192,137,192,0.2,18,15.845033650346833,3,0.009990783793829835,0.12
13,0,2,0.1,projected_sparsity,429,520.9645945127502,192,137,192,137,69,67,56,4.867390052021411,3.1860337491447517e-15,accepted_child,134,189,136,191,137,192,137,192,137,192,0.2,18,23.00776189248804,3,0.00854754864266498,0.0
14,0,2,0.1,projected_sparsity_noise,429,520.8996113893734,192,137,192,137,69,67,56,4.865904333597223,2.843446839669252e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,23.00776189248804,3,0.008480005119913906,0.06
15,0,2,0.1,projected_sparsity_noise,429,520.9959453984047,192,137,192,137,69,67,56,4.869758423052092,2.8918191906090557e-15,accepted_child,135,190,136,191,137,192,137,192,137,192,0.2,18,23.00776189248804,3,0.008975168941913757,0.12
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
5,1,2,0.1,projected_sparsity_noise,429,518.85902355401,192,137,192,137,69,67,56,4.878875386458135,2.7489079442760406e-15,frontier,136,191,136,191,137,192,137,192,137,192,,,,,,
8,2,2,0.1,projected_sparsity_noise,429,518.8738896452091,192,137,192,137,69,67,56,4.876841522031142,2.670676851212951e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
3,0,1,0.1,projected_sparsity_noise,429,521.0439738056903,192,137,192,137,69,67,56,4.86231790123621,2.692631529896702e-15,frontier,133,188,136,191,137,192,137,192,137,192,,,,,,
16,6,3,0.1,projected_sparsity,430,517.3282163838928,187,132,187,132,69,62,56,4.9025309644387844,2.5161295707436203e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011267878205807548,0.0
17,6,3,0.1,projected_sparsity_noise,430,517.279102914604,187,132,187,132,69,62,56,4.903372167035169,2.7567265222909045e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011365317555408866,0.06
18,6,3,0.1,projected_sparsity_noise,430,517.2670514117497,187,132,187,132,69,62,56,4.898342123689533,2.5248366204502554e-15,accepted_child,124,179,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.01126272060120515,0.12
19,5,3,0.1,projected_sparsity,429,517.1540867681178,192,137,192,137,69,67,56,4.895043854995007,2.842117907896996e-15,accepted_child,133,188,136,191,137,192,137,192,137,192,0.2,18,16.204087762947335,3,0.01082616121821421,0.0
20,5,3,0.1,projected_sparsity_noise,429,517.1712891508569,192,137,192,137,69,67,56,4.8941595785502034,3.2475469190314278e-15,accepted_child,135,190,136,191,137,192,137,192,137,192,0.2,18,16.204087762947335,3,0.01030244336134806,0.06
21,5,3,0.1,projected_sparsity_noise,429,517.0941082787182,192,137,192,137,69,67,56,4.883471811714819,2.3591563448462716e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,16.204087762947335,3,0.011360595257758812,0.12
22,8,3,0.1,projected_sparsity,429,517.1643189903848,192,137,192,137,69,67,56,4.892782796706461,2.971506680714332e-15,accepted_child,134,189,136,191,137,192,137,192,137,192,0.2,18,16.059845623338386,3,0.010600039139705808,0.0
23,8,3,0.1,projected_sparsity_noise,429,517.1830072599835,192,137,192,137,69,67,56,4.8904363026246775,2.396509757436454e-15,accepted_child,134,189,136,191,137,192,137,192,137,192,0.2,18,16.059845623338386,3,0.010647489831445369,0.06
24,8,3,0.1,projected_sparsity_noise,429,517.1088141097096,192,137,192,137,69,67,56,4.893615087144079,2.7158316545505405e-15,accepted_child,133,188,134,189,137,192,137,192,137,192,0.2,18,16.059845623338386,3,0.010457759788719937,0.12
25,3,3,0.1,projected_sparsity,429,518.9736867445661,192,137,192,137,69,67,56,4.868742638056005,2.6303644924032348e-15,accepted_child,135,190,136,191,137,192,137,192,137,192,0.2,18,15.845033650346833,3,0.009990726311353402,0.0
26,3,3,0.1,projected_sparsity_noise,429,518.9960902255593,192,137,192,137,69,67,56,4.870122478219928,2.5672062245280482e-15,accepted_child,134,189,136,191,137,192,137,192,137,192,0.2,18,15.845033650346833,3,0.009698329717942438,0.06
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,accepted_child,135,190,136,191,137,192,137,192,137,192,0.2,18,15.845033650346833,3,0.009585376477867766,0.12
18,6,3,0.1,projected_sparsity_noise,430,517.2670514117497,187,132,187,132,69,62,56,4.898342123689533,2.5248366204502554e-15,frontier,124,179,132,187,132,187,132,187,132,187,,,,,,
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
21,5,3,0.1,projected_sparsity_noise,429,517.0941082787182,192,137,192,137,69,67,56,4.883471811714819,2.3591563448462716e-15,frontier,136,191,136,191,137,192,137,192,137,192,,,,,,
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
28,18,4,0.1,projected_sparsity,430,515.7804156432337,187,132,187,132,69,62,56,4.922571028542954,2.525339947150641e-15,accepted_child,129,184,132,187,132,187,132,187,132,187,0.2,17,17.262509927174662,3,0.011028809961234691,0.0
29,18,4,0.1,projected_sparsity_noise,430,515.7546569550017,187,132,187,132,69,62,56,4.922162227748463,2.3267300965372038e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,17.262509927174662,3,0.010924816435754565,0.06
30,18,4,0.1,projected_sparsity_noise,430,515.8632679385574,187,132,187,132,69,62,56,4.922698197591589,3.337745080272921e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,17.262509927174662,3,0.011237096829590216,0.12
31,6,4,0.1,projected_sparsity,430,517.3282163838928,187,132,187,132,69,62,56,4.9025309644387844,2.5161295707436203e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011267878205807548,0.0
32,6,4,0.1,projected_sparsity_noise,430,517.322921083135,187,132,187,132,69,62,56,4.898391162697184,2.9327721197695762e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011268374340971356,0.06
33,6,4,0.1,projected_sparsity_noise,430,517.353948826322,187,132,187,132,69,62,56,4.905076200320033,2.3273165308564197e-15,accepted_child,124,179,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011040942993690553,0.12
34,21,4,0.1,projected_sparsity,429,515.5736146898623,192,137,192,137,69,67,56,4.903610676207667,2.804844715677117e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,16.989535683680508,3,0.01028527704570382,0.0
35,21,4,0.1,projected_sparsity_noise,429,515.4758795783059,192,137,192,137,69,67,56,4.907257000682217,3.542558471914013e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,16.989535683680508,3,0.010013356457596028,0.06
36,21,4,0.1,projected_sparsity_noise,429,515.5239465338727,192,137,192,137,69,67,56,4.9045251759039274,3.6032216090669005e-15,accepted_child,129,184,136,191,137,192,137,192,137,192,0.2,18,16.989535683680508,3,0.01060173673815078,0.12
37,27,4,0.1,projected_sparsity,429,517.3919807536532,192,137,192,137,69,67,56,4.875810846825483,2.9937770947938017e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011214391196146072,0.0
38,27,4,0.1,projected_sparsity_noise,429,517.3398429442093,192,137,192,137,69,67,56,4.878541271656099,2.642972158566399e-15,accepted_child,134,189,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011277679604223916,0.06
39,27,4,0.1,projected_sparsity_noise,429,517.2140022066089,192,137,192,137,69,67,56,4.8719070942819656,2.695378166785452e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011087605692487571,0.12
29,18,4,0.1,projected_sparsity_noise,430,515.7546569550017,187,132,187,132,69,62,56,4.922162227748463,2.3267300965372038e-15,frontier,131,186,132,187,132,187,132,187,132,187,,,,,,
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
35,21,4,0.1,projected_sparsity_noise,429,515.4758795783059,192,137,192,137,69,67,56,4.907257000682217,3.542558471914013e-15,frontier,136,191,137,192,137,192,137,192,137,192,,,,,,
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
40,29,5,0.1,projected_sparsity,430,514.4852011011395,187,132,187,132,69,62,56,4.946794489767123,2.9553997712012686e-15,accepted_child,129,184,132,187,132,187,132,187,132,187,0.2,17,17.088249485985283,3,0.01122067144010024,0.0
41,29,5,0.1,projected_sparsity_noise,430,514.5803640523854,187,132,187,132,69,62,56,4.94330552679285,3.10167551132743e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,17.088249485985283,3,0.011648650185496066,0.06
42,29,5,0.1,projected_sparsity_noise,430,514.5287062089743,187,132,187,132,69,62,56,4.949106230359259,2.684412490530584e-15,accepted_child,130,185,132,187,132,187,132,187,132,187,0.2,17,17.088249485985283,3,0.011312233201726718,0.12
43,6,5,0.1,projected_sparsity,430,517.3282163838928,187,132,187,132,69,62,56,4.9025309644387844,2.5161295707436203e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011267878205807548,0.0
44,6,5,0.1,projected_sparsity_noise,430,517.3377206411006,187,132,187,132,69,62,56,4.9045509973919525,2.272487622545252e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011388782357952593,0.06
45,6,5,0.1,projected_sparsity_noise,430,517.2295013954271,187,132,187,132,69,62,56,4.902970334833114,3.7069139348964535e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011844669729073987,0.12
46,35,5,0.1,projected_sparsity,429,514.1684065663437,192,137,192,137,69,67,56,4.930506540582652,2.4857185232172394e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,16.91337955392784,3,0.011112774514909749,0.0
47,35,5,0.1,projected_sparsity_noise,429,514.1701261648466,192,137,192,137,69,67,56,4.928430198521423,2.3139975183531426e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,16.91337955392784,3,0.011136263007857784,0.06
48,35,5,0.1,projected_sparsity_noise,429,514.134485656761,192,137,192,137,69,67,56,4.931929367833927,2.7187824512713392e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,16.91337955392784,3,0.010868546618789313,0.12
49,27,5,0.1,projected_sparsity,429,517.3919807536532,192,137,192,137,69,67,56,4.875810846825483,2.9937770947938017e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011214391196146072,0.0
50,27,5,0.1,projected_sparsity_noise,429,517.3540687452671,192,137,192,137,69,67,56,4.873035521816569,3.4689155533608373e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011392303917067104,0.06
51,27,5,0.1,projected_sparsity_noise,429,517.3527494356446,192,137,192,137,69,67,56,4.879320351020076,3.1458116630458825e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011206002360597244,0.12
40,29,5,0.1,projected_sparsity,430,514.4852011011395,187,132,187,132,69,62,56,4.946794489767123,2.9553997712012686e-15,frontier,129,184,132,187,132,187,132,187,132,187,,,,,,
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
48,35,5,0.1,projected_sparsity_noise,429,514.134485656761,192,137,192,137,69,67,56,4.931929367833927,2.7187824512713392e-15,frontier,136,191,137,192,137,192,137,192,137,192,,,,,,
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
52,40,6,0.1,projected_sparsity,430,513.3967105266403,187,132,187,132,69,62,56,4.972546028058186,3.227745244875809e-15,accepted_child,130,185,132,187,132,187,132,187,132,187,0.2,17,17.03493491340351,3,0.011818223285277627,0.0
53,40,6,0.1,projected_sparsity_noise,430,513.3094187162284,187,132,187,132,69,62,56,4.972967394912266,3.2490801657850352e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,17.03493491340351,3,0.011436220118369924,0.06
54,40,6,0.1,projected_sparsity_noise,430,513.4852665640681,187,132,187,132,69,62,56,4.9720363350659715,2.753568833344581e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,17.03493491340351,3,0.012129067098119586,0.12
55,6,6,0.1,projected_sparsity,430,517.3282163838928,187,132,187,132,69,62,56,4.9025309644387844,2.5161295707436203e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011267878205807548,0.0
56,6,6,0.1,projected_sparsity_noise,430,517.3750348464876,187,132,187,132,69,62,56,4.904188613123857,3.0755808463325667e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.010865071071206413,0.06
57,6,6,0.1,projected_sparsity_noise,430,517.4330769388971,187,132,187,132,69,62,56,4.90371072900202,2.545931986407893e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011150773118051502,0.12
58,48,6,0.1,projected_sparsity,429,512.9530953372112,192,137,192,137,69,67,56,4.956461457157564,2.6403074354023145e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.114458155782017,3,0.011314914401429337,0.0
59,48,6,0.1,projected_sparsity_noise,429,512.9996862687103,192,137,192,137,69,67,56,4.955153212315502,3.2403965064775327e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.114458155782017,3,0.01153387554835149,0.06
60,48,6,0.1,projected_sparsity_noise,429,512.986606419691,192,137,192,137,69,67,56,4.953195749388088,3.2803353146841452e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.114458155782017,3,0.011175200595619817,0.12
61,27,6,0.1,projected_sparsity,429,517.3919807536532,192,137,192,137,69,67,56,4.875810846825483,2.9937770947938017e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011214391196146072,0.0
62,27,6,0.1,projected_sparsity_noise,429,517.4070377011551,192,137,192,137,69,67,56,4.873779311049263,2.7234900022349183e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.01154544259388176,0.06
63,27,6,0.1,projected_sparsity_noise,429,517.419386805772,192,137,192,137,69,67,56,4.880156816416837,2.861429551029353e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.010653850357262754,0.12
53,40,6,0.1,projected_sparsity_noise,430,513.3094187162284,187,132,187,132,69,62,56,4.972967394912266,3.2490801657850352e-15,frontier,131,186,132,187,132,187,132,187,132,187,,,,,,
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
58,48,6,0.1,projected_sparsity,429,512.9530953372112,192,137,192,137,69,67,56,4.956461457157564,2.6403074354023145e-15,frontier,136,191,137,192,137,192,137,192,137,192,,,,,,
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
64,53,7,0.1,projected_sparsity,430,512.2876022156105,187,132,187,132,69,62,56,5.000323183912451,2.8755734955002815e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,16.813589148588136,3,0.012202067966908718,0.0
65,53,7,0.1,projected_sparsity_noise,430,512.3587862637427,191,136,188,133,69,64,55,4.997529445077594,3.686056998405738e-13,accepted_child,129,184,129,184,133,188,133,188,136,191,0.2,17,16.813589148588136,3,0.01254308595057196,0.06
66,53,7,0.1,projected_sparsity_noise,430,512.3871324642515,187,132,187,132,69,62,56,5.0007760550118645,2.959733065501184e-15,accepted_child,125,180,132,187,132,187,132,187,132,187,0.2,17,16.813589148588136,3,0.012521705176293585,0.12
67,6,7,0.1,projected_sparsity,430,517.3282163838928,187,132,187,132,69,62,56,4.9025309644387844,2.5161295707436203e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011267878205807548,0.0
68,6,7,0.1,projected_sparsity_noise,430,517.3053382543479,187,132,187,132,69,62,56,4.90360372674537,2.6519638955685308e-15,accepted_child,129,184,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011129213601345332,0.06
69,6,7,0.1,projected_sparsity_noise,430,517.3252120158263,187,132,187,132,69,62,56,4.896073327762028,2.001739945675832e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.012174965756516023,0.12
70,58,7,0.1,projected_sparsity,429,511.7956751736927,192,137,192,137,69,67,56,4.98228799928027,3.213088660587666e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.283078374877263,3,0.01193057904959692,0.0
71,58,7,0.1,projected_sparsity_noise,429,511.74429757466123,192,137,192,137,69,67,56,4.984881641317424,2.2871079300392054e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.283078374877263,3,0.011756875749054067,0.06
72,58,7,0.1,projected_sparsity_noise,429,511.8277802911702,192,137,192,137,69,67,56,4.976200422644952,2.8159680378886783e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.283078374877263,3,0.011795759027960036,0.12
73,27,7,0.1,projected_sparsity,429,517.3919807536532,192,137,192,137,69,67,56,4.875810846825483,2.9937770947938017e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011214391196146072,0.0
74,27,7,0.1,projected_sparsity_noise,429,517.4574671084534,192,137,192,137,69,67,56,4.878506326926781,2.6940335979618483e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011325118633629184,0.06
75,27,7,0.1,projected_sparsity_noise,429,517.4150751616551,192,137,192,137,69,67,56,4.876088226342549,2.6546744435583017e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011144124557096636,0.12
64,53,7,0.1,projected_sparsity,430,512.2876022156105,187,132,187,132,69,62,56,5.000323183912451,2.8755734955002815e-15,frontier,131,186,132,187,132,187,132,187,132,187,,,,,,
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
71,58,7,0.1,projected_sparsity_noise,429,511.74429757466123,192,137,192,137,69,67,56,4.984881641317424,2.2871079300392054e-15,frontier,136,191,137,192,137,192,137,192,137,192,,,,,,
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
76,64,8,0.1,projected_sparsity,430,511.15624021279757,187,132,187,132,69,62,56,5.027933229935474,2.4127091113702718e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,17.425557782125356,3,0.012501654864070224,0.0
77,64,8,0.1,projected_sparsity_noise,430,511.24235278649815,187,132,187,132,69,62,56,5.023088387201259,2.7519433413844624e-15,accepted_child,131,186,132,187,132,187,132,187,132,187,0.2,17,17.425557782125356,3,0.01270483921528282,0.06
78,64,8,0.1,projected_sparsity_noise,430,511.23048313151804,191,136,187,132,69,62,56,5.023202949172909,1.6752792756735058e-13,accepted_child,129,184,129,184,132,187,132,187,136,191,0.2,17,17.425557782125356,6,0.012675766767830937,0.12
79,6,8,0.1,projected_sparsity,430,517.3282163838928,187,132,187,132,69,62,56,4.9025309644387844,2.5161295707436203e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011267878205807548,0.0
80,6,8,0.1,projected_sparsity_noise,430,517.3583594512617,187,132,187,132,69,62,56,4.899879706244674,3.61303411886951e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011458230656386235,0.06
81,6,8,0.1,projected_sparsity_noise,430,517.2470609896258,187,132,187,132,69,62,56,4.9025946488486785,3.3228775046501447e-15,accepted_child,132,187,132,187,132,187,132,187,132,187,0.2,17,15.77299637436184,3,0.011167899499812284,0.12
82,71,8,0.1,projected_sparsity,429,510.55449698358325,192,137,192,137,69,67,56,5.012339288216346,2.2439304256100783e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.19271260292596,3,0.011868088296263098,0.0
83,71,8,0.1,projected_sparsity_noise,429,510.5549638784887,192,137,192,137,69,67,56,5.013214944831233,2.2651887711191123e-15,accepted_child,132,187,137,192,137,192,137,192,137,192,0.2,18,17.19271260292596,3,0.011761000527529883,0.06
84,71,8,0.1,projected_sparsity_noise,429,510.47259216648007,192,137,192,137,69,67,56,5.010511351056017,2.3197177825836593e-15,accepted_child,136,191,137,192,137,192,137,192,137,192,0.2,18,17.19271260292596,3,0.011520520133814851,0.12
85,27,8,0.1,projected_sparsity,429,517.3919807536532,192,137,192,137,69,67,56,4.875810846825483,2.9937770947938017e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011214391196146072,0.0
86,27,8,0.1,projected_sparsity_noise,429,517.5141668284243,192,137,192,137,69,67,56,4.8749942522144565,2.4959579079018895e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.011147448002604659,0.06
87,27,8,0.1,projected_sparsity_noise,429,517.1995857808864,192,137,192,137,69,67,56,4.884550717214374,2.594204600319452e-15,accepted_child,136,191,136,191,137,192,137,192,137,192,0.2,18,17.158130626758158,3,0.010871289271614303,0.12
76,64,8,0.1,projected_sparsity,430,511.15624021279757,187,132,187,132,69,62,56,5.027933229935474,2.4127091113702718e-15,frontier,131,186,132,187,132,187,132,187,132,187,,,,,,
6,1,2,0.1,snap_zero,430,518.9007698385346,187,132,187,132,69,62,56,4.87692403470023,7.669669462634123e-15,frontier,132,187,132,187,132,187,132,187,132,187,,,,,,
84,71,8,0.1,projected_sparsity_noise,429,510.47259216648007,192,137,192,137,69,67,56,5.010511351056017,2.3197177825836593e-15,frontier,136,191,137,192,137,192,137,192,137,192,,,,,,
27,3,3,0.1,projected_sparsity_noise,429,519.1086838083176,192,137,192,137,69,67,56,4.861564961887294,2.958304406295448e-15,frontier,135,190,136,191,137,192,137,192,137,192,,,,,,
88,76,9,0.1,projected_sparsity,430,510.0066360128818,187,132,187,132,69,62,56,5.056966377759783,2.3645743131531726e-15,accepted_child,126,181,132,187,132,187,132,187,132,187,0.2,17,17.20865672768647,3,0.012266272423396618,0.0
