iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,24,1.6805692523654656,0.6753930929928071,2.100388289217136e-15,646,82,0.0001980068096126033,2.969462064281677,0.05
1,24,1.6305692523654656,0.6550909948657997,6.94952409384298e-15,646,82,0.0002024437015650156,2.9710916279089923,0.05
2,24,1.5805692523654655,0.6315777514581563,8.132912400271649e-15,646,82,0.0002010469695884659,2.975872737751546,0.05
3,24,1.5305692523654655,0.6044320079863152,5.51185287410396e-14,646,82,0.00020215051429383469,2.984297147316516,0.05
4,24,1.4805692523654654,0.5732421240081698,5.91162328182882e-14,646,82,0.00031642989410992847,2.997077718365939,0.05
5,24,1.4305692523654654,0.5375400143513629,1.4968950679179752e-15,646,82,0.0002472303487587431,3.0150150616137803,0.05
6,24,1.4055692523654653,0.5178199406256171,4.402822742255e-12,646,82,0.00025079965461570453,3.0256957432903,0.03250000000000003
7,24,1.3730692523654653,0.4901833046661719,1.6278169823323987e-15,646,82,0.00025687738754228475,3.0422459179522026,0.04224999999999997
8,24,1.3519442523654654,0.4709046023961222,6.497689902194958e-12,646,82,0.0002622337756315416,3.0544567753759737,0.027462499999999935
9,24,1.3244817523654655,0.44422172759781564,5.6943021847149436e-11,646,82,0.00027184997919858377,3.0727995603073825,0.03570124999999993
10,24,1.3066311273654656,0.4257960188464104,1.2387431972228746e-12,646,82,0.0002787429644503856,3.0860501633059516,0.023205812500000013
11,24,1.2834253148654655,0.4005360731809274,1.3221512797315626e-11,646,82,0.00029034742554443676,3.1055737807855164,0.030167556250000116
12,24,1.2683415367404653,0.3832296256903447,3.1594273195485e-12,646,82,0.00029777173308849974,3.1195108002474607,0.019608911562500077
13,24,1.2487326251779653,0.35967621956105017,3.7267272501702205e-11,646,82,0.00024515332310155274,3.1397622629028303,0.025491585031249996
14,24,1.2359868326623404,0.3436575976653356,1.2665386291352697e-15,646,82,0.00025148652861696404,3.154163959033077,0.01656953027031253
15,24,1.2194173023920278,0.322015786019854,1.9291022233666774e-15,646,82,0.00026106769223222415,3.174943478505918,0.021540389351406387
16,24,1.2086471077163248,0.30737797397166666,1.93329376437759e-15,646,82,0.0002665288179803394,3.189610761861186,0.014001253078414122
17,24,1.1946458546379106,0.28773104227913765,1.756330958695225e-15,646,82,0.0002699296354350627,3.2106480685827776,0.0182016290019384
18,24,1.1764442256359722,0.2611545268979712,1.93132234408326e-15,646,82,0.00022674533473930757,3.2420010516273394,0.02366211770251998
19,24,1.1646131667847122,0.2431739025645103,1.926801051719315e-15,646,82,0.00023136185188247612,3.2649027811223013,0.015380376506638017
20,24,1.156922978531393,0.23120817610704994,7.285779064863064e-13,646,82,0.00023723385101275687,3.281090408601753,0.009997244729314726
21,24,1.1469257338020784,0.21541798690515454,1.7573352800934204e-15,646,82,0.00023567098812140826,3.3042044000857005,0.012996418148109012
22,24,1.1339293156539694,0.19460180771931593,1.6297289250098311e-15,646,82,0.0002368866555627535,3.3383849080957297,0.016895343592541745
23,24,1.1254816438576984,0.1809736087115493,1.993927561008462e-15,646,82,0.00024218038581256976,3.3634249724312015,0.010981973335152207
24,24,1.1199906571901224,0.17214211584027464,4.943908496083572e-14,646,82,0.0002467617665431545,3.38115224668586,0.007138282667848906
25,24,1.1128523745222734,0.16075674316593275,1.923631960033089e-15,646,82,0.0002497338634079925,3.406239554975796,0.009279767468203692
26,24,1.1035726070540697,0.1462361616685458,2.5703569157740867e-15,646,82,0.00024401732718924317,3.4428154917669977,0.0120636977086648
27,24,1.0975407581997372,0.13708996651176242,2.7027363136241553e-15,646,82,0.0002521297176761104,3.4693315689676534,0.007841403510632106
28,24,1.0896993546891052,0.12557983040664858,1.844963453881982e-15,646,82,0.0001624610045377566,3.5075144259657964,0.010193824563821608
29,24,1.0846024424071943,0.11841250819325576,8.75002463061545e-11,646,82,0.00016924838697806997,3.5348928800458244,0.006625985966484016
30,24,1.0779764564407102,0.10940894808394035,1.91074014690755e-15,646,82,0.00023191380474780443,3.5737916289820673,0.00861378175642935
31,24,1.0736695655624955,0.10378390484911038,2.0158800011879586e-15,646,82,0.00023799799940183415,3.601347025072402,0.005598958141679078
32,24,1.0680706074208164,0.09665840478487549,1.4698856671382744e-11,646,82,0.00026509739860762304,3.6400190666294634,0.00727864558418283
33,24,1.064431284628725,0.0921493533308986,9.483162206515951e-12,646,82,0.00027063124046590285,3.6670814333260138,0.004731119629718883
34,24,1.059700164999006,0.08637185531574001,2.172384311487848e-15,646,82,0.0003371907857178656,3.704672271872309,0.00615045551863449
35,24,1.0566249372396888,0.0826713634494199,7.825169436341497e-12,646,82,0.0003420843302346101,3.7307413199193613,0.003997796087112405
36,24,1.0526271411525763,0.07788973438452772,1.5727154772837104e-15,646,82,0.0003731666559908984,3.766688453823921,0.005197134913246227
37,24,1.0500285736959531,0.07480000819068434,4.1235892710152476e-14,646,82,0.00037696709502782727,3.7914205963489622,0.0033781376936100616
38,24,1.0466504360023432,0.07078618716233484,1.7176973640695113e-15,646,82,0.0003817005476886094,3.825316134161902,0.004391579001692936
39,24,1.0422588570006504,0.06556676256752132,1.967201766549388e-15,646,82,0.0002183034735885228,3.8727458514239923,0.005709052702200701
