generation,rank,basin_id,parent_id,roles,expansion_count,soft_nullity,susceptibility,death_distance,source
0,26,0,-1,genericity+deletion+death,1,135.0,0.4166863138793241,2.7192774713507473,initial
1,26,14,0,genericity+death,1,79.00000000007685,0.2469789301214224,2.4125125570440917,off_manifold_hop
1,26,13,0,deletion,1,82.00000003635637,0.042786976744620134,2.4882831491783755,exact_hop
1,26,12,0,explore,1,83.00005469463349,0.9966324520314847,2.4811114453848013,exact_hop
3,25,61,44,genericity+deletion+death,1,71.99999999999955,0.7726076950757018,2.490190216469727,drop_26_to_25
4,25,74,61,genericity+death,1,71.99999999999886,1.0000142720258918,2.074964420037968,exact_hop
4,25,61,44,deletion,2,71.99999999999955,0.7726076950757018,2.490190216469729,drop_26_to_25
4,25,73,61,explore,1,71.99999999999966,1.002866172803526,2.5251605171205425,wall:amplitude_wall
5,25,90,74,genericity+death,1,71.99999999999864,1.0000474671577648,1.9714679838613245,exact_hop
5,25,107,61,deletion,1,71.99999999999898,0.277205403800814,2.5473089416208,exact_hop
5,25,108,61,explore,1,71.99999999999875,1.000000493900883,2.263534116766608,off_manifold_hop
6,25,135,90,genericity+deletion,1,71.99999999999864,0.09146900799408597,2.0506320025604294,exact_hop
6,25,136,90,death,1,71.99999999999864,1.0000044532497996,1.9294403968741107,exact_hop
6,25,169,108,explore,1,71.99999999999864,1.0000097828413756,2.13355819834352,off_manifold_hop
6,25,61,44,explore,3,71.99999999999955,0.7726076950757018,2.4901902164697276,drop_26_to_25
7,25,198,136,genericity+death,1,71.99999999999625,1.0000251194694252,1.898914586626502,exact_hop
7,25,135,90,deletion,2,71.99999999999852,0.09146900799408597,2.0506320025604285,exact_hop
7,25,185,135,explore,1,71.99999999999864,0.999892770252274,2.006245666433318,off_manifold_hop
8,25,198,136,genericity+death,2,71.99999999999625,1.0000251194694252,1.8989145866265031,exact_hop
8,25,135,90,deletion,3,71.99999999999864,0.09146900799408597,2.050632002560429,exact_hop
8,25,272,185,explore,1,71.99999999999841,1.0000101399197123,1.9241296374210648,exact_hop
10,24,321,306,genericity+deletion+death,1,49.9999999992267,0.6779569588495864,2.5701140253609402,drop_25_to_24
