trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,3.564085052469762e-15,True,3.797758538033477e-11,2.9010780137430294,True,72,71.99999999902798,9.736140782479197e-10,2.0652453015146546,4.742642469131886
0,1.0,2.5,3.564085052469762e-15,True,9.763266744570953e-12,2.037173207641457,True,72,71.99999999989541,1.0618350643198937e-10,2.0890928820202666,4.664491297242293
1,-1.0,2.5,4.4635355736234795e-15,True,2.9921108038597977e-15,3.6318468125908345,True,72,72.00000000000318,-1.5916157281026244e-12,2.002114108926052,4.550784933532855
1,1.0,2.5,4.4635355736234795e-15,True,1.2070794951840913e-13,3.6850813865077687,True,72,72.00000000000216,-5.684341886080801e-13,2.046096252354633,4.393482059336555
2,-1.0,2.5,6.038504773297957e-15,True,1.0660696656812754e-13,3.247354757666867,True,72,72.00000000000136,2.2737367544323206e-13,1.928511890419273,4.582193095821087
2,1.0,2.5,6.038504773297957e-15,True,3.77850765659059e-15,3.566990501929133,True,72,72.00000000000307,-1.4779288903810084e-12,2.1285066814347076,4.413426054965001
3,-1.0,2.5,6.144361711952197e-15,True,1.255416438145346e-13,2.688999812585569,True,72,72.00000000000159,0.0,1.9823143664464793,4.412042557297568
3,1.0,2.5,6.144361711952197e-15,True,5.796448758541861e-12,3.6976442738077417,True,72,71.99999999996407,3.751665644813329e-11,2.182424896215792,4.651608041761128
4,-1.0,2.5,7.750950119678479e-15,True,2.8120295798209847e-15,2.8958660242046492,True,72,72.00000000000205,-4.547473508864641e-13,2.134181530042328,4.4197635826461354
4,1.0,2.5,7.750950119678479e-15,True,3.5087248512356456e-15,7.086910985824586,True,72,72.00000000000205,-4.547473508864641e-13,2.0128012930355568,4.460748457650234
