trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,7.64294268185165e-16,True,1.33348939200926e-11,2.6430211241596306,True,72,71.99999999863928,1.3607177606900223e-09,2.0654113303867567,4.205814482843629
0,1.0,2.5,7.64294268185165e-16,True,6.633585655324001e-15,2.258344197118088,True,72,71.99999999999989,1.1368683772161603e-13,2.017072205333585,4.320709123048181
1,-1.0,2.5,7.625366620428579e-16,True,7.933582573196203e-12,3.5048008028758724,True,72,71.99999999767522,2.324782144569326e-09,2.118942250322279,4.20970318099769
1,1.0,2.5,7.625366620428579e-16,True,4.618260554016018e-15,2.4583341084704027,True,72,71.99999999999989,1.1368683772161603e-13,2.0399815767036396,4.621404988505395
2,-1.0,2.5,7.768578729057785e-16,True,3.191765015093115e-13,4.316358388484168,True,72,71.9999999999983,1.7053025658242404e-12,2.041704534072949,4.374698864543168
2,1.0,2.5,7.768578729057785e-16,True,2.240785357385912e-11,2.587400011770063,True,72,71.99999999766158,2.33842456509592e-09,2.0051654465020397,4.875726619662013
3,-1.0,2.5,8.091907693939454e-16,True,1.579726212846813e-12,2.8035097817261874,True,72,71.99999999998295,1.7053025658242404e-11,2.0431296575458586,4.66508694968973
3,1.0,2.5,8.091907693939454e-16,True,2.5433559588019348e-15,3.1502129892390296,True,72,71.99999999999977,2.2737367544323206e-13,2.1384221887262034,4.26174333696393
4,-1.0,2.5,8.27026903202279e-16,True,2.911695164052415e-14,2.9559046055773295,True,72,71.99999999999989,1.1368683772161603e-13,2.0506528531796095,4.718186224572705
4,1.0,2.5,8.27026903202279e-16,True,1.4548921606216596e-13,3.2185518353310942,True,72,71.99999999999966,3.410605131648481e-13,1.973607836043418,4.301996000779167
