trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,8.630633930675984e-16,True,3.615818325853001e-15,2.488191901870542,True,72,71.99999999999977,0.0,2.090616591744465,4.881108914668095
0,1.0,2.5,8.630633930675984e-16,True,3.926270726321396e-12,4.154535941574351,True,72,71.99999999987836,1.2141754268668592e-10,1.9542802742070042,4.77892843816328
1,-1.0,2.5,1.0027790022763466e-15,True,2.4657392631221813e-14,5.027770958498528,True,72,71.99999999999977,0.0,1.9466587625097638,5.010401811858804
1,1.0,2.5,1.0027790022763466e-15,True,8.958030281674849e-11,5.429834392727181,True,72,71.99999986267176,1.3732801562582608e-07,2.033030352694825,5.234924874682383
2,-1.0,2.5,9.78317083556262e-16,True,6.722885585171369e-11,2.9807707853530725,True,72,71.99999993460506,6.539471542055253e-08,2.0409422802038772,4.791243387330477
2,1.0,2.5,9.78317083556262e-16,True,2.8930138720880858e-15,2.878124909133096,True,72,71.99999999999955,2.2737367544323206e-13,2.098060988847386,4.546843436526028
3,-1.0,2.5,9.434673571900895e-16,True,3.393185455094223e-15,4.496481283898985,True,72,71.99999999999977,0.0,2.017490912640974,4.547908498486442
3,1.0,2.5,9.434673571900895e-16,True,1.0391198304900571e-12,3.5981491107029946,True,72,71.99999999998693,1.2846612662542611e-11,2.0070902250584775,4.487905782092063
4,-1.0,2.5,1.2514720876657288e-15,True,1.630744903903994e-13,3.221957108395497,True,72,71.99999999999909,6.821210263296962e-13,2.1196136910200414,4.402033278131779
4,1.0,2.5,1.2514720876657288e-15,True,4.281743463065089e-13,4.1292624375567,True,72,71.99999999999682,2.9558577807620168e-12,2.0070052945918486,4.6187571355717925
