iteration,channel,amplitude,killability,residual,jacobian_rank,tangent_dim,sigma_min_positive,max_abs_amplitude,amp_step
0,2,1.4339811431036342,0.7432109047923062,3.032860016129095e-15,628,72,0.14301454087345117,4.700302381872871,0.05
1,2,1.3839811431036342,0.7172311895791778,2.4891951206506028e-15,628,72,0.13719524409061126,4.700304866515872,0.05
2,2,1.3339811431036341,0.6855889089488609,2.118099909427318e-15,628,72,0.13377478601679982,4.697285147392768,0.05
3,2,1.283981143103634,0.6465114198419722,3.0679903841526643e-15,628,72,0.131780813297865,4.697163564241981,0.05
4,2,1.233981143103634,0.597466363218129,3.424996314153138e-15,628,72,0.13504284066651553,4.6960380347855,0.05
5,2,1.183981143103634,0.5345979789165667,3.5481083723515193e-15,628,72,0.1437775415419419,4.6928787282749,0.05
6,2,1.133981143103634,0.4514593721943547,1.1871759082759049e-14,628,72,0.15150328120763826,4.6913886425546645,0.05
7,2,1.083981143103634,0.33519557661120397,1.0811985356480983e-11,628,72,0.15110824174342985,4.688514660690409,0.05
8,2,1.058981143103634,0.2564064736956071,6.478997423352238e-14,628,72,0.14987606328106953,4.67995688268995,0.03250000000000003
9,2,1.0444905715518171,0.2006335443065616,3.9899888285095406e-15,628,72,0.1481726395069885,4.665962367114931,0.018837743017362085
10,2,1.0372452857759087,0.16938576316416729,2.541437559517628e-15,628,72,0.14762558434149003,4.664731999424604,0.009418871508681115
11,2,1.03,0.13594700450065877,3.729911807145341e-15,628,72,0.14609160097099164,4.6565659457298,0.009418871508681259
