generation,rank,basin_id,parent_id,source,soft_nullity,hard_nullity,susceptibility,susceptibility_channel,death_distance,best_channel,best_amplitude,best_killability,max_abs_amplitude,residual,expansion_count,last_expanded_generation,accepted,note,probe_residual,probe_channel
0,26,0,-1,initial,135.0,135,0.4166863138793241,20,2.7192774713507473,24,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,0,-1,True,frontier,,
0,26,0,-1,initial,135.0,135,0.4166863138793241,20,2.7192774713507473,24,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,0,-1,False,full_delete_probe,1.000121034431146,20
0,26,0,-1,initial,135.0,135,0.4166863138793241,20,2.7192774713507473,24,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,1,0,True,expanded:genericity+deletion+death,,
1,26,14,0,off_manifold_hop,79.00000000007685,79,0.2469789301214224,16,2.4125125570440917,16,1.1641128459496226,0.4825313105834943,2.932071634254115,1.858101106587793e-15,0,-1,True,pareto_kept_polished,,
1,26,13,0,exact_hop,82.00000003635637,82,0.042786976744620134,20,2.4882831491783755,24,1.6805692523654656,0.6753930929928071,2.969462064281677,2.100388289217136e-15,0,-1,True,pareto_kept_polished,,
0,26,0,-1,initial,135.0,135,0.4166863138793241,20,2.7192774713507473,21,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,1,0,True,pareto_kept_polished,,
1,26,12,0,exact_hop,83.00005469463349,83,0.9966324520314847,22,2.4811114453848013,22,1.6954490803007232,0.6833425735286841,3.118239827583563,1.5708198469252052e-15,0,-1,True,pareto_kept_polished,,
1,26,14,0,off_manifold_hop,79.00000000007685,79,0.2469789301214224,16,2.4125125570440917,16,1.1641128459496226,0.4825313105834943,2.932071634254115,1.858101106587793e-15,0,-1,True,frontier,,
1,26,13,0,exact_hop,82.00000003635637,82,0.042786976744620134,20,2.4882831491783755,24,1.6805692523654656,0.6753930929928071,2.969462064281677,2.100388289217136e-15,0,-1,True,frontier,,
0,26,0,-1,initial,135.0,135,0.4166863138793241,20,2.7192774713507473,21,2.0,0.7354894897895579,2.8284271247461903,6.280369834735101e-16,1,0,True,frontier,,
1,26,12,0,exact_hop,83.00005469463349,83,0.9966324520314847,22,2.4811114453848013,22,1.6954490803007232,0.6833425735286841,3.118239827583563,1.5708198469252052e-15,0,-1,True,frontier,,
1,26,13,0,exact_hop,82.00000003635637,82,0.042786976744620134,20,2.4882831491783755,24,1.6805692523654656,0.6753930929928071,2.969462064281677,2.100388289217136e-15,0,-1,False,full_delete_probe,1.0002011942257774,20
1,26,14,0,off_manifold_hop,79.00000000007685,79,0.2469789301214224,16,2.4125125570440917,16,1.1641128459496226,0.4825313105834943,2.932071634254115,1.858101106587793e-15,1,1,True,expanded:genericity+death,,
1,26,13,0,exact_hop,82.00000003635637,82,0.042786976744620134,20,2.4882831491783755,24,1.6805692523654656,0.6753930929928071,2.969462064281677,2.100388289217136e-15,1,1,True,expanded:deletion,,
1,26,12,0,exact_hop,83.00005469463349,83,0.9966324520314847,22,2.4811114453848013,22,1.6954490803007232,0.6833425735286841,3.118239827583563,1.5708198469252052e-15,1,1,True,expanded:explore,,
2,26,26,14,exact_hop,78.00000788142893,78,0.04771497732700544,1,1.9361448053234982,2,1.2924018259642318,0.6675129992398955,3.094388657360617,3.0268119901882632e-15,0,-1,True,pareto_kept_polished,,
2,26,44,13,exact_hop,82.00000000008117,82,0.030213446524957988,12,2.0751247812974896,7,1.3852300076171413,0.6675405836322837,3.811529281756444,6.733440955778603e-15,0,-1,True,pareto_kept_polished,,
2,26,58,12,exact_hop,83.00000000001671,83,0.1531773579342693,11,1.8990187437457537,5,1.3544205177348505,0.7132212476551439,3.6514084494164774,1.922199827415458e-15,0,-1,True,pareto_kept_polished,,
