trial,sign,radius,obstruction,converged,constraint_residual,correction_norm,finite,tangent_dim,candidate_soft_nullity,soft_nullity_gain,best_death_distance,max_abs_amplitude
0,-1.0,2.5,0.07398024485966333,True,2.330847268678094e-15,4.433881519927525,True,79,79.00002979179953,43.99997020822798,2.5210071322408685,4.649928545056501
0,1.0,2.5,0.07398024485966333,False,0.0008993732862328145,5.198490257601834,,,,,,
1,-1.0,2.5,0.06298486360648797,True,2.4279039523632994e-15,5.502938970823386,True,81,81.0011628752319,41.998837124795614,2.5134066002662636,4.997855374328533
1,1.0,2.5,0.06298486360648797,True,1.6954633088597348e-15,5.044702793546832,True,83,83.00353484633774,39.99646515368977,2.481111445384904,3.118239827583563
2,-1.0,2.5,0.04352209889292906,True,3.206305536621821e-11,4.8234151302141255,True,84,84.41538777716391,38.5846122228636,2.5181563516003034,5.089240711623784
2,1.0,2.5,0.04352209889292906,True,7.095895946874975e-11,5.093554988317906,True,80,80.000552688879,42.999447311148515,2.7539442829361347,5.038597767656001
3,-1.0,2.5,0.04859265334219693,True,2.5176929538811305e-15,3.999361592216852,True,82,82.0000023543048,40.999997645722715,2.488283149178376,2.969462064281677
3,1.0,2.5,0.04859265334219693,True,1.783491088090528e-14,4.218570752151335,True,85,85.00099413554858,37.99900586447893,2.4937354372829708,4.872324212134603
4,-1.0,2.5,0.042891927432932464,True,4.515133389408957e-14,3.8369812944758372,True,82,82.00000043704449,40.99999956298302,2.5270167946037714,4.343921002998381
4,1.0,2.5,0.042891927432932464,True,2.2624166407006e-15,4.243037114071739,True,83,83.00000069103146,39.99999930899605,2.5218375922863294,4.696572106531527
